,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH688256,0.1289342697905381,0.8333333333333334,,,,SH688256,寒武纪,2026-06-02,0.043338716,0.059855472,0.724056,0.015714271,0.2625369,0.0008024861,0.013407062,0.028426932,0.4749262,0.9584615,1.0150615,0.9576924,0.99535197,1.0853521,1.0147687,0.876919,0.6742118,0.5762422,1.0122308,1.0258666,0.99214804,0.9004842,0.73463356,0.04326083,0.044732798,0.05275492,0.1423052,0.1974185,-0.017961271,-0.0043261126,0.005089837,0.014186001,0.010298621,0.43094757,0.08573437,0.32579914,0.7701586,0.8300081,0.023691805,-0.0063991346,-0.04050151,-0.10618124,-0.038442858,1.0876912,1.1138519,1.1138519,1.1138519,1.1138519,0.95230997,0.95230997,0.8907776,0.66109896,0.49933973,1.0386926,1.07269,1.0342182,1.0133408,0.97233826,0.990462,0.99224585,0.940366,0.7071971,0.5483864,0.4,0.4,0.6,0.73333335,0.8666667,0.35226482,0.2952176,0.48962334,0.7485341,0.81472796,0.6,0.5,0.75,0.8333333,0.9166667,0.8,0.9,0.15,0.2,0.21666667,-0.2,-0.4,0.6,0.6333333,0.7,-0.23346668,0.48055404,-0.29431218,0.42048433,0.5777403,-0.41558078,0.4782843,0.26654693,0.48122823,0.40073654,0.4,0.5,0.6,0.6666667,0.56666666,0.6,0.5,0.4,0.33333334,0.41666666,-0.2,0.0,0.2,0.33333334,0.15,0.3358336,0.48352075,0.5715717,0.64457333,0.63571095,0.6641664,0.51647925,0.42842832,0.35542664,0.36428905,-0.32833275,-0.032958537,0.14314339,0.28914672,0.27142188,1.0761093,1.1627476,1.3471733,1.2633445,1.0922029,0.06787205,0.17865112,0.34447876,0.38248938,0.37564373,0.19927287,0.6830954,0.7198453,1.3156757,1.4267712,0.27637005,0.35965222,0.39225003,0.5039295,0.5088961,0.72362995,0.6403478,0.60774994,0.4960705,0.49110392,-0.4472599,-0.28069553,-0.21549991,0.0078590205,0.017792169
1,SH688008,0.11441652046407963,0.5,,,,SH688008,澜起科技,2026-06-02,0.004067144,0.07350444,0.055331953,0.022453772,0.30547506,0.04698352,0.639193,0.028596893,0.3890499,0.9959493,1.0223628,0.9491561,0.9893293,1.1489048,1.0426612,0.731218,0.6371341,0.6342272,1.05383,1.0955538,1.0490563,0.9307772,0.76654726,0.061571654,0.06683291,0.093589865,0.18742095,0.21310627,-0.036151476,-0.014371514,0.008235674,0.01863175,0.010339641,0.8618475,0.423873,0.27102464,0.76590127,0.7179898,0.018472893,-0.03088189,-0.12729518,-0.20093758,-0.07156665,1.218515,1.218515,1.218515,1.218515,1.218515,0.9491561,0.9491561,0.79330295,0.6314939,0.52741635,1.1050153,1.1473653,1.1188372,1.1022067,1.0463542,0.9960368,1.0540103,0.9960368,0.71148413,0.5968229,0.4,0.2,0.25,0.5,0.75,0.18875886,0.18875886,0.48610348,0.6277561,0.68381506,0.2,0.6,0.8,0.8666667,0.93333334,1.0,1.0,0.05,0.1,0.31666666,-0.8,-0.4,0.75,0.76666665,0.6166667,0.08718709,0.44896802,0.008628256,0.660672,0.81436825,-0.28225967,0.120982796,0.57046545,0.5860625,0.49569362,0.2,0.5,0.6,0.6,0.51666665,0.8,0.5,0.4,0.4,0.48333332,-0.6,0.0,0.2,0.2,0.033333335,0.10510334,0.44589823,0.6446099,0.66124517,0.612287,0.8948966,0.55410177,0.35539007,0.33875483,0.38771304,-0.7897933,-0.10820355,0.28921986,0.32249033,0.22457393,1.0526673,1.1772124,1.2817472,1.1443111,0.8305839,0.08424102,0.20815264,0.26169762,0.30725938,0.39868718,0.78590834,0.50884855,1.1633499,1.2624872,1.5009104,0.31703198,0.49086413,0.5099148,0.5289889,0.51801586,0.682968,0.5091359,0.49008515,0.47101113,0.48198414,-0.36593604,-0.018271748,0.019829689,0.057977755,0.036031708
2,SZ300782,0.09498651384778313,1.0,,,,,,2026-06-02,0.0117834145,0.040942673,0.2878028,0.023766808,0.58048993,0.005392449,0.13170731,-0.006590945,-0.16097984,0.9883538,1.0234901,0.9830242,1.0006541,1.1637453,1.2770438,0.983222,1.0212259,0.8122889,1.0734968,1.1463742,1.1616602,1.1255262,0.99464726,0.08008254,0.098273,0.11971944,0.11364062,0.16421476,-0.04741763,-0.030462498,-0.0010906815,0.0040475703,0.007936291,0.8764839,0.88079333,0.0029049234,0.09831578,0.71237826,0.021338493,-0.009292943,-0.15129873,-0.18421592,-0.22876787,1.2120153,1.3242317,1.4301316,1.4301316,1.4301316,0.9830242,0.9830242,0.9830242,0.9782872,0.7620431,1.1547107,1.2206666,1.2782487,1.2415584,1.1356767,0.99808574,1.0535395,1.0462729,1.0232904,0.82976127,0.4,0.2,0.1,0.1,0.48333332,0.07413314,0.049752206,0.03796813,0.048053715,0.35617572,0.2,0.2,0.35,0.56666666,0.78333336,1.0,1.0,1.0,0.33333334,0.15,-0.8,-0.8,-0.65,0.23333333,0.6333333,0.47507462,0.58321446,0.66269195,0.66286105,0.68162024,-0.28758302,-0.4180611,0.43301123,0.387566,0.5171096,0.4,0.4,0.5,0.46666667,0.5,0.6,0.6,0.5,0.53333336,0.5,-0.2,-0.2,0.0,-0.06666667,0.0,0.058048863,0.15285486,0.5086114,0.49220976,0.5426954,0.94195116,0.84714514,0.49138862,0.5077902,0.4573046,-0.88390225,-0.6942903,0.017222755,-0.015580456,0.08539082,1.2582202,1.3819358,1.5730392,1.4921908,1.2789623,0.19789003,0.21625456,0.5150213,0.46766084,0.61565906,1.1871095,0.93660325,1.2895893,1.2477516,1.4464179,0.24825217,0.43498886,0.49556613,0.500074,0.49981916,0.75174785,0.56501114,0.5044339,0.499926,0.50018084,-0.5034957,-0.1300223,-0.008867742,0.00014802547,-0.00036170616
3,SZ300347,0.09451953973457786,0.8333333333333334,,,,,,2026-06-02,-0.01284639,0.02921914,-0.43965667,0.009571765,0.32758543,0.006800986,0.2327579,-0.0156171685,-0.5344842,1.0130136,1.0227098,0.99311054,1.005325,1.0428674,1.1638182,1.4085219,1.4957869,1.4304624,1.0054613,1.0535097,1.1617771,1.2591671,1.3279443,0.005164696,0.060526997,0.13026291,0.17601222,0.15186913,-0.002092699,-0.01828119,-0.021661244,-0.019597828,-0.0056204665,0.41045356,0.83622307,0.96781695,0.9607978,0.4177395,-0.0012758934,0.028755644,0.044004675,0.025001433,-0.16214056,1.0602154,1.1985158,1.403427,1.5182477,1.5542179,0.9849454,0.9849454,0.9849454,0.9849454,0.9849454,1.0079137,1.0929886,1.3073255,1.4410828,1.4518622,1.0010176,1.005358,1.0117414,1.0720577,1.1898526,0.2,0.1,0.05,0.033333335,0.016666668,0.2000083,0.070490144,0.03597436,0.028229032,0.026445344,0.4,0.2,0.05,0.26666668,0.48333332,0.8,0.9,0.95,0.96666664,0.98333335,-0.4,-0.7,-0.9,-0.7,-0.5,0.9028009,-0.2520671,-0.07583996,-0.33222488,-0.37876213,-0.13487172,-0.44682568,-0.4497762,-0.29718515,-0.036386523,0.2,0.2,0.15,0.23333333,0.35,0.8,0.8,0.85,0.76666665,0.65,-0.6,-0.6,-0.7,-0.53333336,-0.3,0.10011103,0.098724455,0.10113321,0.18447885,0.37299165,0.899889,0.9012755,0.8988668,0.8155211,0.6270083,-0.7997779,-0.8025511,-0.7977336,-0.6310423,-0.2540167,1.2569487,1.3274016,1.3558012,1.2341071,1.0591705,0.23658256,0.46940288,0.6345339,0.5845783,0.49302483,1.2395948,1.6096506,1.345101,1.321281,1.2540214,0.28342968,0.49825123,0.48811722,0.5121879,0.51163006,0.7165703,0.50174874,0.5118828,0.48781207,0.48836994,-0.43314067,-0.0034975305,-0.023765553,0.024375841,0.023260092
4,SZ002371,0.0813707913549662,0.9166666666666666,,,,,,2026-06-02,0.028493393,0.053915683,0.52848065,0.022163391,0.41107506,0.0032588956,0.0604443,0.009588898,0.17784989,0.972296,1.0215493,0.96912736,0.99922585,1.1118928,1.0280342,0.890825,0.7856009,0.7445244,1.0405868,1.0770994,1.0153235,0.9477466,0.8537564,0.050900806,0.054300558,0.07887937,0.119142435,0.12739024,-0.028707534,-0.013263262,0.00916487,0.012221734,0.0062777186,0.7952111,0.5468945,0.4724912,0.8155196,0.74068105,0.01682826,-0.017414711,-0.10238976,-0.1249617,-0.038949113,1.147976,1.1970794,1.1970794,1.1970794,1.1970794,0.96912736,0.96912736,0.88752496,0.7382211,0.7004815,1.0876174,1.1102344,1.094554,1.0866222,0.9792829,0.99571663,1.0359254,0.94796157,0.83635944,0.7537559,0.4,0.2,0.55,0.7,0.85,0.17261869,0.1354347,0.36334488,0.57050043,0.60314083,0.2,0.2,0.6,0.73333335,0.8666667,1.0,1.0,0.1,0.06666667,0.38333333,-0.8,-0.8,0.5,0.6666667,0.48333332,-0.49579057,0.47651088,0.5407911,0.31106016,0.71543205,-0.73571885,0.07066098,0.36297178,0.40775457,0.46686473,0.4,0.6,0.65,0.6,0.51666665,0.6,0.4,0.35,0.4,0.48333332,-0.2,0.2,0.3,0.2,0.033333335,0.1684811,0.45940796,0.5946463,0.63361216,0.60021484,0.8315189,0.5405921,0.40535375,0.36638787,0.39978516,-0.6630378,-0.08118409,0.18929249,0.26722425,0.20042971,1.0704734,1.2849319,1.1929706,1.1767738,0.8670874,0.12530081,0.29780018,0.33034104,0.32152182,0.398899,0.7663763,0.65856916,0.790731,0.9817682,1.2229819,0.38771543,0.4673715,0.47319397,0.5247886,0.5165946,0.6122846,0.5326285,0.526806,0.47521135,0.4834054,-0.22456916,-0.065257,-0.05361205,0.049577285,0.033189174
5,SZ301269,0.07733239202347435,0.875,,,,,,2026-06-02,-0.015887847,0.04177567,-0.3803134,0.020093447,0.48098442,0.0057943757,0.13870217,-0.030186918,-0.7225957,1.0161444,1.0365622,0.9941121,1.0153184,1.2803439,0.90176636,0.8423538,0.8073109,0.8881647,1.1036365,1.0917919,0.9919902,0.9360631,0.8819165,0.106474295,0.122630686,0.13325095,0.1353062,0.115364656,-0.06321905,0.0063920612,0.016334688,0.012315207,0.0036810837,0.8813457,0.024905482,0.52595556,0.6420218,0.31053153,0.022801539,-0.1205561,-0.14716972,-0.114633605,0.009491524,1.2547456,1.304623,1.304623,1.304623,1.304623,0.9941121,0.90163594,0.84960216,0.77233106,0.7606624,1.2106735,1.2106735,1.1059413,1.0095778,0.9101918,1.0034004,0.9961084,0.8952489,0.8269576,0.798262,0.2,0.3,0.65,0.76666665,0.8833333,0.02259081,0.24408738,0.3305296,0.42771447,0.43999076,0.2,0.5,0.75,0.8333333,0.9166667,1.0,0.1,0.05,0.3,0.36666667,-0.8,0.4,0.7,0.53333336,0.55,0.8864891,0.91242623,0.93512696,0.881336,0.77663714,-0.041297328,0.76937,0.6938078,0.5479485,0.31924096,0.2,0.5,0.6,0.6333333,0.55,0.8,0.5,0.4,0.36666667,0.45,-0.6,0.0,0.2,0.26666668,0.1,0.036539588,0.561553,0.5859512,0.58064514,0.5346159,0.9634604,0.438447,0.41404882,0.41935486,0.46538416,-0.92692083,0.123106025,0.17190236,0.16129032,0.0692317,1.4620752,1.6423843,1.069183,0.8518192,0.5164178,0.4085806,0.7712449,0.79401094,0.72549677,0.6125399,0.9178179,0.88163143,1.4783866,1.6634231,2.3595493,0.0059857327,0.55740374,0.52403086,0.55429894,0.5456663,0.99401426,0.44259626,0.47596914,0.44570106,0.45433375,-0.9880285,0.11480747,0.048061702,0.108597875,0.09133251
6,SZ002459,0.07200286434308502,0.9166666666666666,,,,,,2026-06-02,-0.03417862,0.04410141,-0.7750006,0.0022050352,0.0499992,0.0077177556,0.1750002,-0.028665898,-0.6499996,1.0353881,1.0376712,0.9920091,1.0038764,1.0811607,1.1635829,1.2409588,1.2489487,1.3481917,1.04508,1.0780908,1.1543524,1.1833894,1.2619638,0.03207756,0.044138093,0.08866424,0.083809584,0.11940757,-0.018502945,-0.013897599,-0.014366343,-0.008309298,-0.0060964623,0.83180046,0.90879065,0.9188899,0.76180357,0.7950454,-0.008074016,-0.015551648,-0.017872162,-0.0629046,-0.08211821,1.1176342,1.1704409,1.3003223,1.3003223,1.5285449,0.9920091,0.9920091,0.9920091,0.9920091,0.9920091,1.0713204,1.1075695,1.2489487,1.2535745,1.4052986,1.0275862,1.0388561,1.0786375,1.0968882,1.1710681,0.2,0.1,0.05,0.033333335,0.016666668,0.06360891,0.044783916,0.025918039,0.025918039,0.014893456,0.2,0.1,0.35,0.56666666,0.15,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.65,-0.43333334,-0.85,-0.097384825,-0.06763453,0.5708503,0.051275153,0.6833931,-0.7490826,-0.7084571,-0.3207582,-0.24505179,0.26115304,0.2,0.2,0.35,0.36666667,0.45,0.8,0.8,0.65,0.6333333,0.55,-0.6,-0.6,-0.3,-0.26666668,-0.1,0.1274135,0.14180496,0.18959928,0.25934958,0.37492445,0.8725865,0.85819507,0.8104007,0.7406504,0.6250755,-0.74517304,-0.7163901,-0.62080145,-0.4813008,-0.25015107,0.9126664,0.89652264,1.0643866,0.9546995,1.2670327,0.15717542,0.1321637,0.28158605,0.28618082,0.56757486,0.779514,0.66861767,1.0883652,1.1610649,1.0867896,0.5793869,0.4584169,0.5154883,0.5213012,0.4907688,0.4206131,0.5415831,0.48451167,0.4786988,0.5092312,0.15877378,-0.083166204,0.03097665,0.0426024,-0.018462393
7,SH600362,0.06381836431694825,0.7083333333333334,,,,SH600362,江西铜业,2026-06-02,0.07909087,0.07909087,1.0,0.0,0.0,0.0,0.0,0.07909087,1.0,0.926706,1.0,0.926706,0.9627831,0.9802814,0.92931277,0.95744926,0.99458027,1.1554428,0.93401754,0.94152445,0.9710967,0.9675008,0.97675663,0.037613228,0.030419229,0.04525184,0.038515083,0.06098875,0.013480164,0.0005625867,-0.0051850406,-0.0011791236,-0.001378144,0.32110655,0.0031354073,0.45951524,0.07263715,0.15573621,0.039022125,0.055943884,0.07816122,0.049596496,0.06389861,1.0,1.0,1.0926665,1.0926665,1.1762725,0.8909472,0.8909472,0.8909472,0.8909472,0.88887626,0.9434502,0.95897144,1.0172509,1.0005074,1.01988,0.9142758,0.91577494,0.9266836,0.931988,0.92834413,1.0,1.0,0.7,0.8,0.73333335,1.0,1.0,0.5406165,0.5406165,0.38665682,1.0,1.0,0.35,0.56666666,0.016666668,0.4,0.7,0.85,0.9,0.21666667,0.6,0.3,-0.5,-0.33333334,-0.2,0.92662716,0.8375714,0.87860876,0.65694535,0.3295479,0.8842745,0.85523635,0.83086544,0.7275927,0.48702663,0.4,0.5,0.5,0.4,0.38333333,0.6,0.5,0.5,0.56666666,0.6,-0.2,0.0,0.0,-0.16666667,-0.21666667,0.5603385,0.62314165,0.54016984,0.50410193,0.4379374,0.4396615,0.37685832,0.4598302,0.4958981,0.56206256,0.12067702,0.24628334,0.08033962,0.008203814,-0.12412515,0.6012032,0.59536165,0.6680831,0.58469796,0.5098051,0.24111073,0.17399211,0.17799231,0.19851498,0.18783817,1.4843705,1.3252206,1.0543946,1.2086641,1.20376,0.6206062,0.637558,0.58005583,0.55053383,0.53016657,0.3793938,0.362442,0.41994417,0.44946614,0.4698334,0.24121243,0.275116,0.1601117,0.1010677,0.060333166
8,SH600919,0.063752242986647,0.9166666666666666,,,,SH600919,江苏银行,2026-06-02,0.010544869,0.017574707,0.6000026,0.0043936484,0.24999839,0.0026361889,0.14999904,0.008787409,0.5000032,0.9895652,1.0043478,0.9869565,0.99769634,0.9604989,0.97557175,0.9823285,0.94750524,0.9121622,0.9821206,0.9761434,0.9761954,0.97520787,0.9556653,0.0133303935,0.012041711,0.009721601,0.011476917,0.023294577,0.008212079,0.0023908531,0.00012270815,0.00032711332,0.0011300783,0.94876873,0.36136058,0.0055762115,0.062957525,0.7178063,0.0014552798,0.013097728,0.022638863,0.020048974,0.010997425,1.0043478,1.0043478,1.0043478,1.0043478,1.0043478,0.95194757,0.95194757,0.95194757,0.9396462,0.8978964,0.9920998,0.98347193,0.9819127,0.9823285,0.97733885,0.96933466,0.9690228,0.96933466,0.9690228,0.9393971,1.0,1.0,1.0,1.0,1.0,0.917027,0.917027,0.917027,0.93280226,0.95915693,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.8,0.06666667,0.083333336,0.8,0.4,0.2,0.93333334,0.9166667,0.44721422,0.46831894,0.2573419,0.2818811,-0.0073405006,0.15724504,0.31200778,0.20537017,0.41628888,0.061619285,0.8,0.6,0.45,0.5,0.48333332,0.0,0.3,0.5,0.46666667,0.45,0.8,0.3,-0.05,0.033333335,0.033333335,1.0,0.6556293,0.56204385,0.61609185,0.59746253,0.0,0.34437075,0.43795618,0.38390815,0.4025375,1.0,0.3112585,0.12408766,0.23218372,0.19492503,1.038601,0.9557651,0.8716147,0.83386844,0.8315628,0.124891244,0.17070395,0.18856087,0.19071718,0.22426324,0.6422327,0.6536845,0.7120214,0.7034495,1.301339,0.6003376,0.5407658,0.5591463,0.5282946,0.49135745,0.39966238,0.45923415,0.44085374,0.4717054,0.50864255,0.20067523,0.08153167,0.118292525,0.056589205,-0.0172851
9,SH688126,0.06348993885295352,0.75,,,,SH688126,沪硅产业,2026-06-02,-0.045208674,0.06259665,-0.722222,0.013137561,0.20987642,0.0042504137,0.06790162,-0.05409582,-0.8641968,1.0473492,1.0611088,0.9955483,1.0127819,1.0888171,1.194994,0.8340735,0.7226484,0.7815907,1.1087606,1.1241018,1.0599718,0.9798547,0.8572332,0.09141148,0.06868081,0.099270985,0.14180502,0.16110905,-0.046346407,-0.011959729,0.010811346,0.014118321,0.007449497,0.64264435,0.27796066,0.41512883,0.7682182,0.65209955,-0.01606782,-0.07028299,-0.16267955,-0.18457034,-0.0769934,1.279071,1.2793678,1.2793678,1.2793678,1.2793678,0.9955483,0.9955483,0.8533162,0.7149255,0.6721841,1.1566411,1.1781187,1.1440452,1.1220025,1.0129188,1.0381106,1.0805813,0.97803795,0.8369802,0.71691567,0.2,0.1,0.35,0.56666666,0.78333336,0.015701275,0.015684858,0.34428653,0.5050552,0.5398958,0.4,0.2,0.6,0.73333335,0.8666667,1.0,1.0,0.05,0.033333335,0.36666667,-0.6,-0.8,0.55,0.7,0.5,0.961196,0.86224747,0.8960855,0.938588,0.93488395,0.906301,0.7048866,0.73641986,0.74904126,0.63017064,0.4,0.4,0.6,0.6333333,0.55,0.6,0.6,0.4,0.36666667,0.45,-0.2,-0.2,0.2,0.26666668,0.1,0.38589212,0.33932135,0.5761957,0.6016573,0.5637821,0.61410785,0.6606787,0.42380425,0.39834273,0.4362179,-0.22821574,-0.32135734,0.15239148,0.20331453,0.1275642,1.4329226,1.542744,1.3318615,1.0584197,0.61666346,0.36581534,0.31335,0.39093262,0.5133093,0.57337993,0.55716586,0.66885287,1.1461725,1.3372235,2.0075092,0.3996635,0.31598192,0.5378177,0.5523908,0.54317397,0.6003365,0.6840181,0.46218228,0.4476092,0.456826,-0.20067297,-0.36803615,0.07563543,0.10478165,0.08634797
