,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH600584,0.29934387630531056,0.5238095238095238,-0.01053977,0.10292232036590576,0.10292232036590576,SH600584,长电科技,2026-05-11,0.037732273,0.049070615,0.76893824,0.0,0.0,0.011338343,0.23106177,0.049070615,1.0,0.9636397,1.0,0.9527136,0.98592436,0.79458374,0.81515104,0.7519488,0.7066057,0.8300458,0.89236236,0.8493431,0.81644833,0.7802892,0.7996536,0.068714626,0.065151125,0.057441626,0.07063747,0.060529813,0.041354064,0.018073138,0.007817926,0.007132814,-0.00038430298,0.90547824,0.70539874,0.64833236,0.79022926,0.012294437,0.024929529,0.06932775,0.10928136,0.116285056,0.21168335,1.0,1.0,1.0,1.0,1.0,0.79009366,0.7718353,0.73526406,0.6810192,0.6810192,0.9272169,0.8805051,0.83641356,0.815334,0.83885825,0.8538921,0.80234224,0.7827777,0.7079232,0.7516926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.05,0.26666668,0.6333333,0.8,0.5,0.95,0.73333335,0.36666667,0.7624446,0.84376603,0.8478327,0.9141407,0.7502104,0.06410704,0.47453877,0.5211773,0.6294105,0.45940897,1.0,0.7,0.65,0.6333333,0.55,0.0,0.3,0.35,0.36666667,0.45,1.0,0.4,0.3,0.26666668,0.1,1.0,0.8139216,0.8028056,0.7528225,0.5716136,0.0,0.18607844,0.19719438,0.2471775,0.42838642,1.0,0.6278431,0.6056112,0.505645,0.14322719,0.87758744,0.6873875,0.5282518,0.43329537,0.44122627,0.16674449,0.23652364,0.23769724,0.24037874,0.20131789,0.8101461,1.0757536,1.3917834,1.4883904,1.2446704,0.8100903,0.7179592,0.6152301,0.6192217,0.52917635,0.18990971,0.28204077,0.3847699,0.38077834,0.47082362,0.6201806,0.43591845,0.23046021,0.23844334,0.058352754
1,SZ002179,0.189317398855394,1.0,0.0059010983,0.17365232110023499,0.17365232110023499,,,2026-05-11,0.07776012,0.07776012,1.0,0.0,0.0,0.0,0.0,0.07776012,1.0,0.92785025,1.0,0.92785025,0.993318,0.8926335,0.8968134,0.8790938,0.813838,0.8369832,0.92518765,0.9053142,0.9004368,0.87881625,0.8702144,0.042248406,0.036783885,0.027059909,0.039778605,0.034272015,0.019353842,0.008705359,0.0016303466,0.0035167711,0.00083505723,0.52463084,0.51341623,0.12705016,0.6057464,0.18107271,0.036104638,0.055511676,0.084074885,0.07019054,0.10515143,1.0,1.0,1.0,1.0,1.0,0.8766326,0.8421453,0.8421453,0.8066966,0.7966009,0.9320329,0.91070056,0.9083369,0.9051896,0.8992755,0.9012556,0.88125426,0.8818477,0.8352588,0.8445562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3,0.65,0.13333334,0.5,0.8,0.7,0.35,0.8666667,0.5,0.98681766,0.87254745,0.76282716,0.830655,0.74777335,0.9820385,0.8797554,0.85063916,0.8322322,0.7015236,0.8,0.6,0.45,0.46666667,0.48333332,0.2,0.4,0.55,0.53333336,0.51666665,0.6,0.2,-0.1,-0.06666667,-0.033333335,0.89929295,0.69937295,0.67132765,0.6862108,0.5844385,0.10070705,0.30062705,0.32867238,0.31378922,0.41556147,0.7985859,0.39874586,0.34265527,0.3724216,0.16887705,0.48289153,0.40991738,0.37108415,0.32006288,0.31790346,0.29391432,0.23362848,0.19909915,0.19025631,0.18143417,1.8209957,1.7442065,2.0512614,2.0904684,1.8753917,0.8750749,0.7249639,0.6061537,0.61420256,0.56011045,0.124925084,0.2750361,0.39384627,0.38579744,0.43988952,0.75014985,0.44992778,0.21230745,0.22840513,0.12022093
2,SH600522,0.1412784305837152,0.2857142857142857,0.004998088,0.0911778137087822,0.0911778137087822,SH600522,中天科技,2026-05-11,-0.024899948,0.049799897,-0.5,0.00022237496,0.00446537,0.024677573,0.49553463,-0.00044474992,-0.00893074,1.0255358,1.0257639,0.9746923,1.0053223,0.7815806,0.7938856,0.69996196,0.59507805,0.48882407,0.87163264,0.828748,0.7565965,0.72530425,0.6633266,0.09946153,0.08160028,0.0999227,0.0943884,0.10019638,0.06267917,0.021203894,0.014526682,0.00882916,0.004683921,0.992833,0.6189555,0.7397288,0.6781147,0.6665227,0.003009007,0.07583452,0.105400026,0.14667292,0.19849773,1.0257639,1.0257639,1.0257639,1.0257639,1.0257639,0.74121094,0.74121094,0.62516266,0.5907284,0.4642058,0.9460104,0.88654065,0.8015527,0.79420525,0.7206597,0.7874109,0.77286315,0.6493721,0.6450539,0.58562475,1.0,1.0,1.0,1.0,1.0,0.9094585,0.9094585,0.93568707,0.9407776,0.95412076,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.3,0.1,0.05,0.8,0.4,0.7,0.9,0.95,0.98829603,0.7874265,0.74622816,0.79380524,0.68787295,0.15231615,0.7269603,0.5367243,0.6396274,0.41215864,0.8,0.5,0.55,0.6,0.5833333,0.2,0.5,0.45,0.4,0.41666666,0.6,0.0,0.1,0.2,0.16666667,0.90247786,0.75708866,0.72765076,0.7336613,0.6699966,0.09752215,0.24291132,0.27234924,0.2663387,0.33000338,0.8049557,0.5141774,0.45530155,0.4673226,0.33999327,0.70519936,0.6606982,0.59974444,0.5318262,0.45992357,0.191206,0.16973898,0.18693657,0.1868936,0.167239,0.5042512,0.7304582,0.8140318,0.8940906,0.9142041,1.0,0.5927297,0.5950485,0.5887587,0.54470503,0.0,0.4072703,0.40495154,0.41124126,0.455295,1.0,0.18545938,0.19009693,0.17751746,0.08941003
3,SZ300251,0.13052394682503807,0.5238095238095238,-0.0149665475,-0.023328330367803574,0.023328330367803574,,,2026-05-11,-0.0074274587,0.018230954,-0.4074092,0.008777874,0.48148185,0.0020256226,0.11110897,-0.014179709,-0.7777821,1.007483,1.0163265,0.9979592,1.0038648,0.9986463,1.0578356,1.061245,1.0224624,1.3360827,1.0054501,1.0094663,1.0608953,1.0489684,1.172304,0.0060296995,0.015620743,0.05781474,0.051547892,0.20481946,0.0003359282,-0.0026853327,-0.008068313,-0.0008027123,-0.00875034,0.0077596405,0.270897,0.68164194,0.018793156,0.5566821,-0.006122005,0.0026176947,0.015753692,-0.037329104,0.085831,1.0306197,1.0707535,1.171448,1.171448,2.0326638,0.98844135,0.98436475,0.98436475,0.9829995,0.9829995,1.0098022,1.0167565,1.1121212,1.0994611,1.3057184,0.99986464,0.9991878,1.0043721,1.005054,1.0155282,0.4,0.4,0.2,0.16666667,0.083333336,0.27404228,0.18098736,0.08357389,0.090212904,0.016196119,0.8,0.1,0.45,0.6333333,0.11666667,0.6,0.4,0.7,0.26666668,0.6333333,0.2,-0.3,-0.25,0.36666667,-0.51666665,0.46709698,0.41154313,0.8023699,0.8015658,0.87783575,0.3594336,-0.044904675,0.22775479,0.42016628,0.43037796,0.6,0.4,0.55,0.6,0.46666667,0.4,0.6,0.45,0.4,0.53333336,0.2,-0.2,0.1,0.2,-0.06666667,0.5165639,0.26260498,0.4324204,0.48344293,0.4388892,0.48343614,0.737395,0.56757957,0.51655704,0.5611108,0.03312775,-0.47479,-0.13515918,-0.033114135,-0.12222162,1.0807832,1.0524062,1.6653435,1.4643643,2.2135043,0.21066089,0.21450327,0.7426211,0.70960903,1.7848741,0.4515918,0.69507176,1.357996,1.364798,2.0929103,0.64632267,0.2616768,0.45516363,0.5004392,0.46655586,0.35367733,0.7383232,0.54483634,0.4995608,0.53344417,0.29264534,-0.47664642,-0.089672744,0.00087841833,-0.066888295
4,SZ000938,0.1289396672788423,0.9047619047619048,-0.031556666,0.10771442949771881,0.10771442949771881,,,2026-05-11,-0.061870944,0.07015983,-0.88185704,0.0044404655,0.06329071,0.0038484233,0.05485223,-0.062462986,-0.89029557,1.0659515,1.0706848,0.99589777,1.0195228,1.0230708,0.94417924,0.8349686,0.8110139,0.77282774,1.0200919,1.0108725,0.94630736,0.8973099,0.8458956,0.021292523,0.020597585,0.07010313,0.09127152,0.08419582,0.0022628845,0.004102012,0.010946851,0.009780179,0.0039136116,0.02823648,0.36355716,0.8534373,0.88986623,0.658983,-0.024617694,-0.029331498,-0.050302427,-0.039122462,0.038652886,1.0706848,1.0706848,1.0706848,1.0706848,1.0706848,0.97005635,0.94982,0.8214068,0.7526049,0.7330331,1.04067,1.0262884,1.0107576,1.0010165,0.8922125,1.0040661,0.9949085,0.87355256,0.800822,0.78567135,0.2,0.4,0.7,0.8,0.9,0.29756662,0.41517484,0.71644205,0.7777767,0.7906578,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.13333334,0.31666666,0.8,0.9,0.95,0.8666667,0.68333334,-0.5690838,-0.17028609,0.69061786,0.85371566,0.80977386,-0.5842363,0.10765414,0.69175154,0.69091,0.63406086,0.4,0.6,0.6,0.56666666,0.53333336,0.6,0.4,0.4,0.43333334,0.46666667,-0.2,0.2,0.2,0.13333334,0.06666667,0.39152113,0.62477773,0.68098104,0.6399032,0.5989146,0.6084789,0.37522227,0.31901893,0.3600968,0.40108535,-0.21695776,0.24955545,0.36196214,0.27980635,0.1978293,0.83858377,0.8411564,0.7044056,0.5825124,0.4153134,0.10349239,0.16633514,0.24259426,0.2670477,0.2740033,0.9562244,0.8284653,1.1405288,1.1746235,1.3835877,0.5762009,0.45754805,0.57374805,0.5695049,0.55654454,0.42379913,0.5424519,0.42625195,0.43049508,0.44345546,0.15240176,-0.08490389,0.1474961,0.13900985,0.11308907
5,SZ002475,0.09669808750195057,0.38095238095238093,0.014855862,-0.061687253415584564,0.061687253415584564,,,2026-05-11,0.0074171587,0.052450355,0.14141293,0.031258326,0.5959602,0.013774873,0.26262686,-0.010066294,-0.1919204,0.99263746,1.0310282,0.978964,1.0022556,0.9024438,0.8944256,0.6872212,0.60925525,0.6844156,0.92282295,0.9140271,0.8576835,0.79071236,0.7207518,0.049177863,0.039337266,0.07395075,0.11374817,0.10785707,0.029358342,0.0071196114,0.011418102,0.012302001,0.0047836592,0.89097136,0.30027258,0.83439314,0.90649277,0.59996104,0.018460352,0.053934626,0.03384456,0.030908607,0.13813023,1.0310282,1.0310282,1.0310282,1.0310282,1.0310282,0.8715456,0.8463054,0.67446554,0.61793345,0.5859842,0.94982785,0.93907297,0.9149588,0.89602923,0.86423844,0.88172454,0.88172454,0.77659506,0.66208196,0.64485705,1.0,1.0,1.0,1.0,1.0,0.80544466,0.8320284,0.9129797,0.92488843,0.9302806,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.05,0.033333335,0.5,0.4,0.8,0.95,0.96666664,0.5,0.8151155,0.48106283,0.005621702,0.54317564,0.69058114,0.50518477,0.5874956,0.7211979,0.7661453,0.6323217,0.8,0.5,0.65,0.6,0.48333332,0.2,0.5,0.35,0.4,0.51666665,0.6,0.0,0.3,0.2,-0.033333335,0.8467372,0.6822519,0.7980493,0.76959175,0.6578923,0.15326281,0.31774816,0.20195073,0.23040822,0.3421077,0.69347435,0.36450368,0.59609854,0.53918356,0.31578457,0.79060537,0.8575914,0.90890646,0.79556316,0.5954057,0.15059401,0.1704296,0.24447018,0.28850538,0.29663217,0.95505565,1.0864342,1.1838441,1.238201,1.6014193,0.6750404,0.5431087,0.5272047,0.5460715,0.52611077,0.32495955,0.45689133,0.4727953,0.45392844,0.47388926,0.35008088,0.086217366,0.05440938,0.092143096,0.05222148
6,SZ000807,0.09517896277823808,0.7142857142857143,-0.0038526058,0.02546585351228714,0.02546585351228714,,,2026-05-11,-0.018204663,0.03421211,-0.53211164,0.009102282,0.2660544,0.0069051655,0.20183396,-0.02040178,-0.5963321,1.0185422,1.0278133,0.9929668,1.0087303,1.0588287,1.0939786,1.1112506,0.8890524,1.030042,1.019116,1.0426779,1.0830246,1.0544219,1.0371875,0.017267566,0.030344086,0.05036077,0.069620356,0.068992645,-0.0069694067,-0.008968003,-0.007291975,0.0024548387,0.0009943361,0.4072578,0.80067235,0.73379326,0.0963552,0.06335203,-0.0051772557,-0.0023218205,-0.01375081,-0.09001707,-0.06652036,1.0578759,1.1176269,1.1774454,1.1774454,1.1774454,0.9913578,0.9913578,0.9913578,0.8887566,0.8513292,1.0305701,1.0695035,1.1260985,1.1071643,1.0984806,1.0061296,1.0148306,1.0363967,1.0072811,0.99616474,0.2,0.1,0.05,0.16666667,0.25,0.12992223,0.06844252,0.04644146,0.38534024,0.4558829,0.6,0.1,0.35,0.56666666,0.78333336,0.8,0.9,0.95,0.1,0.5,-0.2,-0.8,-0.6,0.46666667,0.28333333,0.19263044,-0.23660591,-0.30855003,0.011776806,0.06085507,-0.52610147,-0.10005579,2.7769507e-05,0.4721508,0.36488348,0.2,0.3,0.35,0.46666667,0.46666667,0.8,0.7,0.65,0.53333336,0.51666665,-0.6,-0.4,-0.3,-0.06666667,-0.05,0.24153663,0.2946851,0.39259455,0.5667691,0.49076733,0.7584634,0.7053149,0.6074055,0.43323088,0.5092327,-0.51692677,-0.4106298,-0.21481092,0.13353826,-0.01846534,0.934545,0.83671755,0.76514775,0.79165417,0.8789221,0.059018135,0.18879072,0.1737987,0.23124863,0.30274534,0.5510195,0.46759352,0.6198177,1.1438105,1.0122159,0.835417,0.616765,0.47684684,0.506581,0.4744291,0.16458306,0.38323495,0.5231532,0.493419,0.5255709,0.6708339,0.2335301,-0.046306327,0.0131620215,-0.05114182
7,SH600039,0.08445924980757324,0.42857142857142855,0.0,0.10858816653490067,0.10858816653490067,SH600039,四川路桥,2026-05-11,-0.014778327,0.024630569,-0.5999994,0.0024630423,0.0999994,0.0073892004,0.3000012,-0.009852169,-0.3999976,1.015,1.0175,0.99249995,1.0019956,1.092453,1.2511914,1.2099471,1.208734,1.2037085,1.0092366,1.0911013,1.1463522,1.1713052,1.2025951,0.009415432,0.099821046,0.09192448,0.084325746,0.07051091,-0.0037518404,-0.030687952,-0.010859811,-0.0067976643,-0.0024238913,0.39696136,0.8663692,0.48848382,0.5036174,0.36042383,-0.0017329481,0.046994507,-0.04318392,-0.072739065,-0.13109028,1.0862409,1.2687539,1.2849646,1.2849646,1.3287524,0.9875126,0.9875126,0.9875126,0.9875126,0.9875126,1.0147301,1.1619444,1.236444,1.243445,1.2502209,1.0020102,1.0064639,1.0214885,1.1204575,1.1782514,0.2,0.1,0.05,0.033333335,0.016666668,0.1264827,0.0444011,0.041981313,0.041981313,0.036594275,0.2,0.1,0.45,0.6333333,0.3,0.4,0.7,0.85,0.9,0.95,-0.2,-0.6,-0.4,-0.26666668,-0.65,0.6082225,-0.81760573,-0.81586117,-0.7980515,-0.62270325,-0.6395012,-0.80210876,-0.5853621,-0.56296116,-0.40227965,0.4,0.3,0.5,0.5,0.51666665,0.6,0.7,0.45,0.43333334,0.43333334,-0.2,-0.4,0.05,0.06666667,0.083333336,0.08866578,0.04942476,0.2557951,0.33127886,0.41264766,0.9113342,0.95057523,0.74420494,0.66872114,0.58735234,-0.82266843,-0.90115047,-0.48840982,-0.3374423,-0.17470469,1.0858938,0.89529693,0.62164456,0.5442656,0.4592909,0.15707736,0.35830837,0.37654552,0.3317274,0.25974366,1.2453108,1.4033085,1.820668,1.8765181,1.9049376,0.604029,0.6015254,0.5741937,0.5590853,0.53117144,0.395971,0.39847454,0.42580628,0.4409147,0.4688286,0.20805803,0.20305091,0.14838745,0.11817061,0.062342834
8,SH603296,0.07852511428528698,0.47619047619047616,-0.04546559,-0.04006492346525192,0.04006492346525192,SH603296,华勤技术,2026-05-11,-0.042916685,0.065916695,-0.6510746,0.013416691,0.2035401,0.009583321,0.14538534,-0.046750054,-0.7092293,1.0448412,1.0588595,0.98998696,1.0065964,0.89211774,0.91494125,0.8488316,0.7779392,0.72399807,0.9734956,0.9446059,0.9068713,0.86207974,0.8102282,0.049022958,0.046955712,0.052520923,0.081811875,0.07958067,0.027243016,0.011377852,0.0075993645,0.008576979,0.003799116,0.7720606,0.53821427,0.7327535,0.8518,0.6951039,-0.027981613,0.0041937702,0.020934736,0.013554054,0.07769784,1.0622343,1.0622343,1.0622343,1.0622343,1.0622343,0.8506499,0.8506499,0.8328403,0.69435465,0.69435465,1.0065262,0.9814021,0.94417,0.9192154,0.87812084,0.9452113,0.9038504,0.8607943,0.7884611,0.747306,0.8,0.9,0.95,0.96666664,0.98333335,0.7058654,0.7058654,0.72870123,0.8308297,0.8308297,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.6,0.3,0.16666667,0.5833333,0.6,0.3,0.65,0.8,0.4,0.24733272,0.5421906,0.7028992,0.44082868,0.6604705,0.4491926,0.5368326,0.6767159,0.676715,0.58839667,0.8,0.6,0.55,0.56666666,0.48333332,0.2,0.4,0.45,0.43333334,0.51666665,0.6,0.2,0.1,0.13333334,-0.033333335,0.8115383,0.65761733,0.6739585,0.6580489,0.61923945,0.18846174,0.34238264,0.32604152,0.34195104,0.38076058,0.6230765,0.3152347,0.347917,0.31609792,0.23847885,0.8983192,0.81222963,0.7037578,0.70059615,0.5418758,0.18909489,0.19049242,0.19028065,0.19976237,0.23443535,0.7033741,0.8375539,0.987406,1.0005676,1.1995467,0.631612,0.5787048,0.54283476,0.5178662,0.52836615,0.36838803,0.4212952,0.45716524,0.4821338,0.47163388,0.26322398,0.1574096,0.08566954,0.035732392,0.056732263
9,SZ000977,0.07697989013457515,0.9523809523809523,-0.037762642,0.064562126994133,0.064562126994133,,,2026-05-11,-0.014267203,0.034241267,-0.41666692,0.014785969,0.43181723,0.005188094,0.15151584,-0.023865078,-0.6969683,1.0144737,1.0294737,0.9947368,1.0059147,0.9510624,0.9763293,0.8247468,0.7639442,0.80119437,0.9702432,0.9653238,0.93857265,0.8809321,0.8423611,0.035461087,0.027675457,0.041774757,0.0906992,0.07711638,0.020735934,0.0028684484,0.0056972317,0.009493382,0.0029953064,0.8548367,0.09847272,0.6509804,0.8490565,0.46013907,-0.01171507,0.021768164,0.0073036323,-0.018586138,0.06927738,1.0459324,1.0459324,1.0459324,1.0459324,1.0459324,0.87040466,0.87040466,0.80657756,0.72841686,0.72841686,1.0012653,0.9879065,0.9724348,0.9634751,0.92061573,0.9542906,0.9472467,0.89828926,0.7681146,0.77989674,0.8,0.9,0.95,0.96666664,0.98333335,0.73831844,0.73831844,0.80809927,0.8553382,0.8553382,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.6,0.05,0.13333334,0.56666666,0.6,0.3,0.9,0.8333333,0.41666666,-0.013745615,0.30210483,0.062687926,0.80132467,0.81344706,-0.19782843,0.028564172,0.40037796,0.5337632,0.5064305,0.6,0.5,0.55,0.53333336,0.53333336,0.4,0.5,0.45,0.46666667,0.46666667,0.2,0.0,0.1,0.06666667,0.06666667,0.69091177,0.5541822,0.6980753,0.6837358,0.5859946,0.30908823,0.4458178,0.30192468,0.31626424,0.41400537,0.38182354,0.10836437,0.39615065,0.36747152,0.17198925,1.0748633,0.9010944,0.9721186,0.783333,0.6275611,0.25937036,0.2758689,0.28089634,0.36700687,0.31569085,0.8396643,0.9386389,1.0341303,1.1044356,1.1712335,0.59827375,0.48747343,0.5200684,0.5419098,0.5264402,0.40172625,0.5125266,0.47993162,0.45809016,0.47355977,0.19654751,-0.02505313,0.040136762,0.08381969,0.052880436
