,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60,selection_score
0,SZ300033,0.0926044305314641,0.65,,,,,,2026-05-06,0.0068983682,0.055829268,0.12356187,0.047131363,0.84420526,0.0017995368,0.032232855,-0.03843346,-0.6884106,0.99314886,1.0468085,0.9913617,1.0159992,1.0042974,1.020299,0.9137766,0.9591522,1.0486163,0.98491037,1.0098555,0.9813207,0.95976067,0.97901124,0.011802428,0.030470159,0.0536825,0.05504109,0.05339764,0.0073657935,-0.0071558263,0.005589738,0.0043118005,-0.0009767975,0.97372496,0.5055703,0.379477,0.47560346,0.102062166,0.0003580262,0.022345748,-0.034423195,-0.022281798,0.049804293,1.0468085,1.0721289,1.0721289,1.0721289,1.0867294,0.95897764,0.95897764,0.8718107,0.8718107,0.8718107,0.9947227,1.0464432,1.0212436,1.007344,1.0312499,0.97440064,0.9820418,0.9479368,0.9008767,0.9312519,1.0,0.5,0.6,0.73333335,0.6333333,0.46706128,0.3625446,0.63992846,0.63992846,0.59645504,1.0,0.2,0.6,0.73333335,0.033333335,0.6,0.8,0.15,0.43333334,0.71666664,0.4,-0.6,0.45,0.3,-0.68333334,0.63147265,-0.106015556,0.59129065,0.60137373,0.357485,0.62297535,-0.010830812,0.6656654,0.50694275,0.46975693,0.8,0.7,0.65,0.6,0.5,0.2,0.3,0.35,0.4,0.5,0.6,0.4,0.3,0.2,0.0,0.4638551,0.4279644,0.59802544,0.53413403,0.47802743,0.5361449,0.5720356,0.40197456,0.46586597,0.5219726,-0.0722898,-0.14407125,0.19605088,0.06826807,-0.043945152,0.69725233,0.7031436,0.67982906,0.63076586,0.59119064,0.17569515,0.1857486,0.23617114,0.21404274,0.19462302,0.93354785,1.239333,1.2493013,1.2714761,1.1772916,0.4814791,0.57692486,0.56560117,0.5399765,0.51835525,0.5185209,0.42307514,0.4343988,0.46002352,0.48164475,-0.037041772,0.15384972,0.13120238,0.07995295,0.03671047,1.9053360275361473
1,SZ000100,0.053494941282441866,0.85,,,,,,2026-05-06,-0.031746052,0.047619022,-0.6666674,0.01360542,0.28571397,0.0022675516,0.047618613,-0.043083917,-0.9047628,1.0327868,1.0468384,0.9976581,1.0194497,0.99751246,1.0143034,1.0118159,1.0702738,1.1946517,1.0013682,1.0069652,1.0050373,1.008437,1.0683458,0.008219774,0.010622023,0.015583086,0.016932754,0.06507167,0.0023631784,-0.0016960676,0.0007481371,-0.00032692478,-0.0032045252,0.20663948,0.23371324,0.08067213,0.028889645,0.739679,-0.0060945386,0.00066709967,-0.01214465,-0.003696601,0.026187683,1.0468384,1.0468384,1.0468384,1.0677538,1.2010907,0.9766196,0.9766196,0.9625018,0.9625018,0.9625018,1.0078359,1.0166668,1.0166668,1.0191542,1.1360697,0.9961443,0.99751246,0.9961443,0.99751246,1.0068408,0.6,0.4,0.35,0.3,0.15,0.33296472,0.33296472,0.44462517,0.35627052,0.15716644,1.0,1.0,1.0,0.06666667,0.016666668,0.2,0.6,0.15,0.43333334,0.71666664,0.8,0.4,0.85,-0.36666667,-0.7,0.34507272,0.03183573,0.35578403,0.12964758,0.6417095,0.30192626,0.42819735,0.58888775,0.17123322,0.38382477,0.4,0.4,0.35,0.36666667,0.35,0.6,0.6,0.65,0.6333333,0.6166667,-0.2,-0.2,-0.3,-0.26666668,-0.26666668,0.5212763,0.43715847,0.47493398,0.41917017,0.4065672,0.47872373,0.56284153,0.525066,0.5808298,0.59343284,0.042552534,-0.12568305,-0.050132018,-0.16165964,-0.18686563,0.59974635,0.5434216,0.49046186,0.48328057,0.59140956,0.23617354,0.17774768,0.15439478,0.14364511,0.1965336,0.5066022,0.6136528,0.9962116,1.1036476,1.1208028,0.7428575,0.6909822,0.6009172,0.5610133,0.5024028,0.25714245,0.30901775,0.3990828,0.43898672,0.4975972,0.4857151,0.38196447,0.2018344,0.122026585,0.0048056026,1.7777406542545315
2,SZ000596,0.05586804852769976,1.0,,,,,,2026-05-06,-0.017140197,0.034555476,-0.49601972,0.01649863,0.47745347,0.0009166471,0.026526826,-0.032722183,-0.9469463,1.0174391,1.0342255,0.99906737,1.0109717,1.024523,0.9959912,0.99858946,1.0356091,1.141125,1.0046719,0.9978644,0.9917745,0.99087954,1.0654892,0.014047369,0.017337546,0.01943102,0.019829988,0.09744795,-0.0014624663,0.0027959684,0.0009584234,0.00024908228,-0.004808593,0.027097037,0.23839697,0.08515138,0.012227633,0.74266076,-0.00174705,-0.010446287,-0.0008795219,0.0055087833,0.07636433,1.041674,1.041674,1.041674,1.041674,1.2979951,0.9804019,0.9680074,0.94972104,0.94953036,0.94953036,1.0185444,1.0185444,1.0035782,1.0114325,1.1719977,0.9933285,0.9819307,0.9810794,0.97729325,0.9835193,0.6,0.7,0.8,0.76666665,0.38333333,0.31985417,0.43428957,0.54679036,0.54772806,0.1448343,0.2,0.6,0.8,0.8666667,0.11666667,0.6,0.4,0.35,0.23333333,0.6166667,-0.4,0.2,0.45,0.6333333,-0.5,0.8161956,0.8831129,0.57462955,0.28674343,0.61493367,0.7281937,0.8362576,0.51026356,0.3357623,0.4320995,0.4,0.4,0.5,0.5,0.48333332,0.6,0.6,0.5,0.5,0.51666665,-0.2,-0.2,0.0,0.0,-0.033333335,0.3465472,0.5128166,0.5021788,0.46773687,0.44493157,0.6534528,0.4871834,0.4978212,0.5322631,0.55506843,-0.30690563,0.025633203,0.0043575848,-0.06452625,-0.1101369,1.2535042,1.2068925,1.2043742,1.2314467,1.4641973,0.41665217,0.66266537,0.57394797,0.5149505,0.7695673,0.8808224,1.5137379,1.2943611,1.0978523,1.8370278,0.27163622,0.49934494,0.45626342,0.5065158,0.48967728,0.7283638,0.50065506,0.5437366,0.4934842,0.51032275,-0.45672756,-0.0013100901,-0.087473154,0.01303158,-0.02064547,1.6453635066026164
3,SH601360,0.0478355970368465,0.95,,,,SH601360,三六零,2026-05-06,-0.015859067,0.023788547,-0.6666682,0.0061673364,0.25925654,0.0017621429,0.07407526,-0.020264262,-0.8518495,1.0161146,1.0223813,0.9982095,1.008222,0.982256,0.98774815,0.9695818,1.0663286,1.1068864,0.98783267,0.9892268,0.9759189,0.9758907,1.0367553,0.01045745,0.008706709,0.023220992,0.024274683,0.07154796,0.0010139488,-0.0005402536,0.0027406914,0.0006171243,-0.0031867747,0.023502849,0.035293818,0.4875586,0.05008872,0.6050734,0.010139422,0.013204297,-0.0019554333,0.0151609965,0.057254486,1.0223813,1.0223813,1.0223813,1.0485153,1.1944456,0.9590919,0.9590919,0.9160468,0.9160468,0.9160468,0.9966202,0.9966202,0.9888466,0.9888466,1.113477,0.9799746,0.982087,0.96966624,0.96087873,0.973046,1.0,0.9,0.95,0.93333334,0.46666667,0.64636517,0.64636517,0.7895195,0.63375944,0.30155736,1.0,1.0,1.0,0.033333335,0.21666667,0.2,0.6,0.15,0.43333334,0.71666664,0.8,0.4,0.85,-0.4,-0.5,0.5578633,0.26176265,0.44665027,0.42603555,0.87372506,0.32798776,0.3966469,0.7704318,0.5298825,0.58014613,0.8,0.6,0.6,0.56666666,0.51666665,0.2,0.3,0.35,0.4,0.46666667,0.6,0.3,0.25,0.16666667,0.05,0.6458335,0.5577691,0.5511364,0.43485478,0.46072647,0.3541665,0.44223088,0.44886363,0.56514525,0.5392735,0.29166698,0.11553823,0.10227274,-0.13029045,-0.07854706,0.6571143,0.58459187,0.58043605,0.6039131,1.0752255,0.19584864,0.15970522,0.16827734,0.17013104,0.6780077,0.7954912,0.8192481,1.4985096,1.2621113,1.4102026,0.77374166,0.65512526,0.5739907,0.5256175,0.47438094,0.22625834,0.34487474,0.42600933,0.47438252,0.52561903,0.5474833,0.3102505,0.14798136,0.051234987,-0.051238094,1.548927458451447
4,SH601318,0.044859088877532705,0.95,,,,SH601318,中国平安,2026-05-06,0.004228655,0.02503382,0.16891767,0.020805167,0.83108234,0.0,0.0,-0.016576512,-0.6621647,0.9957892,1.0207175,0.9957892,1.0067979,0.9748952,0.9857005,0.9799484,1.0424687,1.100043,0.98286206,0.9805666,0.98056394,0.97923344,1.0316006,0.016174775,0.011446894,0.013161024,0.017025674,0.061909683,0.00852059,0.0016071904,0.0005527319,0.00013921868,-0.0031309186,0.6937498,0.18070523,0.061733052,0.00518189,0.7800568,9.676416e-05,0.012201038,0.014185119,0.0187479,0.060761537,1.0207175,1.0207175,1.0207175,1.0323584,1.163925,0.96110123,0.96110123,0.95018095,0.94056916,0.94056916,1.0002043,0.9888184,0.99125904,0.99125904,1.096495,0.9704333,0.97272336,0.9704333,0.96443397,0.97456187,0.8,0.9,0.9,0.8666667,0.43333334,0.652485,0.652485,0.7062863,0.6474706,0.2660814,1.0,1.0,1.0,0.033333335,0.15,0.2,0.6,0.15,0.26666668,0.6333333,0.8,0.4,0.85,-0.23333333,-0.48333332,0.93085724,0.8662469,0.7225776,0.1911136,0.38875997,0.9243636,0.7960342,0.70853823,0.11102791,0.03100972,0.4,0.3,0.3,0.36666667,0.38333333,0.6,0.6,0.65,0.6,0.6,-0.2,-0.3,-0.35,-0.23333333,-0.21666667,0.8284103,0.6023076,0.54993296,0.44339347,0.4367652,0.17158967,0.39769235,0.45006704,0.55660653,0.5632348,0.65682065,0.2046153,0.0998659,-0.11321308,-0.12646961,0.8450645,0.70762134,0.6385985,0.6714305,0.76820946,0.41872355,0.3158123,0.26554707,0.24523768,0.37672994,1.963833,2.0216203,1.7036488,1.3638862,1.5789659,0.61540884,0.6273364,0.54711336,0.5444868,0.48497364,0.38459116,0.37266362,0.45288664,0.45551318,0.5150264,0.23081766,0.25467277,0.094226725,0.08897364,-0.030052725,1.532080994386064
5,SZ000408,0.05786257140665187,0.9,,,,,,2026-05-06,-0.016852047,0.04119397,-0.40909016,0.017733283,0.4304825,0.0066086394,0.16042735,-0.02797669,-0.6791453,1.0171409,1.0351782,0.9932781,1.0098742,0.9779418,0.9684011,0.904978,0.85872185,0.99108666,1.0064582,0.98881483,0.95465857,0.9193149,0.9198469,0.009887593,0.02186988,0.041147728,0.065514304,0.051873453,-0.0010103836,0.0061243763,0.0065944963,0.0071551176,0.00049771764,0.026105462,0.71885693,0.89895844,0.9244064,0.028078612,-0.0044373455,-0.016374536,-0.017306281,-0.02306411,0.06547041,1.0351782,1.0351782,1.0351782,1.0351782,1.039546,0.9725619,0.942204,0.881076,0.77085227,0.77085227,1.0128037,1.008231,0.99525046,0.98018146,0.9627634,0.9988126,0.9693503,0.9134376,0.8704186,0.8864755,0.4,0.7,0.85,0.9,0.93333334,0.4381944,0.6216351,0.77172184,0.86691374,0.8528211,1.0,1.0,1.0,1.0,0.033333335,0.2,0.1,0.15,0.1,0.55,0.8,0.9,0.85,0.9,-0.51666665,0.6526715,-0.16072185,0.33366147,-0.5655404,-0.33452648,0.6349535,0.6231596,0.57610446,0.06996254,-0.05494506,0.4,0.4,0.4,0.46666667,0.45,0.6,0.6,0.6,0.53333336,0.55,-0.2,-0.2,-0.2,-0.06666667,-0.1,0.6156574,0.5959546,0.65302104,0.62265676,0.50396556,0.3843426,0.40404537,0.34697896,0.3773432,0.49603447,0.23131476,0.19190924,0.3060421,0.24531357,0.007931066,0.91584253,0.96983767,0.9453533,1.1672134,1.227839,0.16237219,0.17361571,0.21884377,0.47227216,0.4465934,0.7137707,0.6560777,0.97551024,1.3514495,1.2883662,0.49356526,0.41478896,0.4717845,0.48338234,0.47476035,0.50643474,0.58521104,0.5282155,0.51661766,0.52523965,-0.012869449,-0.17042209,-0.056431003,-0.033235285,-0.050479293,1.5146842725562002
6,SZ300015,0.044187674309084414,1.0,,,,,,2026-05-06,-0.014625292,0.023765996,-0.61538726,0.008226675,0.34615317,0.00091402925,0.03845954,-0.021937938,-0.9230809,1.0148424,1.0231911,0.99907243,1.0070431,0.96567845,0.8886839,0.8988944,0.94713056,1.0315471,1.0144722,0.9626182,0.9257447,0.9171026,0.9505751,0.010506491,0.059435077,0.056004334,0.04819562,0.054224838,-0.003246257,0.01766969,0.007818024,0.0033173864,-0.0017180409,0.23866594,0.81018406,0.6820539,0.36717972,0.3061754,-0.007979734,-0.04213176,-1.5915182e-05,0.034795318,0.100107096,1.0473068,1.0473068,1.0473068,1.0473068,1.0797871,0.94712156,0.87384427,0.87105507,0.8645688,0.8645688,1.0211478,1.0165144,1.0018562,0.9434153,1.0018562,1.0074248,0.8985226,0.8871995,0.8873854,0.892402,0.2,0.6,0.8,0.8666667,0.8,0.52780706,0.7272796,0.73159546,0.7411225,0.6292734,0.2,0.6,0.8,0.8666667,0.11666667,0.2,0.2,0.15,0.23333333,0.6166667,0.0,0.4,0.65,0.6333333,-0.5,0.51826805,0.757273,0.86728233,0.81116354,0.62419075,0.846408,0.8212478,0.8326857,0.45366395,0.27467895,0.4,0.6,0.45,0.46666667,0.45,0.6,0.4,0.45,0.46666667,0.51666665,-0.2,0.2,0.0,0.0,-0.06666667,0.6554802,0.7655198,0.66871905,0.5585135,0.48179454,0.3445198,0.23448023,0.33128092,0.44148645,0.51820546,0.3109604,0.53103954,0.33743817,0.1170271,-0.03641095,1.7119918,1.3215146,0.91093403,0.7800405,0.7763502,0.99339604,0.8692813,0.73424006,0.626496,0.52766776,1.4664431,1.4656076,1.9720538,2.0228527,1.7872248,0.39448562,0.5371381,0.5335168,0.5341785,0.5094166,0.6055144,0.46286193,0.46648315,0.46582153,0.49058345,-0.21102877,0.07427616,0.067033686,0.068356946,0.01883311,1.2362177122964497
