,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SZ000977,0.861732409405909,1.0,0.10004604,0.04162299633026123,0.04162299633026123,,,2026-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.86042595,0.8289605,0.76064813,0.8609431,0.8319481,0.8931286,0.87580633,0.83808225,0.82812166,0.8699061,0.06997701,0.054034095,0.060358968,0.054271977,0.06256012,0.0428202,0.010980844,0.008414642,0.00347562,-0.0016231479,0.93610954,0.37857077,0.68022984,0.3178447,0.2053151,0.021231012,0.0747799,0.081978664,0.12148182,0.17797673,1.0,1.0,1.0,1.0,1.0163268,0.81232363,0.8119401,0.73109955,0.73109955,0.73109955,0.9272407,0.8982037,0.8801019,0.851739,0.92629087,0.8422323,0.8370653,0.8050674,0.79656816,0.8201586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94275874,1.0,1.0,1.0,1.0,0.3,0.2,0.3,0.1,0.4,0.7,0.8,0.7,0.9,0.6,-0.4,-0.5952141,-0.4345327,0.3278186,0.3141374,0.3460163,-0.21663691,0.25237352,0.45388657,0.24420945,0.20417283,0.8,0.7,0.65,0.53333336,0.51666665,0.2,0.3,0.35,0.46666667,0.48333332,0.6,0.4,0.3,0.06666667,0.033333335,0.80560213,0.69017506,0.6881889,0.5821064,0.55280864,0.1943979,0.30982494,0.3118111,0.4178936,0.4471914,0.6112042,0.38035008,0.37637782,0.16421281,0.10561724,2.112032,2.2330766,1.8792365,1.8786054,1.9966372,0.7324311,0.5617308,0.58987325,0.5714062,0.61621207,0.35009372,0.37391213,0.8112132,0.832225,0.93808925,0.30476317,0.4742568,0.4955534,0.48384196,0.4777277,0.6952368,0.5257432,0.50444657,0.51615804,0.5222723,-0.39047366,-0.051486388,-0.008893191,-0.032316085,-0.044544585
1,SH600176,0.35423405579369194,1.0,0.04709506,0.13228854537010193,0.13228854537010193,SH600176,中国巨石,2026-07-08,-0.08038053,0.102854334,-0.78149873,0.00951444,0.09250403,0.012959363,0.12599726,-0.076935604,-0.7480055,1.0874063,1.0977523,0.9859079,1.0322312,1.2534748,1.1562619,0.69782287,0.7329638,0.49716896,1.1366038,1.208777,1.0571984,0.93685347,0.77880037,0.10586442,0.10555669,0.20204481,0.2392421,0.23409204,-0.061398875,-0.02981038,0.025346473,0.023223735,0.011379058,0.8409318,0.7310969,0.55081743,0.73028207,0.72067446,-0.013806123,-0.07463026,-0.29798996,-0.27359766,-0.11448257,1.3307173,1.3770996,1.3770996,1.3770996,1.3770996,0.9859079,0.9859079,0.6778448,0.6088089,0.49893808,1.2207649,1.272921,1.263292,1.2185165,1.0082774,1.0562254,1.1246516,0.8716754,0.69703746,0.60000545,0.2,0.1,0.4,0.6,0.8,0.04086923,0.03602349,0.46071208,0.50917065,0.57058054,0.4,0.2,0.6,0.73333335,0.8666667,1.0,1.0,0.1,0.3,0.016666668,-0.6,-0.8,0.5,0.43333334,0.85,0.22355632,0.25574145,0.21727173,0.52258104,0.63092744,0.78916043,0.5803779,-0.20416372,0.031060567,0.020746427,0.2,0.4,0.65,0.56666666,0.6666667,0.8,0.6,0.35,0.43333334,0.33333334,-0.6,-0.2,0.3,0.13333334,0.33333334,0.15120147,0.38263902,0.62986773,0.5887592,0.6214172,0.8487985,0.61736095,0.37013227,0.41124085,0.3785828,-0.6975971,-0.23472194,0.25973547,0.17751832,0.24283439,1.0753996,1.0905637,1.0530367,0.97770923,0.86790997,0.1105974,0.10804397,0.16327417,0.1900781,0.19751288,0.48059386,0.48263574,0.5787348,0.64734554,0.8350219,0.57115424,0.55956185,0.5113148,0.5012158,0.52541107,0.42884576,0.44043815,0.4886852,0.49878415,0.47458896,0.14230849,0.11912367,0.022629626,0.002431672,0.050822098
2,SH600522,0.3392293876946049,1.0,0.050827265,0.07831108570098877,0.07831108570098877,SH600522,中天科技,2026-07-08,-0.064832166,0.0727538,-0.8911172,0.0047947275,0.06590346,0.0031269076,0.042979304,-0.066499986,-0.9140414,1.0693268,1.074454,0.9966563,1.030258,1.235408,1.3800759,1.214447,0.902364,0.69997275,1.0787389,1.217776,1.2200171,1.1441247,0.98373973,0.05831183,0.16660084,0.13821132,0.1674023,0.22138865,-0.036536593,-0.05357833,-0.0025570395,0.010580936,0.011114044,0.9814829,0.948059,0.011979968,0.30961862,0.7686584,-0.0056656986,0.023326546,-0.19572526,-0.29754832,-0.31160405,1.210659,1.5180712,1.5180712,1.5180712,1.5180712,0.9966563,0.9966563,0.9966563,0.8415092,0.61123675,1.1255525,1.3553841,1.3553841,1.3151788,1.1612631,1.0429837,1.0672835,1.0953192,1.0021431,0.77379507,0.2,0.1,0.05,0.2,0.5833333,0.015624507,0.006412718,0.006412718,0.23425911,0.4287037,0.2,0.1,0.55,0.7,0.85,1.0,1.0,1.0,0.06666667,0.083333336,-0.8,-0.9,-0.45,0.6333333,0.76666665,0.5953093,0.67651725,0.43398875,0.14417969,0.4995687,-0.30581805,-0.34345213,-0.115415856,0.26638016,0.32314014,0.0,0.2,0.45,0.56666666,0.55,1.0,0.8,0.55,0.43333334,0.45,-1.0,-0.6,-0.1,0.13333334,0.1,0.0,0.24252206,0.40802994,0.52929354,0.5558645,1.0,0.75747794,0.5919701,0.47070643,0.44413552,-1.0,-0.5149559,-0.18394011,0.058587108,0.11172899,1.0840828,1.2862043,1.3573004,1.4611287,1.3584042,0.16038676,0.28816116,0.22887777,0.35043097,0.36563125,0.6030764,0.7145823,0.75143766,0.7775308,0.79730916,0.23885137,0.43530345,0.36350015,0.47939733,0.49971998,0.76114863,0.56469655,0.6364998,0.52060264,0.50028,-0.52229726,-0.12939313,-0.2729997,-0.041205324,-0.0005600327
3,SH603986,0.3196153624474662,0.9583333333333334,0.1000061,0.031181082129478455,0.031181082129478455,SH603986,兆易创新,2026-07-08,-0.04258728,0.0825397,-0.51596117,0.017460307,0.2115383,0.022492113,0.27250054,-0.037555475,-0.45499894,1.0444816,1.0627186,0.9765074,1.0232217,1.2799222,1.1689739,0.82978314,0.87242305,0.4146864,1.0776523,1.1973836,1.0751235,0.9870393,0.7814831,0.0636216,0.13762046,0.18604793,0.19771254,0.26271597,-0.039963465,-0.040350575,0.019048499,0.017438183,0.014005034,0.9864092,0.78803384,0.36689338,0.6028866,0.86675274,0.0022745978,-0.015805997,-0.25608432,-0.23989297,-0.19463159,1.21357,1.4036826,1.4036826,1.4036826,1.4036826,0.9765074,0.9765074,0.7808731,0.7429237,0.42255026,1.1293285,1.298421,1.277256,1.155338,1.0308864,1.0223216,1.0733821,0.87837166,0.8002626,0.51090837,0.2,0.1,0.35,0.56666666,0.78333336,0.0990987,0.05499524,0.35183617,0.38906226,0.58855444,0.2,0.3,0.65,0.76666665,0.8833333,1.0,1.0,0.1,0.16666667,0.016666668,-0.8,-0.7,0.55,0.6,0.8666667,-0.25163937,-0.43568045,0.51075125,0.22869396,0.39603126,0.729,0.031239163,0.12559949,0.1778656,0.22904567,0.0,0.2,0.45,0.46666667,0.6,1.0,0.8,0.55,0.53333336,0.4,-1.0,-0.6,-0.1,-0.06666667,0.2,0.0,0.36665237,0.5705586,0.5413337,0.63072306,1.0,0.63334763,0.4294414,0.45866635,0.36927694,-1.0,-0.2666953,0.1411172,0.08266731,0.26144612,0.9626791,0.92180663,0.87944716,0.8997194,0.8691106,0.120845184,0.10130256,0.15729198,0.15074308,0.17269224,0.49932176,0.6115597,0.660903,0.66714257,0.7635368,0.54158807,0.4847726,0.55510455,0.48169723,0.514806,0.4584119,0.51522744,0.44489545,0.51830274,0.485194,0.083176166,-0.030454827,0.11020913,-0.036605522,0.029611995
4,SH600183,0.27748035480550676,0.9583333333333334,0.08208597,-0.06841367948800325,0.06841367948800325,SH600183,生益科技,2026-07-08,-0.05453368,0.06337342,-0.8605135,0.007149796,0.11282011,0.001689939,0.026666371,-0.05999354,-0.94666725,1.0576792,1.0652413,0.9982126,1.0261816,1.1329566,1.2188941,1.013821,0.8762375,0.40472427,1.0494027,1.1262827,1.1431674,1.0790988,0.8257335,0.038344264,0.093294635,0.09621949,0.1220892,0.28045765,-0.015804902,-0.029370906,-0.0029789896,0.007907117,0.015144416,0.42473963,0.9085164,0.033549033,0.325075,0.8893451,-0.017792856,0.0058863577,-0.11486692,-0.19375198,-0.27249375,1.1426494,1.2924502,1.3191289,1.3191289,1.3191289,0.9982126,0.9982126,0.9838457,0.85805297,0.40472427,1.0695174,1.1990945,1.2343621,1.2205441,1.1108471,1.0292065,1.0429966,1.039311,0.96381503,0.52366513,0.2,0.1,0.05,0.33333334,0.6666667,0.0123750465,0.0060747275,0.048181027,0.30786046,0.6509982,0.4,0.1,0.4,0.6,0.8,1.0,1.0,0.1,0.06666667,0.016666668,-0.6,-0.9,0.3,0.53333336,0.78333336,0.83730644,0.6447476,0.34667468,-0.17296168,0.4205027,0.22918834,-0.027429102,-0.08312006,-0.08730388,0.1480439,0.2,0.3,0.55,0.6,0.65,0.8,0.7,0.45,0.4,0.33333334,-0.6,-0.4,0.1,0.2,0.31666666,0.23864335,0.28421804,0.4927165,0.5483555,0.65569985,0.76135665,0.715782,0.5072835,0.4516445,0.34430012,-0.5227133,-0.43156394,-0.0145670315,0.09671099,0.31139976,1.3465804,1.4540982,1.7129145,1.8467112,1.6474414,0.31455564,0.24315214,0.4012996,0.43700045,0.42491367,0.63338786,0.507157,0.78482866,0.7097139,0.82615936,0.24895397,0.23190449,0.45880777,0.45874888,0.5018432,0.751046,0.7680955,0.54119223,0.5412511,0.49815682,-0.50209206,-0.536191,-0.082384445,-0.08250223,0.0036863694
5,SH688223,0.2217048248657724,1.0,0.020689607,0.21159307658672333,0.21159307658672333,SH688223,晶科能源,2026-07-08,-0.043280188,0.043280188,-1.0,0.0,0.0,0.0,0.0,-0.043280188,-1.0,1.0452381,1.0452381,1.0,1.0141413,1.1609195,1.1563219,1.2367816,1.4850575,1.5333333,1.0606897,1.0986207,1.1587356,1.2190804,1.4154023,0.044682935,0.052213658,0.07593527,0.117158435,0.22220415,-0.028045975,-0.0147265745,-0.012007604,-0.012637798,-0.011421691,0.98491263,0.72920007,0.8751727,0.90177333,0.80585384,-0.0045976797,-0.032351077,-0.04466336,-0.03583237,-0.07846239,1.1649474,1.2013614,1.2869784,1.5408543,1.8635006,1.0,1.0,1.0,1.0,1.0,1.097931,1.1370114,1.228046,1.314023,1.6073563,1.0312643,1.0537931,1.1089655,1.1163218,1.1977011,0.2,0.1,0.05,0.033333335,0.016666668,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.033333335,0.36666667,1.0,1.0,1.0,1.0,1.0,-0.8,-0.5,-0.7,-0.96666664,-0.6333333,0.7608774,0.53827804,0.39918658,0.35833928,0.63824916,-0.8540289,0.13278197,0.1688607,-0.05803593,0.28836966,0.0,0.3,0.4,0.36666667,0.41666666,1.0,0.7,0.55,0.6,0.55,-1.0,-0.4,-0.15,-0.23333333,-0.13333334,0.0,0.20175432,0.27510917,0.23155218,0.37633264,1.0,0.79824567,0.7248908,0.7684478,0.62366736,-1.0,-0.59649134,-0.4497817,-0.53689563,-0.24733472,1.1125684,1.1666994,1.2077364,1.2244339,1.4450142,0.18180005,0.19825387,0.2095668,0.22511242,0.4546015,0.5054634,0.67898685,0.74184257,0.7774145,1.0369129,0.21799329,0.5088075,0.49539506,0.45827556,0.49557012,0.78200674,0.49119255,0.50460494,0.54172444,0.5044299,-0.5640134,0.017614925,-0.0092098545,-0.08344887,-0.008859756
6,SH600026,0.2196976049143638,0.9583333333333334,0.006339669,0.0485868938267231,0.0485868938267231,SH600026,中远海能,2026-07-08,-0.0335775,0.048839994,-0.68750006,0.014652019,0.30000043,0.0006104752,0.012499494,-0.047619045,-0.97500104,1.0347441,1.0499052,0.9993683,1.02526,1.055055,1.4424424,1.0620621,1.3413414,1.6149483,1.0547881,1.1280948,1.1670337,1.1650095,1.2834946,0.042189017,0.11610774,0.124011494,0.10938985,0.14515474,-0.014547878,-0.03330401,-0.005160549,-0.0021912893,-0.0063155866,0.29726273,0.75419235,0.06060885,0.031099053,0.57738405,-0.025692368,0.021773279,-0.11800848,-0.13323575,-0.0971848,1.1498699,1.4373266,1.4424424,1.4424424,1.6274314,0.9993683,0.9993683,0.9993683,0.9993683,0.9993683,1.0974307,1.1973975,1.2670003,1.255322,1.4148148,1.0293627,1.0412413,1.0511178,1.0574574,1.1167167,0.2,0.1,0.05,0.033333335,0.016666668,0.0041972017,0.0014423423,0.0014256884,0.0014256884,0.0010057678,0.6,0.1,0.5,0.6666667,0.016666668,1.0,1.0,1.0,1.0,1.0,-0.4,-0.9,-0.5,-0.33333334,-0.98333335,0.8094715,0.84563977,0.377088,0.33998722,0.06874801,0.69804794,0.116783686,-0.32184067,-0.28771287,-0.20098805,0.2,0.1,0.4,0.3,0.35,0.6,0.8,0.55,0.6666667,0.6333333,-0.4,-0.7,-0.15,-0.36666667,-0.28333333,0.33333334,0.09963768,0.47375846,0.38388196,0.37188932,0.6666667,0.9003623,0.52624154,0.6161181,0.6281107,-0.33333334,-0.8007246,-0.052483093,-0.23223612,-0.25622135,1.3690329,1.6459084,1.7215798,1.506585,1.383135,0.22875617,0.5004973,0.6733554,0.630077,0.5153594,0.84376603,0.6572964,0.790466,0.95608884,1.0789367,0.056131605,0.33001232,0.50447345,0.48665392,0.49302444,0.9438684,0.6699877,0.49552658,0.5133461,0.5069756,-0.8877368,-0.3399754,0.00894686,-0.02669216,-0.013951142
7,SH601872,0.1895406672074951,1.0,0.03545046,-0.030335417948663235,0.030335417948663235,SH601872,招商轮船,2026-07-08,-0.04601232,0.071779095,-0.64102674,0.021472352,0.2991449,0.0042944276,0.059828386,-0.063190244,-0.88034326,1.0482316,1.0707395,0.9954984,1.0361083,1.0849336,1.4091581,0.9228213,1.1100442,1.2703102,1.0671344,1.1372231,1.1252586,1.0774126,1.1181008,0.0517747,0.11429193,0.13106981,0.12904124,0.10366463,-0.01776219,-0.032321744,0.0036400093,0.0069135586,-0.0014279467,0.29423735,0.73311126,0.02699403,0.22245795,0.05787122,-0.031610057,0.008224773,-0.15983862,-0.17765923,-0.07597628,1.1736581,1.4252338,1.4252338,1.4252338,1.4252338,0.9954984,0.9954984,0.9006038,0.89452577,0.89452577,1.1021419,1.1910635,1.2214919,1.1444608,1.1872231,1.033678,1.0589365,1.0343428,0.970901,1.0317578,0.2,0.1,0.15,0.33333334,0.16666667,0.025266958,0.010475176,0.18945962,0.1987425,0.1987425,0.6,0.1,0.55,0.7,0.85,1.0,1.0,0.1,0.33333334,0.6666667,-0.4,-0.9,0.45,0.36666667,0.18333334,0.8046128,0.92591196,0.25080657,0.4184356,0.46011817,0.9213979,0.4438066,-0.20756242,-0.17954277,-0.10587512,0.4,0.2,0.5,0.36666667,0.38333333,0.6,0.8,0.5,0.6333333,0.6,-0.2,-0.6,0.0,-0.26666668,-0.21666667,0.31746015,0.13262591,0.5330174,0.460203,0.43986198,0.6825399,0.86737406,0.46698263,0.539797,0.56013805,-0.3650797,-0.7347482,0.06603476,-0.07959401,-0.12027605,1.1373059,1.288199,1.2148869,1.0675709,1.1190035,0.17340475,0.28198916,0.42285272,0.41217747,0.37768176,0.5998214,0.70810074,0.7357104,0.9226764,0.96857715,0.42312244,0.5425401,0.52247524,0.48715338,0.48797965,0.5768776,0.45745993,0.4775248,0.5128466,0.51202035,-0.15375514,0.08508015,0.04495045,-0.02569323,-0.02404072
8,SH600438,0.18118105811080593,1.0,-0.0026948452,0.15966516733169556,0.15966516733169556,SH600438,通威股份,2026-07-08,-0.033043444,0.043478273,-0.75999904,0.009565264,0.22000103,0.0008695622,0.019999927,-0.041739147,-0.96000016,1.0341727,1.0440648,0.99910074,1.0141582,1.1277214,1.100773,1.1843841,1.3759308,1.440678,1.0449897,1.070073,1.1311822,1.1779897,1.3568459,0.032816116,0.0369705,0.078796715,0.10112476,0.2012213,-0.020594288,-0.009300433,-0.0126714185,-0.0108578345,-0.011120884,0.98459864,0.58010566,0.90511197,0.8934559,0.93160224,-0.0038011277,-0.02822107,-0.01080368,-0.020551104,-0.02877974,1.1321918,1.1484053,1.2886925,1.4271877,1.6933581,0.99910074,0.99910074,0.99910074,0.99910074,0.99910074,1.0664066,1.0915821,1.2160273,1.259556,1.5613502,1.0237713,1.0433869,1.0726615,1.0861499,1.1500177,0.2,0.1,0.05,0.033333335,0.016666668,0.0067568617,0.0060231066,0.003105329,0.0021006889,0.0012953085,0.2,0.5,0.1,0.033333335,0.16666667,1.0,1.0,1.0,1.0,1.0,-0.8,-0.5,-0.9,-0.96666664,-0.8333333,0.8135749,0.7088631,0.45931953,-0.09966276,0.19502085,-0.01720226,0.3553609,0.61869746,0.43429607,0.5421736,0.0,0.4,0.35,0.3,0.38333333,1.0,0.6,0.65,0.7,0.5833333,-1.0,-0.2,-0.3,-0.4,-0.2,0.0,0.25642785,0.31659138,0.24936171,0.35311082,1.0,0.7435722,0.6834086,0.7506383,0.64688915,-1.0,-0.4871443,-0.36681724,-0.5012766,-0.29377836,1.1559519,1.303544,1.3498832,1.2341087,1.2931087,0.19129197,0.28289455,0.3418321,0.33260164,0.410896,0.47350776,0.76976085,0.82465804,0.8516137,1.310867,0.12335122,0.4810279,0.5026985,0.5022297,0.5075855,0.8766488,0.5189721,0.49730155,0.49777028,0.4924145,-0.75329757,-0.037944175,0.0053969296,0.0044594347,0.015171019
9,SZ002938,0.17680040488832846,1.0,0.04481125,-0.0005103126168251038,0.0005103126168251038,,,2026-07-08,-0.023009466,0.057362977,-0.40112048,0.0151968235,0.2649239,0.019156689,0.33395562,-0.0190496,-0.33208874,1.0235513,1.0391061,0.98039216,1.0116537,1.121698,1.1654717,1.2543396,1.2586793,0.6033019,1.0259246,1.0977925,1.1486604,1.1582862,1.0055016,0.024951233,0.08775171,0.09204199,0.07938087,0.20133796,-0.0074339677,-0.026539735,-0.010190239,-0.003927656,0.009369796,0.22192046,0.8384815,0.42900744,0.18973039,0.66055465,-0.0110566,0.021636363,-0.051853094,-0.101335146,-0.28191054,1.099708,1.2816113,1.3484337,1.3484337,1.3484337,0.98039216,0.98039216,0.98039216,0.98039216,0.59748745,1.0470189,1.1666038,1.2200567,1.2153585,1.1889622,1.0099622,1.0132076,1.0567547,1.110849,0.81409436,0.2,0.1,0.05,0.033333335,0.43333334,0.16433568,0.065094985,0.0532762,0.0532762,0.5360071,0.2,0.1,0.35,0.56666666,0.78333336,1.0,1.0,1.0,1.0,0.016666668,-0.8,-0.9,-0.65,-0.43333334,0.76666665,0.36683995,0.6427077,0.6515061,0.6087943,0.3284745,-0.7585722,-0.31030977,-0.02922323,0.17785126,0.14983894,0.2,0.3,0.35,0.4,0.53333336,0.8,0.7,0.65,0.6,0.46666667,-0.6,-0.4,-0.3,-0.2,0.06666667,0.21685705,0.34220952,0.37486076,0.4121154,0.57831997,0.783143,0.6577905,0.62513924,0.5878846,0.42168,-0.5662859,-0.315581,-0.25027847,-0.17576922,0.15663998,1.4190581,1.7431893,1.9382815,2.0455036,1.8385118,0.4685538,0.51202345,0.55928093,0.50705457,0.5729937,1.1740843,0.85261613,0.81243694,0.82355624,0.81638765,0.25310796,0.39436784,0.43018985,0.38330966,0.4932143,0.74689204,0.6056321,0.56981015,0.61669034,0.5067857,-0.49378407,-0.2112643,-0.13962032,-0.23338065,-0.013571389
