,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60,selection_score
0,SH600919,0.05568849864438099,1.0,-0.009304941,0.06510302424430847,0.06510302424430847,SH600919,江苏银行,2026-03-31,0.004599816,0.015639447,0.29411632,0.0073597534,0.47058913,0.0036798767,0.23529457,0.00091993954,0.05882175,0.99542123,1.007326,0.9917582,1.0012339,0.97974825,0.9989053,0.95840174,0.9551177,0.91570884,0.9926656,0.988451,0.98087025,0.971538,0.9458949,0.005172338,0.014022321,0.016643044,0.019417662,0.032347314,0.0017515128,0.000507545,0.001737102,0.0017437121,0.0015270159,0.286677,0.012009384,0.38128805,0.62496746,0.6796894,0.0038313959,0.009265042,0.0026272591,0.0031781408,0.009058125,1.007326,1.007326,1.007326,1.007326,1.007326,0.9650678,0.9505494,0.9441082,0.93570185,0.88339627,0.9969349,0.9967159,0.9967159,0.99507385,0.9766831,0.98927206,0.9863163,0.9632184,0.95555556,0.9178982,1.0,1.0,0.975,0.98333335,0.9916667,0.8266362,0.8709671,0.8841142,0.8977154,0.9408854,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.05,0.23333333,0.25,0.8,0.6,0.95,0.76666665,0.75,0.5347723,-0.6994406,-0.2622887,0.09526552,-0.5433229,0.42663297,-0.6413055,-0.4420426,-0.30303615,-0.101687804,0.6,0.4,0.5,0.5,0.48333332,0.2,0.3,0.35,0.4,0.43333334,0.4,0.1,0.15,0.1,0.05,0.80327916,0.5051022,0.61728394,0.59276015,0.5819149,0.19672085,0.49489778,0.38271603,0.40723985,0.41808513,0.6065583,0.010204406,0.23456791,0.1855203,0.16382976,0.82468045,0.91145176,0.90531784,0.8630739,1.0443847,0.15363339,0.25639945,0.20621407,0.21009894,0.3095641,0.6561324,1.529934,1.4636116,1.4500561,1.2271627,0.3721264,0.5524825,0.46849382,0.52322143,0.5042309,0.6278736,0.4475175,0.5315062,0.47677854,0.49576908,-0.2557472,0.104964964,-0.063012354,0.046442904,0.008461819,2.075472369907966
1,SH601328,0.04441454213582111,1.0,0.0015764236,0.01167215034365654,0.01167215034365654,SH601328,交通银行,2026-03-31,0.0014306017,0.021459196,0.06666614,0.018597992,0.86666775,0.0014306017,0.06666614,-0.015736789,-0.73333544,0.99857146,1.0185714,0.9971429,1.0070477,0.9742512,0.9915922,0.96269053,0.96269053,1.0283763,0.98686284,0.9818708,0.9759328,0.9685409,0.97643197,0.010470226,0.013009822,0.013441277,0.017082244,0.029057143,0.0064109243,0.001627413,0.0015393172,0.00132897,-0.0006939659,0.9372796,0.14343801,0.45903227,0.4690749,0.17396836,0.00031529134,0.010805895,0.009443726,0.0121890055,0.044040013,1.0185714,1.0185714,1.0185714,1.0185714,1.054503,0.96011156,0.9512779,0.94308186,0.93009365,0.92558163,0.99663687,0.9890699,0.9861272,0.9829743,1.0011561,0.97919077,0.9755124,0.96500266,0.9524961,0.95007885,1.0,1.0,1.0,1.0,0.8,0.6823217,0.7240236,0.7539869,0.79010075,0.57723856,1.0,1.0,1.0,1.0,0.033333335,0.2,0.4,0.05,0.3,0.38333333,0.8,0.6,0.95,0.7,-0.35,0.8919671,-0.17660765,-0.21222281,0.02948047,-0.49895293,0.8197319,-0.57456493,-0.21196832,0.058319855,0.07529661,1.0,0.7,0.7,0.6,0.48333332,0.0,0.3,0.3,0.36666667,0.48333332,1.0,0.4,0.4,0.23333333,0.0,1.0,0.54545456,0.620339,0.57871395,0.469178,0.0,0.45454547,0.37966102,0.42128602,0.530822,1.0,0.09090909,0.24067797,0.15742794,-0.06164401,0.7776635,0.8025797,0.79313624,0.79081595,0.83490497,0.17184529,0.16157594,0.18514171,0.25588766,0.28872776,1.0318642,1.3805631,1.2692456,1.3314329,1.1332357,0.6305305,0.61221147,0.3918688,0.5259378,0.51984614,0.3694695,0.38778853,0.60813123,0.47406223,0.48015386,0.26106098,0.22442295,-0.21626242,0.051875558,0.03969227,1.8061235692827857
2,SH601166,0.04140910193642135,0.9166666666666666,0.0047410727,0.034970905631780624,0.034970905631780624,SH601166,兴业银行,2026-03-31,0.005341869,0.014423133,0.37036812,0.007478694,0.5185208,0.0016025703,0.11111111,-0.0005342547,-0.03704152,0.99468654,1.0074389,0.9930925,1.0028894,0.9947119,1.0101204,0.97975934,1.0031911,1.0856128,0.9973377,0.9956419,0.99221826,0.9886488,1.0105914,0.0042916825,0.010262301,0.012726379,0.013212735,0.042583887,-0.00037381367,-0.00020776602,0.0010353429,0.0006712012,-0.0016525231,0.018966852,0.0037572572,0.23164707,0.19999622,0.45930833,0.0034099144,0.0052930787,-0.0020540287,0.0016187856,0.038158007,1.0085046,1.0122429,1.0133085,1.0133085,1.1134583,0.9851007,0.9638696,0.95751864,0.95751864,0.9468801,1.0006382,1.0010759,1.000547,1.000547,1.0504559,0.9935084,0.9935084,0.98140043,0.9729212,0.97463536,0.8,0.7,0.7,0.75,0.55,0.6366168,0.7469077,0.7614525,0.7614525,0.31888863,0.4,0.1,0.5,0.6666667,0.11666667,0.8,0.4,0.05,0.36666667,0.38333333,-0.4,-0.3,0.45,0.3,-0.26666668,0.18589373,-0.7725658,-0.6437185,-0.57545495,-0.29700544,0.12436014,-0.6929316,-0.55820644,-0.42863128,-0.25186938,0.6,0.4,0.55,0.46666667,0.45,0.4,0.6,0.4,0.46666667,0.5,0.2,-0.2,0.15,0.0,-0.05,0.6035718,0.4449951,0.55704,0.4929121,0.41758817,0.39642826,0.5550049,0.44296,0.5070879,0.5824118,0.2071435,-0.11000981,0.11408,-0.014175766,-0.16482367,0.83252496,0.9319575,0.9892227,0.99936944,1.2785187,0.09634316,0.21034445,0.22516042,0.23969771,0.58705527,0.73109144,1.3541287,1.1091073,1.1533338,1.0945314,0.41710585,0.47347018,0.42360416,0.51144874,0.50655043,0.58289415,0.52652985,0.57639587,0.4885513,0.49344954,-0.16578828,-0.053059652,-0.15279168,0.022897424,0.013100921,1.7492605276921087
3,SH601816,0.04199684690372869,0.9166666666666666,0.003663063,0.07782068848609924,0.07782068848609924,SH601816,京沪高铁,2026-03-31,-0.0019724062,0.01972384,-0.10000112,0.0157791,0.8000015,0.0019723324,0.09999738,-0.015779175,-0.80000526,1.0019763,1.0177866,0.99802375,1.0081557,0.974359,1.0164835,1.007326,0.98717946,1.0256411,0.9978022,0.9952381,0.99945056,0.99358976,0.9924603,0.003522973,0.014758477,0.012815012,0.015396872,0.019350773,0.0020146538,-0.00042180406,-0.00033600544,0.0007069315,-0.00012635785,0.8175647,0.007487725,0.024061495,0.16337718,0.013004918,-0.0018315235,0.006659998,0.0037414753,-0.0038402735,0.011267217,1.0177866,1.0268166,1.028349,1.028349,1.0352309,0.9689447,0.9605243,0.9605243,0.96023977,0.9520934,1.0003663,1.0036631,1.0080587,1.0058608,1.0109891,0.9956044,0.989011,0.9956044,0.9772894,0.970696,0.8,0.6,0.55,0.6666667,0.625,0.6358331,0.5954789,0.58202463,0.5837708,0.5762331,1.0,0.1,0.5,0.6666667,0.033333335,0.2,0.5,0.75,0.26666668,0.43333334,0.8,-0.4,-0.25,0.4,-0.4,-0.867039,-0.768691,-0.346182,-0.00886363,-0.5830495,-0.16010073,-0.71403,-0.31289843,-0.06535495,-0.027654493,0.8,0.5,0.55,0.53333336,0.48333332,0.2,0.4,0.4,0.36666667,0.45,0.6,0.1,0.15,0.16666667,0.033333335,0.93749934,0.40816304,0.47435895,0.5289256,0.4717742,0.06250063,0.591837,0.525641,0.47107437,0.52822584,0.87499875,-0.18367393,-0.051282093,0.05785123,-0.056451622,0.9616506,1.0366157,1.0518346,1.1115146,1.2010742,0.17761101,0.27120873,0.28474665,0.42576808,0.48949784,1.3909949,1.6009372,1.5480404,1.3605367,1.134091,0.40474406,0.51748514,0.38664088,0.5129208,0.51692796,0.5952559,0.48251483,0.61335915,0.48707923,0.48307204,-0.19051187,0.03497032,-0.22671828,0.025841536,0.033855885,1.748045797012496
4,SH601838,0.04212286154332762,0.9166666666666666,0.0012356043,-0.04240109771490097,0.04240109771490097,SH601838,成都银行,2026-03-31,0.002341875,0.010538636,0.22221804,0.008196761,0.77778196,0.0,0.0,-0.005854886,-0.5555639,0.9976636,1.0081776,0.9976636,1.0031466,0.99588144,1.0168864,0.9789951,0.9621088,0.9596376,0.99752885,0.9967875,0.99672574,0.9834157,0.9604819,0.0024539446,0.010164454,0.011632697,0.022837924,0.029877594,0.0009884724,-0.00042434398,0.0004728658,0.0019437674,0.001360494,0.40563884,0.015976418,0.05783398,0.56140596,0.6324145,0.0004941966,0.0051220334,-0.0012179625,-0.011600365,-0.0006164784,1.0112724,1.0201912,1.0250635,1.0250635,1.0250635,0.9848874,0.9673204,0.95979303,0.935884,0.8979545,0.9996705,1.0001647,1.0052719,1.0010709,0.99588144,0.99555194,0.99555194,0.98937404,0.9638386,0.9382208,1.0,0.8,0.65,0.76666665,0.8833333,0.5727708,0.61810315,0.61600506,0.71895427,0.8028186,0.4,0.1,0.5,0.6666667,0.8333333,0.2,0.4,0.05,0.2,0.25,0.2,-0.3,0.45,0.46666667,0.5833333,-0.2806093,-0.55501556,-0.22855818,0.1391844,-0.42775428,0.795504,-0.5868599,-0.2754637,0.26233584,0.10967619,0.6,0.4,0.5,0.5,0.43333334,0.4,0.6,0.5,0.5,0.55,0.2,-0.2,0.0,0.0,-0.11666667,0.6388876,0.3990148,0.5694821,0.5839414,0.5426828,0.36111242,0.60098517,0.4305179,0.4160586,0.4573172,0.2777752,-0.20197037,0.13896416,0.1678828,0.0853656,1.1672196,1.3581655,1.7245599,1.7491648,2.1641793,0.26552925,0.37500072,0.518935,0.78958666,0.8743892,0.67607975,1.3831986,1.1084892,1.8580438,1.4386195,0.08432847,0.3499963,0.38670972,0.47071877,0.50009364,0.9156715,0.6500037,0.61329025,0.5292812,0.4999064,-0.83134305,-0.30000737,-0.22658055,-0.058562454,0.00018723917,1.7451929586696617
5,SH601006,0.03942168134914495,1.0,-0.005645752,0.036601778119802475,0.036601778119802475,SH601006,大秦铁路,2026-03-31,0.0,0.013059748,0.0,0.01119403,0.8571398,0.001865718,0.14286019,-0.009328311,-0.7142796,1.0,1.011194,0.99813426,1.0043755,0.9865914,0.98870856,0.9703599,0.94989413,0.99223715,0.9961891,0.99019057,0.9870501,0.974853,0.9617737,0.008447999,0.008997387,0.012834842,0.02099758,0.022600923,0.0020465779,0.002211245,0.0012453509,0.0020678511,0.00076266006,0.14671986,0.5536718,0.3295114,0.75162596,0.34730375,-0.0002822911,-0.00014114977,0.0011190594,-0.0048368173,0.015727831,1.011194,1.011194,1.0129051,1.0129051,1.0129051,0.97771645,0.97393686,0.9512047,0.938149,0.9233781,1.0014114,0.9983063,0.9983063,0.9947777,0.98517996,0.98969656,0.9826394,0.97515875,0.9510233,0.9400141,0.8,0.9,0.875,0.9166667,0.9583333,0.6656263,0.6995468,0.7908424,0.82737064,0.8558523,1.0,1.0,0.35,0.56666666,0.78333336,0.2,0.1,0.05,0.13333334,0.25,0.8,0.9,0.3,0.43333334,0.53333336,0.49114487,0.34020302,0.38366562,0.65176004,0.19388208,0.7693398,0.31142908,0.47759318,0.52767867,0.3712995,0.6,0.6,0.55,0.56666666,0.46666667,0.4,0.4,0.4,0.4,0.45,0.2,0.2,0.15,0.16666667,0.016666668,0.63768077,0.5666666,0.59722227,0.62033904,0.509182,0.36231926,0.4333334,0.40277776,0.37966096,0.49081805,0.27536148,0.13333319,0.19444448,0.24067809,0.018363906,1.3015246,1.2198578,1.2179133,1.1064465,1.145121,0.5048481,0.4139021,0.38200864,0.47675288,0.48426953,1.2229302,1.1321288,1.2009499,1.234169,1.0987464,0.5132283,0.5235615,0.42412597,0.51869035,0.5094181,0.48677173,0.47643852,0.57587403,0.48130965,0.4905819,0.026456546,0.047122944,-0.15174808,0.037380688,0.018836193,1.7263855154896726
6,SH600887,0.04172836910371256,0.9166666666666666,-0.000759542,0.016873177140951157,0.016873177140951157,SH600887,伊利股份,2026-03-31,-0.0049093333,0.015483361,-0.31707156,0.009441071,0.609756,0.0011329558,0.07317247,-0.013217449,-0.85365504,1.0049336,1.0144212,0.99886143,1.0055052,0.9753343,1.0197375,0.98406386,1.0277034,1.1081599,0.9923345,0.9921834,0.9965668,0.99772453,1.0183063,0.008808125,0.014288855,0.015903443,0.0146726165,0.032115664,0.0052748863,-0.00065348716,-7.621771e-05,-0.00032289626,-0.0014439167,0.8966011,0.01917303,0.0008038915,0.037532944,0.6165245,-0.0028842578,0.0107572805,0.0041572996,0.0069574695,0.024289256,1.0144212,1.0265687,1.0265687,1.0265687,1.1138545,0.9764727,0.9620511,0.9620511,0.9620511,0.9620511,1.0003797,1.0022024,1.0127538,1.0127538,1.0333234,0.9842884,0.9807991,0.9807991,0.98466814,0.9943082,0.8,0.6,0.5,0.5,0.28333333,0.6199801,0.5881949,0.5881949,0.5881949,0.24998704,1.0,0.1,0.5,0.6666667,0.016666668,0.2,0.4,0.7,0.8,0.9,0.8,-0.3,-0.2,-0.13333334,-0.8833333,0.3208441,-0.27703267,0.055556595,-0.02638579,-0.009723888,0.24537395,-0.6954214,-0.15190262,-0.20383869,-0.3231529,0.8,0.5,0.65,0.46666667,0.43333334,0.2,0.5,0.3,0.5,0.53333336,0.6,0.0,0.35,-0.033333335,-0.1,0.9332939,0.38887358,0.5538329,0.43100622,0.38095683,0.06670614,0.6111264,0.4461671,0.56899375,0.6190432,0.8665877,-0.22225283,0.10766581,-0.13798755,-0.23808634,1.0779387,1.3857305,1.6020192,1.6453186,2.0432801,0.09623869,0.4496205,0.4520352,0.42021716,0.92763734,0.61078876,1.5699894,1.4258662,1.3510951,1.943379,0.27491495,0.37148768,0.43339294,0.47148398,0.49603653,0.725085,0.6285123,0.56660706,0.52851605,0.5039635,-0.4501701,-0.25702462,-0.1332141,-0.05703205,-0.00792696,1.7094407988014622
7,SH601939,0.04357292197723085,1.0,-0.02035731,0.1615874171257019,0.1615874171257019,SH601939,建设银行,2026-03-31,0.011530436,0.0178197,0.6470611,0.003144633,0.17646946,0.003144633,0.17646946,0.011530436,0.6470611,0.988601,1.0031087,0.9854922,0.99791765,0.96593267,0.9597009,0.92230994,0.9181553,0.95346904,0.9827171,0.97257996,0.9555255,0.93960667,0.93322945,0.010635158,0.014228289,0.021768495,0.030022684,0.026599796,0.006024091,0.0037970084,0.0035082528,0.0030762155,0.00044617258,0.8021122,0.6528136,0.90906096,0.8136472,0.08581219,0.005234751,0.010333506,0.011146072,0.015788196,0.053608462,1.0031087,1.0031087,1.0031087,1.0031087,1.0031087,0.949568,0.94413257,0.90469277,0.8830902,0.8830902,0.98836726,0.97980887,0.9739925,0.96884084,0.9572081,0.9757374,0.96410465,0.9364354,0.91109264,0.90361446,1.0,1.0,1.0,1.0,1.0,0.94193614,0.94728744,0.9684118,0.97409743,0.97409743,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.05,0.3,0.65,0.8,0.6,0.95,0.7,0.35,0.42123362,-0.22556661,-0.07868456,0.073364206,-0.1740827,0.18212661,-0.3429719,0.0582179,0.08516077,0.053436544,0.8,0.7,0.75,0.6,0.53333336,0.2,0.3,0.2,0.36666667,0.45,0.6,0.4,0.55,0.23333333,0.083333336,0.9456518,0.7099564,0.7454066,0.6695353,0.5497336,0.054348163,0.2900436,0.25459337,0.3304647,0.45026642,0.89130366,0.41991282,0.49081326,0.33907062,0.09946716,0.9613333,1.0305549,1.0098398,1.0024112,1.0267411,0.1445715,0.22475252,0.24926433,0.3040133,0.26364708,0.65458214,0.8926444,0.91361064,1.0179032,0.90521497,0.44906992,0.51972526,0.41185355,0.50880593,0.5164021,0.5509301,0.48027477,0.58814645,0.49119404,0.48359784,-0.10186019,0.039450493,-0.17629291,0.0176119,0.032804284,1.6071286180646605
8,SH600900,0.03797637292612913,0.75,-0.0059500337,0.028914714232087135,0.028914714232087135,SH600900,长江电力,2026-03-31,-0.0036846001,0.010685283,-0.34482944,0.007000683,0.65517056,0.0,0.0,-0.010685283,-1.0,1.0036982,1.0107248,1.0,1.005128,1.0022434,1.0166796,0.99736637,0.9707374,1.0140461,1.0055404,1.0041357,1.0063792,0.9943783,0.9874073,0.003844189,0.0062214993,0.006378954,0.019179143,0.021118943,-0.0018727984,-0.00020453802,-0.00014007857,0.0016199352,0.00030571624,0.5933523,0.009907623,0.016877672,0.5528897,0.063913494,-0.0017947868,-0.0032153493,-0.00504849,-0.017867379,0.0035740447,1.0151266,1.0225804,1.0225804,1.0225804,1.0225804,0.9955183,0.9859217,0.9807734,0.95896345,0.9311848,1.0082326,1.0083301,1.01032,1.0093445,1.0063403,1.0029653,1.0017947,1.0021654,0.97040576,0.9649044,0.2,0.2,0.1,0.4,0.55,0.22856088,0.38403755,0.45989004,0.6450567,0.7529378,0.4,0.1,0.55,0.7,0.85,0.2,0.4,0.05,0.23333333,0.38333333,0.2,-0.3,0.5,0.46666667,0.46666667,0.113134824,-0.75634044,-0.4087786,0.26441967,-0.35119307,-0.26047194,-0.81405693,-0.42024192,-0.076973304,-0.31508082,0.4,0.3,0.45,0.46666667,0.43333334,0.6,0.7,0.55,0.5,0.53333336,-0.2,-0.4,-0.1,-0.033333335,-0.1,0.43646535,0.35820878,0.51416594,0.596154,0.47991073,0.5635347,0.6417912,0.4858341,0.40384603,0.52008927,-0.12706931,-0.28358245,0.02833183,0.19230795,-0.040178534,0.96848655,1.1482438,1.3138644,1.2805927,1.4216907,0.103756316,0.3850818,0.47916955,0.54784304,0.74280095,0.2764115,1.3108963,1.1999464,1.4696767,1.379841,0.3420386,0.49059945,0.39805564,0.5065606,0.5114002,0.65796137,0.50940055,0.6019443,0.49343935,0.4885998,-0.3159228,-0.01880109,-0.20388868,0.013121295,0.02280039,1.524136405266375
9,SH601658,0.04258826617468504,0.6666666666666666,-0.0042918324,-0.001429930329322815,0.001429930329322815,SH601658,邮储银行,2026-03-31,0.007858548,0.017681781,0.44444323,0.007858548,0.44444323,0.0019646853,0.11111353,0.0019646853,0.11111353,0.9922027,1.0077972,0.9902534,1.0027902,0.9785408,1.0071532,0.9814019,1.0085837,1.0300429,0.99227464,0.9869814,0.9835479,0.9843586,0.9983548,0.0055958987,0.014281502,0.014429858,0.01477182,0.023549909,0.0014306194,0.00073698343,0.0011681557,7.065579e-05,-0.00093910226,0.1633987,0.024410639,0.22937462,0.0017730837,0.48500606,0.004864106,0.009702192,0.0053546107,0.014616901,0.02934874,1.0077972,1.0077972,1.0110493,1.0187191,1.051622,0.9666002,0.94940954,0.94940954,0.94940954,0.94940954,0.99656653,0.99656653,0.99570817,0.99570817,1.0160228,0.9891273,0.9831187,0.9699571,0.9699571,0.97997135,1.0,0.95,0.925,0.8833333,0.625,0.81073254,0.8664569,0.8207446,0.72992045,0.49495384,1.0,0.1,0.5,0.033333335,0.18333334,0.2,0.4,0.7,0.8,0.9,0.8,-0.3,-0.2,-0.76666665,-0.71666664,0.9808129,-0.47856942,-0.20479801,-0.31337434,-0.20245539,0.3851794,-0.47771904,-0.35651106,-0.26201114,-0.10933508,0.8,0.5,0.65,0.53333336,0.48333332,0.2,0.5,0.35,0.46666667,0.48333332,0.6,0.0,0.3,0.06666667,0.0,0.75862014,0.47126433,0.5454546,0.48387092,0.46991405,0.24137987,0.5287357,0.45454538,0.5161291,0.530086,0.5172403,-0.057471354,0.09090926,-0.032258157,-0.060171925,0.7359901,0.81550586,0.82162905,0.7981686,0.80950755,0.16474693,0.21257532,0.2049245,0.21606994,0.1949614,0.4533973,1.0924999,1.0814196,1.1132438,1.0223947,0.5220985,0.5066226,0.4748378,0.53508145,0.5216865,0.47790152,0.4933774,0.52516216,0.46491858,0.4783135,0.044196934,0.0132452315,-0.05032437,0.07016284,0.043372996,1.411660533160211
