,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60,selection_score
0,SH601818,0.06330648651766496,1.0,,,,SH601818,光大银行,2026-07-29,-0.0031347896,0.009404435,-0.333331,0.0062696454,0.666669,0.0,0.0,-0.009404435,-1.0,1.0031446,1.009434,1.0,1.0035731,0.99089533,0.99089533,0.92109257,1.003035,0.9817906,0.99635816,0.9921093,0.97678304,0.9679818,0.9761255,0.003957017,0.0073229955,0.020377183,0.025685152,0.021286277,0.0021244197,0.0017289739,0.003174096,0.0018016981,-0.00011232265,0.7205844,0.5109881,0.8492194,0.3813305,0.00849249,-0.00060697517,0.00011034708,-0.0069369315,0.0058935704,0.027188059,1.009434,1.009434,1.009434,1.009434,1.0156121,0.9844942,0.9720211,0.91901314,0.9022306,0.9022306,1.0,1.0,0.99453723,0.99089533,0.99089533,0.99332327,0.98421854,0.96084976,0.9450683,0.9620637,0.9,0.9,0.95,0.96666664,0.925,0.6217291,0.7478406,0.8956656,0.9119989,0.86230433,1.0,1.0,1.0,1.0,0.48333332,0.2,0.5,0.05,0.33333334,0.6666667,0.8,0.5,0.95,0.6666667,-0.18333334,0.6993754,-0.17898372,0.21180902,-0.04749587,-0.07529795,0.61896604,0.030814424,0.2440895,-0.016158815,0.17661218,0.6,0.6,0.7,0.56666666,0.48333332,0.2,0.3,0.25,0.4,0.41666666,0.4,0.3,0.45,0.16666667,0.06666667,0.7999983,0.5652173,0.7407406,0.4947916,0.5189873,0.20000175,0.43478268,0.25925937,0.5052084,0.48101267,0.5999965,0.13043462,0.48148125,-0.010416804,0.037974644,1.0579729,1.2295871,1.1651596,1.2275041,1.0694772,0.12544475,0.28338495,0.2571244,0.2523433,0.31689468,0.7522675,1.0589604,0.9180197,0.7948882,0.9489851,0.38160402,0.46745193,0.47444063,0.5230887,0.49319178,0.618396,0.53254807,0.52555937,0.4769113,0.5068082,-0.23679197,-0.06509616,-0.05111871,0.046177413,-0.013616431,1.8286753500993433
1,SH601169,0.060425394625703864,1.0,,,,SH601169,北京银行,2026-07-29,0.005893863,0.013752381,0.42857036,0.005893863,0.42857036,0.001964655,0.14285927,0.001964655,0.14285927,0.9941407,1.0058594,0.9921875,1.0008456,0.9921319,0.9921319,0.911952,0.95616335,0.97826904,0.99295616,0.9904084,0.97188085,0.95595104,0.95515174,0.0048374743,0.0067814616,0.024317548,0.031207059,0.023922823,0.0017609592,0.0012216582,0.0037430576,0.0030883153,0.00035405965,0.3312846,0.29748443,0.8292425,0.7589957,0.0668079,0.0035219183,0.004094143,-0.007439917,-0.00073162594,0.03440349,1.0058594,1.0058594,1.0058594,1.0058594,1.0058594,0.9822881,0.9726017,0.9117983,0.8989211,0.8989211,0.9952042,0.9952042,0.99250656,0.98913455,0.97527164,0.9883852,0.9823904,0.9452979,0.9243162,0.9359311,1.0,0.95,0.975,0.98333335,0.9916667,0.7514203,0.82382005,0.9377072,0.9452083,0.9452083,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.05,0.3,0.65,0.8,0.5,0.95,0.7,0.35,0.9677513,0.14943995,0.042062405,0.14643762,0.16032802,0.60248303,0.43529898,0.54785043,0.13311127,0.22226802,0.6,0.5,0.6,0.53333336,0.36666667,0.2,0.3,0.25,0.36666667,0.51666665,0.4,0.2,0.35,0.16666667,-0.15,0.7058824,0.5532993,0.7676536,0.58158994,0.52504313,0.29411766,0.4467007,0.23234643,0.41841003,0.47495687,0.4117647,0.10659859,0.53530717,0.16317993,0.050086234,0.7754385,0.95435125,0.9682422,0.95442146,0.8606545,0.13538137,0.27573746,0.21393877,0.21014477,0.21299128,0.77158135,1.1209831,0.9531613,0.9130869,1.0405115,0.47171223,0.47637787,0.5437608,0.5151282,0.50532395,0.52828777,0.52362216,0.45623922,0.48487177,0.49467605,-0.056575526,-0.04724428,0.08752154,0.030256422,0.010647881,1.7565505204704348
2,SH600015,0.06220303988153582,0.9444444444444444,,,,SH600015,华夏银行,2026-07-29,0.0,0.0098730875,0.0,0.0098730875,1.0,0.0,0.0,-0.0098730875,-1.0,1.0,1.009873,1.0,1.0037346,0.98018676,0.98428607,0.91095424,0.9674334,0.9717604,0.9919836,0.9842177,0.97089505,0.95855916,0.9548584,0.0068461676,0.010281653,0.018883387,0.026266037,0.022561736,0.004122057,0.0028722617,0.002948957,0.0022987155,0.0006770968,0.9063019,0.7153746,0.85358185,0.5935852,0.2746985,-0.00022771684,0.002857095,0.0010898842,0.008109442,0.025167216,1.009873,1.009873,1.009873,1.009873,1.009873,0.974415,0.9562109,0.9109811,0.89422035,0.89422035,0.99872464,0.9905716,0.98515147,0.98428607,0.97613305,0.98774767,0.9755865,0.9556821,0.9372808,0.9361877,1.0,1.0,1.0,1.0,1.0,0.72155607,0.81601393,0.90016294,0.9146316,0.9146316,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.05,0.26666668,0.6333333,0.8,0.5,0.95,0.73333335,0.36666667,0.9592047,0.20764175,0.51480913,0.34833616,0.10841595,0.8643231,-0.01035114,0.3059573,0.11883264,0.19525978,0.8,0.6,0.7,0.6,0.53333336,0.0,0.3,0.25,0.36666667,0.4,0.8,0.3,0.45,0.23333333,0.13333334,1.0,0.613861,0.7610145,0.5526897,0.5251419,0.0,0.386139,0.23898551,0.44731036,0.47485808,1.0,0.22772199,0.522029,0.10537928,0.050283823,0.8447526,0.84013605,0.7412914,0.73229194,0.7519092,0.14902106,0.17923485,0.17451538,0.1660519,0.18776254,1.0489137,0.9487627,0.79691124,0.77967006,0.883438,0.7278534,0.5804684,0.5955887,0.5587836,0.4619019,0.27214658,0.41953158,0.40441132,0.44121644,0.5380981,0.45570683,0.16093685,0.19117737,0.117567144,-0.076196186,1.7004617932302915
3,SH601658,0.05434860963730786,1.0,,,,SH601658,邮储银行,2026-07-29,-0.017274497,0.021113222,-0.8181838,0.001919409,0.090910286,0.0019193166,0.090905905,-0.017274588,-0.8181882,1.0175781,1.0195312,0.99804693,1.0074505,0.9985935,0.9943741,0.9437412,0.96483827,0.97046417,1.0019691,0.9990155,0.9830521,0.9706517,0.96481484,0.008647242,0.009563308,0.020988062,0.025296867,0.020477671,0.0019690637,0.0013212264,0.0031841185,0.0025895312,0.00065774634,0.12962963,0.17496435,0.80556726,0.8121019,0.31467015,-0.005907191,-0.0049610054,-0.013301191,-0.008199889,0.015781645,1.0195312,1.020579,1.020579,1.020579,1.020579,0.99046695,0.9770974,0.936353,0.91168976,0.91168976,1.0033755,1.0025316,0.99887484,0.995218,0.9873418,0.9977496,0.99296767,0.9611815,0.9437412,0.9465542,0.7,0.75,0.875,0.9166667,0.9583333,0.32799783,0.52671885,0.75566894,0.8110096,0.8110096,1.0,0.4,0.7,0.8,0.9,0.6,0.5,0.15,0.1,0.55,0.4,-0.1,0.55,0.7,0.35,0.7041448,0.4366873,0.5575256,0.024413737,0.31861854,0.70653033,0.4481028,0.47778755,0.29388675,0.3710004,0.4,0.5,0.6,0.53333336,0.5,0.4,0.4,0.35,0.4,0.43333334,0.0,0.1,0.25,0.13333334,0.06666667,0.5151515,0.52439034,0.63888896,0.5536481,0.52845526,0.4848485,0.4756097,0.36111104,0.44635192,0.4715447,0.030303031,0.048780646,0.27777788,0.10729619,0.056910563,0.89286464,0.94753665,0.88246477,0.9561206,0.85135585,0.2016711,0.23849587,0.19435915,0.27817094,0.27731133,1.1654485,0.90735346,0.9121377,1.0028589,1.1635126,0.5925981,0.5282817,0.5506543,0.52238214,0.49748904,0.40740195,0.47171834,0.44934568,0.4776179,0.50251096,0.18519612,0.056563344,0.10130863,0.044764232,-0.005021955,1.6788496512011675
4,SH600018,0.05806728046203813,1.0,,,,SH600018,上港集团,2026-07-29,0.0019379491,0.011627897,0.16666378,0.0058139483,0.5,0.003875999,0.33333623,0.0,0.0,0.99806577,1.0058028,0.9941973,1.0005174,0.9888641,0.986637,0.9053452,0.9320712,0.94098,0.9977728,0.98908687,0.9691537,0.95048255,0.95206016,0.0034323258,0.010496354,0.027229512,0.035662014,0.026343813,-0.00011136094,0.003118036,0.004322052,0.0036239226,0.00027095526,0.002631654,0.8089037,0.88179636,0.8002907,0.032265447,0.0024498804,-0.0031180424,-0.010213189,-0.0030294496,0.03994667,1.0099096,1.0099096,1.0099096,1.0099096,1.0099096,0.9842372,0.96762633,0.9003813,0.8740104,0.8740104,1.0004455,0.9982183,0.99443203,0.9870824,0.9706013,0.99443203,0.98129183,0.9503341,0.9124721,0.9316258,0.8,0.9,0.95,0.96666664,0.98333335,0.6139983,0.76563805,0.90952486,0.92708135,0.92708135,0.4,0.7,0.85,0.9,0.95,0.8,0.1,0.05,0.26666668,0.6333333,-0.4,0.6,0.8,0.6333333,0.31666666,0.88218594,-0.4775873,-0.026210768,0.19663355,0.13504933,-0.00782783,0.14518161,0.38433158,0.41864273,0.29792398,0.6,0.5,0.65,0.6,0.5,0.2,0.2,0.15,0.26666668,0.36666667,0.4,0.3,0.5,0.33333334,0.13333334,0.7083327,0.61999965,0.8346452,0.6343612,0.5623529,0.29166728,0.38000032,0.16535477,0.36563876,0.4376471,0.4166654,0.23999935,0.6692904,0.26872244,0.1247058,0.88861823,1.1281662,1.2073928,1.1490881,1.1033024,0.11508831,0.35085642,0.35413498,0.30430877,0.27491862,1.0776078,1.007845,1.1194218,0.92219216,0.9653103,0.32842684,0.43885645,0.49520883,0.4895126,0.47784463,0.67157316,0.5611435,0.5047912,0.51048744,0.5221554,-0.34314635,-0.12228709,-0.0095823575,-0.020974834,-0.04431078,1.6688857496057385
5,SH601328,0.05781259131950204,1.0,,,,SH601328,交通银行,2026-07-29,-0.0056100804,0.012622681,-0.44444445,0.0042075603,0.33333334,0.0028050402,0.22222222,-0.0070126005,-0.5555556,1.0056417,1.009873,0.99717915,1.0041568,0.9802831,0.963094,0.8852376,0.955005,0.93478256,0.9929221,0.98149645,0.9546511,0.9400573,0.9338726,0.008922853,0.016830474,0.034277495,0.03674806,0.02996291,0.004903955,0.0046389117,0.0055725775,0.0033677458,0.00092731585,0.75513655,0.69638735,0.9250435,0.65089583,0.2921374,-0.002730044,-0.0023715408,-0.0075906245,0.011110411,0.0387716,1.009873,1.009873,1.009873,1.009873,1.009873,0.97182024,0.94936246,0.88522124,0.8756154,0.8756154,1.0005056,0.99433774,0.9893832,0.9802831,0.95854396,0.9871587,0.9625884,0.9201213,0.90535897,0.91051567,0.8,0.9,0.95,0.96666664,0.98333335,0.7405441,0.8368379,0.92079514,0.92646205,0.92646205,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.05,0.33333334,0.6666667,0.8,0.9,0.95,0.6666667,0.33333334,0.9547326,0.26103497,0.3473697,0.18467347,0.38268825,0.8877449,0.47861814,0.4912982,0.2774771,0.37880313,0.4,0.5,0.65,0.56666666,0.51666665,0.4,0.4,0.25,0.36666667,0.41666666,0.0,0.1,0.4,0.2,0.1,0.8000005,0.6442688,0.74835885,0.5622378,0.55603826,0.1999995,0.3557312,0.25164112,0.43776223,0.44396177,0.600001,0.28853762,0.49671772,0.12447555,0.11207648,0.9001632,0.9750848,0.91403407,0.9241193,0.85296345,0.21359003,0.27388784,0.21486714,0.19678426,0.2172181,1.003662,1.0312153,0.97888345,0.9224138,1.0524424,0.56184834,0.5293551,0.5366372,0.5265839,0.49657035,0.43815166,0.47064492,0.46336278,0.4734161,0.50342965,0.12369666,0.058710184,0.07327441,0.053167794,-0.006859329,1.5803906271850279
6,SH601229,0.05806930339153779,0.8888888888888888,,,,SH601229,上海银行,2026-07-29,0.001067273,0.016008588,0.06666878,0.01173958,0.7333302,0.0032017343,0.20000106,-0.0074705724,-0.46666032,0.99893385,1.0117271,0.9957355,1.0045332,0.97563004,0.97341454,0.9329825,0.9681528,0.9764608,0.9844918,0.9788424,0.9690944,0.9621988,0.9627065,0.013746519,0.012880017,0.014895732,0.017402867,0.017081607,0.007975629,0.0030177147,0.0020967687,0.0014281532,0.00019944635,0.8415586,0.50319344,0.69349825,0.52192694,0.041580964,-0.00044306277,0.007577878,0.010986291,0.017092962,0.031409815,1.0117271,1.0117271,1.0117271,1.0117271,1.0117271,0.96697617,0.95963603,0.92968744,0.9180805,0.9180805,0.9991138,0.9913597,0.9758516,0.9736361,0.9747438,0.9740792,0.9697037,0.95519245,0.9479369,0.9460537,1.0,1.0,1.0,1.0,1.0,0.73794794,0.77487355,0.8570561,0.87477314,0.87477314,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.05,0.26666668,0.6333333,0.8,0.5,0.95,0.73333335,0.36666667,0.87183154,0.5038736,0.69794744,0.6439653,0.6118834,0.78384495,0.34382948,0.39811134,0.30819732,0.3779215,0.8,0.7,0.65,0.56666666,0.48333332,0.2,0.3,0.35,0.36666667,0.48333332,0.6,0.4,0.3,0.2,0.0,0.8928571,0.6420119,0.6689945,0.5505718,0.5208231,0.107142955,0.35798815,0.3310055,0.44942823,0.47917685,0.7857141,0.2840237,0.337989,0.10114355,0.041646283,0.9334154,0.95495814,0.84769845,0.8138721,0.7523216,0.2602016,0.24505055,0.2187013,0.1990269,0.18677023,1.704738,1.0916264,0.91093993,0.88612974,0.92692286,0.6252233,0.5055939,0.5734853,0.54081625,0.50048125,0.37477672,0.49440613,0.4265147,0.45918375,0.49951878,0.25044656,0.011187744,0.14697061,0.08163248,0.0009624654,1.5647307634716874
7,SH600050,0.050520082847057356,1.0,,,,SH600050,中国联通,2026-07-29,-0.004504534,0.011261252,-0.40000293,0.0045044515,0.3999956,0.002252267,0.20000146,-0.0067567183,-0.59999704,1.004525,1.0090498,0.9977375,1.0030494,0.9951515,0.96606064,0.92242426,0.9769698,1.009697,0.9990303,0.9910303,0.9633939,0.95422226,0.9794546,0.005311231,0.0138580585,0.03222989,0.032291185,0.04435881,0.00048484685,0.0034820947,0.0052294354,0.002499477,-0.0013298983,0.020833334,0.5787458,0.921425,0.46433562,0.27414283,0.0,-0.0066997306,-0.013073591,0.009535344,0.05977743,1.0090498,1.0090498,1.0090498,1.0090498,1.1424377,0.9822168,0.9591123,0.90901977,0.8887381,0.8887381,1.0009696,1.0,0.9961212,0.9932121,1.0007273,0.9980606,0.98593944,0.9267879,0.92218184,0.94715154,0.6,0.8,0.9,0.93333334,0.78333336,0.662738,0.8187784,0.9095296,0.9247808,0.43855754,1.0,1.0,1.0,1.0,0.16666667,0.8,0.2,0.25,0.26666668,0.6333333,0.2,0.8,0.75,0.73333335,-0.46666667,0.5063067,-0.09391187,0.3555634,0.40780595,0.75733745,0.4239868,0.5019754,0.5358358,0.3916887,0.50659335,0.4,0.5,0.6,0.46666667,0.43333334,0.4,0.4,0.3,0.46666667,0.48333332,0.0,0.1,0.3,0.0,-0.05,0.5714286,0.71875006,0.7500001,0.5437787,0.4929577,0.42857143,0.28124994,0.24999987,0.4562213,0.5070423,0.14285715,0.43750012,0.50000024,0.08755738,-0.014084575,0.9991644,1.2572176,1.1664184,1.1316396,1.4563911,0.19929335,0.424226,0.37655094,0.31884652,0.83887386,1.0050324,1.712674,1.5481979,1.2654576,1.8510183,0.39964768,0.48129874,0.4993495,0.51065004,0.5007024,0.6003523,0.51870126,0.50065047,0.48934993,0.4992976,-0.20070462,-0.037402533,-0.0013009616,0.021300135,0.0014048052,1.52572548307461
8,SH688009,0.05536074773653775,0.9444444444444444,,,,SH688009,中国通号,2026-07-29,0.02514505,0.02707933,0.9285699,0.0019342795,0.07143011,0.0,0.0,0.023210771,0.85713977,0.97547174,1.0018868,0.97547174,0.9949861,0.96889585,0.95178854,0.9206843,0.94245726,0.96889585,0.9748056,0.96765167,0.95015556,0.9424054,0.9391395,0.017332043,0.020733537,0.024353206,0.024239821,0.021518145,0.0074650147,0.0044676946,0.0035185155,0.0019344109,0.000307844,0.46376908,0.4256294,0.73059165,0.4935604,0.062423993,0.010264364,0.012243732,0.016418563,0.029545631,0.05177913,1.0018868,1.0018868,1.0018868,1.0018868,1.0018868,0.9545677,0.92712826,0.90646523,0.8970229,0.8970229,0.98507,0.9825817,0.9738725,0.962675,0.95956457,0.96018666,0.95272166,0.92846036,0.9206843,0.91912913,1.0,1.0,1.0,1.0,1.0,0.9601254,0.97476095,0.98022634,0.98200685,0.98200685,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.3,0.3,0.31666666,0.6,0.8,0.7,0.7,0.68333334,0.94813436,0.47398722,0.5786071,0.4319486,0.23060237,0.6834362,0.7273912,0.6959794,0.59281456,0.29407862,0.8,0.6,0.65,0.53333336,0.45,0.2,0.4,0.3,0.43333334,0.45,0.6,0.2,0.35,0.1,0.0,0.72727287,0.65346545,0.66887426,0.580786,0.525,0.27272713,0.34653455,0.33112574,0.41921404,0.47500002,0.45454577,0.30693087,0.33774856,0.16157192,0.049999963,0.6713745,0.8718113,0.7589137,0.7704343,0.8685899,0.21687365,0.37970126,0.29984295,0.25126398,0.30137736,0.70981055,1.0018029,1.1687711,1.0450048,1.0056599,0.55338657,0.5426974,0.5232286,0.51545095,0.4899258,0.44661346,0.45730257,0.47677138,0.48454902,0.5100742,0.10677309,0.085394874,0.04645722,0.03090195,-0.02014837,1.491828980679705
9,SH600919,0.052021089598628355,0.8888888888888888,,,,SH600919,江苏银行,2026-07-29,0.0051903357,0.018166065,0.285716,0.008650486,0.47618935,0.004325243,0.23809467,0.00086509227,0.047621336,0.99483645,1.0086058,0.99053353,1.0004904,0.9808468,0.98538303,0.92741936,0.97379035,0.952621,0.99435484,0.9858871,0.97379035,0.9629536,0.95976985,0.004414216,0.010988967,0.017014153,0.022830524,0.021228962,0.0014112911,0.0030547378,0.0026209678,0.002051226,0.0006077937,0.25554416,0.7083463,0.83055943,0.62560046,0.25000843,0.0028225821,0.00036656854,0.0013104721,0.0073035792,0.022300249,1.0086058,1.0086058,1.0086058,1.0086058,1.0136776,0.97401404,0.9619182,0.9266657,0.9062412,0.9062412,0.9963709,0.99546367,0.99092746,0.9858871,0.98125005,0.9919355,0.9740928,0.9606855,0.9428427,0.9416331,1.0,1.0,1.0,1.0,0.98333335,0.75121796,0.81567246,0.89497423,0.9159298,0.87269163,1.0,1.0,1.0,1.0,0.48333332,0.2,0.5,0.05,0.3,0.65,0.8,0.5,0.95,0.7,-0.16666667,0.37585095,-0.28732237,-0.041843835,-0.31899107,0.12577456,0.17334789,-0.07793889,0.08342717,-0.028689204,0.11555216,0.8,0.7,0.7,0.56666666,0.53333336,0.2,0.3,0.3,0.43333334,0.45,0.6,0.4,0.4,0.13333334,0.083333336,0.77941287,0.5759165,0.6846156,0.5418006,0.5424955,0.22058712,0.42408347,0.3153844,0.45819938,0.4575045,0.5588258,0.15183309,0.3692312,0.08360121,0.08499096,0.8180215,0.8956009,0.88679504,0.9178332,0.87580425,0.19749399,0.1847255,0.17608713,0.1571802,0.17092866,0.6489259,0.68592983,0.7177221,0.8219808,0.81840163,0.62066805,0.55010784,0.5025602,0.5083201,0.52629703,0.37933198,0.4498922,0.4974398,0.4916799,0.47370297,0.24133606,0.100215614,0.005120402,0.016640188,0.05259408,1.4623012966269324
