,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-03-24,SH600000,0.0021996099044115673,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260324_14,0e8ff1ba78a1442e847c3a4f30c4a2ed,0.04,,,
1,2026-03-24,SZ000596,8.606421761214733e-05,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
2,2026-03-24,SZ000568,-0.036152709275484085,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
3,2026-03-24,SZ000538,0.010192682035267353,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
4,2026-03-24,SZ000425,-0.025815246626734734,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
5,2026-03-24,SZ000408,-0.02333790436387062,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
6,2026-03-24,SZ000338,0.034423477947711945,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
7,2026-03-24,SZ000617,-0.017940491437911987,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
8,2026-03-24,SZ000333,-0.008768372237682343,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
9,2026-03-24,SZ000166,-0.005874124821275473,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
10,2026-03-24,SZ000157,0.010263952426612377,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
11,2026-03-24,SZ000100,-0.049758415669202805,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
12,2026-03-24,SZ000063,-0.033571843057870865,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260324_11,a13b88157b2f4bb685444fa568b88d54,0.084,,,
