,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH603986,0.20434403349271113,0.875,-0.07760668,0.9196789860725403,0.9196789860725403,SH603986,兆易创新,2026-07-09,0.048167445,0.05290678,0.910421,0.0,0.0,0.0047393353,0.08957897,0.05290678,1.0,0.954046,1.0,0.9495245,0.9739347,1.0472025,1.1683823,0.72471267,0.7749609,0.39895865,0.97023803,1.0716863,0.991144,0.9048048,0.7204526,0.046873685,0.12449631,0.15834653,0.17915069,0.23814943,-0.012008733,-0.03618689,0.01365039,0.01567162,0.012678548,0.16408776,0.7744635,0.26010042,0.5930517,0.86444974,0.053779464,0.09115475,-0.12082272,-0.1320433,-0.09446975,1.0816414,1.276068,1.276068,1.276068,1.276068,0.88772905,0.88772905,0.7098807,0.6753814,0.39265305,1.004304,1.1765176,1.1611353,1.0503014,0.95163095,0.92937803,0.9757966,0.86720693,0.7275074,0.4698151,0.8,0.4,0.55,0.7,0.85,0.57897776,0.2891056,0.5124088,0.54041266,0.6874991,0.2,0.2,0.6,0.73333335,0.8666667,0.8,0.9,0.05,0.13333334,0.016666668,-0.6,-0.7,0.55,0.6,0.85,0.7077209,-0.45655614,0.41083565,0.2881696,0.42269468,0.05552745,0.24968103,0.06512467,0.18388428,0.21670902,0.2,0.2,0.5,0.5,0.6,0.8,0.8,0.5,0.5,0.4,-0.6,-0.6,0.0,0.0,0.2,0.39695174,0.34998333,0.6188807,0.57624716,0.6428221,0.60304826,0.65001667,0.3811193,0.4237528,0.35717788,-0.20609653,-0.30003333,0.23776141,0.15249436,0.28564423,0.98379034,0.9110589,0.87799513,0.8713387,0.8474172,0.068904355,0.102636,0.13912363,0.14078711,0.16907497,0.6621555,0.6473019,0.63436884,0.66035914,0.77113074,0.69547254,0.5600178,0.59763277,0.47944635,0.5064267,0.3045275,0.43998218,0.40236726,0.52055365,0.4935733,0.39094505,0.12003566,0.19526549,-0.041107275,0.012853394
1,SZ000977,0.17828360444644875,0.8333333333333334,0.041051507,0.23692059516906738,0.23692059516906738,,,2026-07-09,0.036024038,0.047710873,0.7550488,0.0,0.0,0.011686834,0.24495116,0.047710873,1.0,0.96522856,1.0,0.9539481,0.9878695,0.7418176,0.797406,0.6906511,0.7503134,0.78454036,0.8635376,0.81641364,0.77732855,0.7611293,0.7943817,0.0912746,0.08107742,0.07400463,0.06685234,0.0629469,0.05552054,0.021184476,0.009926971,0.004737126,-0.0011431549,0.9250124,0.62581664,0.62977266,0.38913336,0.10059151,0.025421314,0.0882562,0.12836525,0.17018236,0.2393414,1.0,1.0,1.0,1.0,1.0,0.74181736,0.7380965,0.6646082,0.6646082,0.6646082,0.92724234,0.8429109,0.8113475,0.7852194,0.84988165,0.8028552,0.7609366,0.7401915,0.7241226,0.74556756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.05,0.36666667,0.68333334,0.8,0.8,0.95,0.6333333,0.31666666,0.26440424,0.3622066,0.6038412,0.5568488,0.465869,0.33643603,0.45243225,0.5788914,0.44062406,0.3401349,1.0,0.7,0.7,0.56666666,0.51666665,0.0,0.3,0.3,0.43333334,0.48333332,1.0,0.4,0.4,0.13333334,0.033333335,1.0,0.72219044,0.7314697,0.65070194,0.57138574,0.0,0.2778096,0.26853028,0.34929806,0.4286143,1.0,0.44438085,0.4629394,0.30140385,0.14277144,0.52894413,0.46743238,0.38675502,0.3741646,0.38150895,0.29479063,0.21239714,0.1813564,0.15935129,0.13942319,1.0724285,0.9542146,1.1420264,1.2417529,1.1795076,0.74604374,0.6359321,0.6266494,0.5874131,0.530814,0.25395626,0.3640679,0.37335062,0.41258693,0.469186,0.49208748,0.27186415,0.25329876,0.17482615,0.06162797
2,SH600176,0.167812541745943,0.5833333333333334,-0.051108062,0.6412287354469299,0.6412287354469299,SH600176,中国巨石,2026-07-09,0.02982461,0.084736854,0.3519674,0.0028070149,0.033126257,0.05210523,0.6149064,0.07912283,0.9337475,0.9710391,1.0027257,0.92044294,0.96943516,1.155365,1.2061329,0.6706931,0.67342293,0.49498075,1.05441,1.1337967,1.0261143,0.9056027,0.7521894,0.09808599,0.10973724,0.17579877,0.22533286,0.22354455,-0.054769363,-0.033443775,0.01871669,0.021332288,0.010865629,0.77947354,0.8514006,0.39672944,0.6945884,0.7205786,0.05512869,0.016700262,-0.20392293,-0.21492086,-0.072725415,1.2708658,1.3151621,1.3151621,1.3151621,1.3151621,0.92044294,0.92044294,0.6473575,0.5814266,0.49159446,1.1112063,1.215669,1.2064731,1.1637115,0.99563926,0.99100465,1.0177151,0.8982635,0.66568696,0.5779747,0.4,0.2,0.45,0.6333333,0.81666666,0.2270316,0.20155361,0.52806234,0.570469,0.6173209,0.2,0.1,0.55,0.7,0.85,1.0,1.0,0.05,0.26666668,0.016666668,-0.8,-0.9,0.5,0.43333334,0.8333333,0.4232233,0.041510195,0.22991966,0.50128955,0.63089633,0.8717127,0.51302284,-0.18063788,0.002405351,0.02332845,0.4,0.4,0.65,0.6,0.6666667,0.6,0.6,0.35,0.4,0.33333334,-0.2,-0.2,0.3,0.2,0.33333334,0.27821222,0.32195863,0.6429534,0.61222434,0.62610686,0.7217878,0.6780414,0.3570466,0.38777566,0.37389314,-0.4435756,-0.35608277,0.28590682,0.22444868,0.25221375,0.9093311,0.884102,0.84842736,0.7967102,0.70157164,0.07948988,0.095317006,0.13509843,0.14771219,0.15963717,0.37124142,0.45661142,0.51645344,0.6257333,0.824206,0.7249948,0.5713163,0.52369714,0.5528938,0.53237605,0.27500525,0.4286837,0.47630286,0.44710618,0.46762395,0.4499895,0.14263259,0.04739428,0.10578761,0.06475211
3,SH688008,0.13799681120609603,0.875,-0.06209469,0.02131887525320053,0.02131887525320053,SH688008,澜起科技,2026-07-09,0.12475404,0.12904365,0.96675843,0.0,0.0,0.0042896117,0.033241555,0.12904365,1.0,0.88908327,1.0,0.88526946,0.93475264,0.94174165,0.9767442,0.8082499,0.92894244,0.50218976,0.9248481,0.970752,0.9321745,0.9046218,0.81609803,0.05263533,0.082112074,0.08401517,0.08268636,0.15998305,0.0057681194,-0.01174776,0.0068425527,0.0053808596,0.0074076257,0.030022983,0.18763226,0.23216084,0.32819906,0.6538979,0.06361567,0.08211291,0.0028212338,0.017355785,-0.034622967,1.0,1.1647962,1.1647962,1.1647962,1.1647962,0.839761,0.839761,0.7814179,0.7732432,0.49817172,0.9520625,1.0455679,0.9838941,0.9508335,0.934809,0.88169074,0.9100458,0.8626583,0.8288101,0.6072178,1.0,0.7,0.85,0.9,0.95,1.0,0.49298963,0.5701473,0.57912153,0.75279003,1.0,0.4,0.7,0.8,0.9,0.8,0.9,0.15,0.26666668,0.016666668,0.2,-0.5,0.55,0.53333336,0.8833333,0.9304725,0.78011596,0.8077338,0.7272734,0.58742803,0.8983445,0.68531215,0.4854958,0.41923413,0.5187065,0.4,0.5,0.6,0.53333336,0.6,0.6,0.5,0.4,0.46666667,0.4,-0.2,0.0,0.2,0.06666667,0.2,0.6292168,0.51820165,0.5954441,0.5253531,0.6095906,0.3707832,0.48179838,0.40455592,0.4746469,0.39040944,0.25843355,0.036403265,0.19088814,0.050706185,0.21918114,0.8024676,0.9496796,0.8896995,0.85936373,0.879586,0.14374611,0.20334576,0.19846551,0.1877865,0.23237064,1.405241,0.97707605,0.9923682,0.94147855,1.1121047,0.44430506,0.46657455,0.58152467,0.5078839,0.52526915,0.55569494,0.53342545,0.4184753,0.4921161,0.47473082,-0.1113899,-0.06685088,0.16304937,0.015767794,0.050538346
4,SH688223,0.11714271129124108,0.875,0.022522569,0.4045868515968323,0.4045868515968323,SH688223,晶科能源,2026-07-09,0.023866337,0.045346126,0.5263148,0.004773311,0.10526392,0.016706478,0.36842132,0.035799503,0.78947216,0.97669,1.004662,0.9603729,0.98339593,1.09009,1.1373874,1.2409909,1.4234234,1.5225224,1.0211712,1.0626127,1.1231982,1.1802553,1.378003,0.03531083,0.05138997,0.0758694,0.111636795,0.22257185,-0.020045044,-0.014523613,-0.012026689,-0.012055939,-0.011593936,0.8056347,0.73215675,0.8794819,0.9038349,0.8276013,0.018918915,0.0027436488,-0.008944655,-0.0054441453,-0.03598189,1.1000392,1.1770095,1.260891,1.4737695,1.825727,0.9603729,0.9603729,0.9603729,0.9603729,0.9603729,1.0432432,1.0972973,1.2009009,1.2608109,1.5747749,0.99594593,1.0144144,1.0648649,1.09009,1.1373874,0.4,0.2,0.1,0.06666667,0.033333335,0.2837268,0.18291956,0.13186252,0.07718606,0.04579289,0.2,0.4,0.25,0.033333335,0.35,1.0,1.0,1.0,1.0,1.0,-0.8,-0.6,-0.75,-0.96666664,-0.65,0.5702393,0.6338219,0.35498458,0.3614138,0.6575724,-0.24818066,0.055139348,0.0021811516,-0.06478873,0.28372088,0.2,0.3,0.4,0.4,0.41666666,0.8,0.7,0.55,0.56666666,0.55,-0.6,-0.4,-0.15,-0.16666667,-0.13333334,0.15517229,0.24793383,0.26222226,0.25773197,0.37633264,0.8448277,0.7520662,0.7377777,0.742268,0.62366736,-0.6896554,-0.50413233,-0.47555545,-0.48453608,-0.24733472,1.0484354,1.164734,1.1885374,1.225427,1.4591867,0.11326074,0.20885973,0.18714921,0.2290196,0.4633283,0.430659,0.5905612,0.76434124,0.7885841,1.0343966,0.22931479,0.4591855,0.4102535,0.46854156,0.49310952,0.7706852,0.5408145,0.5897465,0.53145844,0.5068905,-0.5413704,-0.08162901,-0.179493,-0.062916845,-0.013780964
5,SH600438,0.10402031243361944,0.625,0.02439022,0.32643723487854004,0.32643723487854004,SH600438,通威股份,2026-07-09,-0.0026978243,0.031474866,-0.08571361,0.0071942806,0.22857225,0.02158276,0.6857141,0.011690655,0.37142828,1.0027051,1.0099188,0.97835886,0.99627346,1.0901657,1.1046007,1.2596885,1.3823508,1.4688901,1.0297803,1.0625044,1.1212543,1.1684278,1.3526974,0.0282725,0.04162901,0.078645915,0.099245965,0.20652072,-0.017506935,-0.0111963665,-0.01264257,-0.010668596,-0.011558247,0.95858765,0.6630915,0.9044539,0.89555144,0.95533675,0.005233596,-0.012120789,-0.0011499308,-0.013733132,-0.011729099,1.0974337,1.1515085,1.2921747,1.3796183,1.6979338,0.97835886,0.97835886,0.97835886,0.97835886,0.97835886,1.0525209,1.0905354,1.1944535,1.2598734,1.5655692,1.0021617,1.0265377,1.0611818,1.0834956,1.1275262,0.2,0.1,0.05,0.033333335,0.016666668,0.1817441,0.12498523,0.06896129,0.053933043,0.030074898,0.2,0.4,0.05,0.033333335,0.15,1.0,1.0,1.0,1.0,1.0,-0.8,-0.6,-0.95,-0.96666664,-0.85,0.69537246,0.7744756,0.45297518,-0.097921774,0.2291153,-0.17780358,0.34928578,0.48762143,0.42665273,0.5439474,0.0,0.3,0.3,0.26666668,0.36666667,1.0,0.7,0.7,0.73333335,0.6,-1.0,-0.4,-0.4,-0.46666667,-0.23333333,0.0,0.25008506,0.20124346,0.24576831,0.34185535,1.0,0.74991494,0.79875654,0.7542317,0.65814465,-1.0,-0.49982986,-0.5975131,-0.5084634,-0.3162893,1.0402274,1.2116644,1.2432812,1.153317,1.2208538,0.16152872,0.27468133,0.32098907,0.3139379,0.38186362,0.6252588,0.754217,0.7935686,0.8508349,1.3223716,0.30284297,0.4736909,0.4519895,0.48550045,0.5075071,0.697157,0.52630913,0.54801047,0.51449955,0.4924929,-0.39431405,-0.05261822,-0.09602097,-0.028999114,0.015014143
6,SH601600,0.09585525953906289,0.7916666666666666,0.03057754,0.29821184277534485,0.29821184277534485,SH601600,中国铝业,2026-07-09,-0.007352954,0.046568647,-0.15789495,0.003676508,0.07894814,0.035539184,0.7631569,0.024509722,0.52631384,1.0074074,1.0111111,0.9641976,0.98769015,1.00906,1.0860703,1.2468855,1.4620612,1.5254815,1.0212911,1.0234429,1.1171008,1.1961118,1.3247263,0.018144807,0.017930701,0.11342681,0.15420063,0.17615548,-0.009399782,-0.0029856896,-0.017694293,-0.016621716,-0.009265504,0.6709201,0.25415942,0.851732,0.9004945,0.8438118,-0.0024915182,-0.010007228,0.05099496,0.044903107,-0.05139399,1.0747424,1.0954161,1.3664768,1.4972584,1.580974,0.9641976,0.9641976,0.9641976,0.9641976,0.9641976,1.0321631,1.0394112,1.233522,1.3363533,1.4797282,1.008154,1.009966,1.0142696,1.0267271,1.1223103,0.2,0.1,0.05,0.033333335,0.016666668,0.3238723,0.2728459,0.08899899,0.06716389,0.058047675,0.4,0.1,0.15,0.16666667,0.06666667,1.0,1.0,1.0,1.0,1.0,-0.6,-0.9,-0.85,-0.8333333,-0.93333334,0.5467015,0.2810429,0.44510162,0.3759797,-0.08443053,0.30640537,0.08682021,-0.0071759615,-0.022481848,0.2387619,0.4,0.3,0.3,0.33333334,0.33333334,0.6,0.7,0.65,0.6333333,0.65,-0.2,-0.4,-0.35,-0.3,-0.31666666,0.44736838,0.28160894,0.31010455,0.29098362,0.3755365,0.5526316,0.71839106,0.68989545,0.7090164,0.6244635,-0.10526323,-0.4367821,-0.37979093,-0.4180328,-0.24892701,0.9609069,1.0180954,1.1781948,1.1990339,1.0903919,0.28477737,0.20535633,0.31177804,0.33513784,0.35081863,0.48503795,0.8226743,0.9612339,1.0651025,1.2119366,0.46072865,0.4213669,0.52232134,0.44652653,0.4918885,0.53927135,0.57863307,0.4776787,0.5534735,0.50811154,-0.07854273,-0.15726618,0.044642627,-0.10694695,-0.01622304
7,SH600938,0.09473100457716029,0.9583333333333334,0.009857655,0.030870243906974792,0.030870243906974792,SH600938,中国海油,2026-07-09,-0.024096418,0.033046495,-0.7291671,0.006540401,0.19791512,0.0024096768,0.072917774,-0.028227141,-0.8541644,1.0246913,1.0313933,0.9975308,1.0129329,0.94359255,0.9780942,1.2009858,1.2023549,1.3439212,0.9979737,0.97738224,1.0339677,1.1025009,1.2056408,0.01363431,0.02428379,0.0754902,0.117039114,0.13706852,0.0064074406,0.0063460423,-0.010350286,-0.012141761,-0.007087097,0.5521319,0.6260146,0.6579482,0.8340709,0.81538194,-0.010788586,-0.005939449,0.06436004,0.07355463,0.0034286212,1.0313933,1.0313933,1.22945,1.3122008,1.4291533,0.947448,0.9312465,0.9312465,0.9312465,0.9312465,1.0042168,1.0003285,1.1038883,1.2296823,1.3120482,0.99293536,0.95662653,0.9652793,0.9778204,1.0338992,0.6,0.8,0.45,0.3,0.15,0.62602687,0.6865272,0.23055895,0.18047698,0.13808504,1.0,1.0,0.05,0.26666668,0.23333333,0.2,0.5,0.75,0.8333333,0.9166667,0.8,0.5,-0.7,-0.56666666,-0.68333334,0.38091186,0.5887257,-0.16100562,-0.5025648,-0.38634682,0.22229314,0.2817587,-0.27778804,0.15787494,-0.025362702,0.8,0.4,0.25,0.33333334,0.43333334,0.2,0.6,0.75,0.6666667,0.56666666,0.6,-0.2,-0.5,-0.33333334,-0.13333334,0.83012843,0.59132415,0.21461882,0.33423054,0.3511848,0.16987157,0.40867588,0.7853812,0.66576946,0.6488152,0.66025686,0.18264826,-0.57076234,-0.33153895,-0.29763043,0.92746085,0.8665612,0.87312263,0.795693,0.73928297,0.10572004,0.11433458,0.18237846,0.20792936,0.19206582,0.6194625,0.81944734,1.1220452,1.0497202,1.1291761,0.6174782,0.35859114,0.55426496,0.5363951,0.518157,0.3825218,0.64140886,0.44573507,0.46360493,0.48184296,0.23495638,-0.28281772,0.10852989,0.07279016,0.036314063
8,SH688981,0.0944454298120398,0.875,-0.05768788,0.2447444349527359,0.2447444349527359,SH688981,中芯国际,2026-07-09,0.12571575,0.14582253,0.8621148,0.009825659,0.06738094,0.010281115,0.0705043,0.12617122,0.86523813,0.8883237,1.0087284,0.87919074,0.9450455,0.83294797,0.9067052,0.72450864,0.84520227,0.5838728,0.8726243,0.8739769,0.83699423,0.8141368,0.75097203,0.07535298,0.054676533,0.068301305,0.07053044,0.09811737,0.04247977,0.004330005,0.008532051,0.005047702,0.0047908123,0.7945173,0.0574892,0.54615635,0.39695013,0.727154,0.04241619,0.1065381,0.08195129,0.11267152,0.10769898,1.0087284,1.0087284,1.0087284,1.0087284,1.0087284,0.7818497,0.7818497,0.7110405,0.6936416,0.5764162,0.9033526,0.8979653,0.8819422,0.8765549,0.84228903,0.8280578,0.8328208,0.77378035,0.74908674,0.67089015,1.0,1.0,1.0,1.0,1.0,0.9615285,0.9615285,0.97067946,0.9722985,0.97981006,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.05,0.26666668,0.016666668,0.6,0.3,0.95,0.73333335,0.98333335,0.92142785,0.8491937,0.7580161,0.68145514,0.7180849,0.78579694,0.7453414,0.56872994,0.5393403,0.63753986,0.8,0.6,0.65,0.6,0.5833333,0.2,0.4,0.35,0.4,0.41666666,0.6,0.2,0.3,0.2,0.16666667,0.8961076,0.61634946,0.70819503,0.5806918,0.62867767,0.1038924,0.3836505,0.29180497,0.41930816,0.37132233,0.7922152,0.23269898,0.41639006,0.16138366,0.25735533,0.66413903,0.69618255,0.6835443,0.6862343,0.6633873,0.20494539,0.14464949,0.15694556,0.17733651,0.29065755,1.343269,1.0668399,0.9924644,0.98112214,1.6693972,0.6958502,0.574539,0.6070473,0.5195967,0.53346145,0.3041498,0.42546102,0.39295268,0.48040333,0.46653858,0.39170036,0.14907798,0.21409462,0.039193336,0.06692285
9,SH601808,0.09441633801582146,1.0,0.0014144182,0.042969346046447754,0.042969346046447754,SH601808,中海油服,2026-07-09,-0.050504997,0.05134676,-0.98360634,0.0,0.0,0.00084176194,0.016393673,-0.049663235,-0.9672127,1.0531914,1.0531914,0.99911344,1.0227989,0.970297,0.9837341,1.0714285,1.1414427,1.3734087,1.0022631,0.9825318,1.0187765,1.0517445,1.1593469,0.018939616,0.024641216,0.049617805,0.06331399,0.12485621,0.003818969,0.006690672,-0.0061910427,-0.006453029,-0.0070229513,0.101645924,0.6758132,0.5449047,0.8050623,0.9649812,-0.009901003,-0.012639825,0.04003841,0.04182448,0.047830075,1.0531914,1.0531914,1.1096181,1.152498,1.4064584,0.97165084,0.9337708,0.9337708,0.9337708,0.9337708,1.0118811,1.0014144,1.065488,1.122348,1.2966053,0.99038184,0.96053743,0.9697312,0.98302686,1.030693,0.6,0.8,0.5,0.33333334,0.16666667,0.34766924,0.5545876,0.37662902,0.30279365,0.140112,1.0,1.0,0.1,0.033333335,0.016666668,0.2,0.2,0.6,0.73333335,0.8666667,0.8,0.8,-0.5,-0.7,-0.85,0.70648575,0.76019794,0.28965956,0.15101233,0.30094495,0.70717037,0.71902364,0.6860572,0.67281437,0.46791154,0.6,0.6,0.45,0.36666667,0.31666666,0.4,0.4,0.55,0.6,0.65,0.2,0.2,-0.1,-0.23333333,-0.33333334,0.6019418,0.5397924,0.4056075,0.34709486,0.281457,0.39805818,0.46020755,0.5943925,0.65290517,0.718543,0.20388366,0.07958489,-0.188785,-0.30581027,-0.43708596,0.6851073,0.5594857,0.55054796,0.5368989,0.561317,0.32838383,0.26244035,0.21441406,0.17981453,0.17054163,0.9024561,1.2010548,1.0904855,1.2335639,1.1931483,0.7418169,0.6789744,0.594048,0.5787587,0.5216871,0.2581831,0.32102558,0.40595198,0.42124128,0.47831288,0.48363382,0.3579488,0.18809605,0.15751743,0.043374218
