,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-04-28,SH600000,-0.026589106377888562,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260428_13,6e5e937e61594771be7d22c9a8c298f3,0.013,,,
1,2026-04-28,SH601238,0.08622372150421143,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
2,2026-04-28,SH601236,-0.018574422225356102,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
3,2026-04-28,SH601229,-0.02055211365222931,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
4,2026-04-28,SH601225,-0.012750817462801933,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
5,2026-04-28,SH601211,0.008619995787739754,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
6,2026-04-28,SH601186,0.0994834452867508,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
7,2026-04-28,SH601169,-0.08081968128681183,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
8,2026-04-28,SH601166,0.06332110613584518,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
9,2026-04-28,SH601138,-0.1226661279797554,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
10,2026-04-28,SH601136,-0.012556360103189945,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
11,2026-04-28,SH601288,-0.00789528340101242,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
12,2026-04-28,SH601127,0.023645859211683273,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
13,2026-04-28,SH601111,-0.02883303351700306,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
14,2026-04-28,SH601100,0.15917141735553741,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
15,2026-04-28,SH601088,-0.10385056585073471,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
16,2026-04-28,SH601077,0.0795428678393364,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
17,2026-04-28,SH601066,-0.025857659056782722,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
18,2026-04-28,SH601059,0.0318642184138298,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
19,2026-04-28,SH601058,-0.03216368332505226,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
20,2026-04-28,SH601021,-0.057570431381464005,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
21,2026-04-28,SH601018,0.03469693288207054,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
22,2026-04-28,SH601012,-0.011635605245828629,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
23,2026-04-28,SH601117,0.02367086336016655,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
24,2026-04-28,SH601298,0.08637886494398117,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
25,2026-04-28,SH601318,0.004667381756007671,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
26,2026-04-28,SH601319,0.03903784975409508,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
27,2026-04-28,SH601800,-0.032259147614240646,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
28,2026-04-28,SH601788,-0.04663586989045143,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
29,2026-04-28,SH601766,-0.034469686448574066,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260428_13,df74be2162054d5d8b3f0ed5014be926,0.024,,,
