,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,SH600893,0.3658204307539248,1.0,0.025077462,0.3407429685575747,0.3407429685575747,SH600893,航发动力,2026-03-12,6.9572396,7.230001
1,SH600029,0.2534781066558355,1.0,-0.019607842,0.27308594862437185,0.27308594862437185,SH600029,南方航空,2026-03-12,1.2113366,1.217723
2,SH600482,0.2504176743710611,1.0,-0.014287174,0.26470484811907746,0.26470484811907746,SH600482,中国动力,2026-03-12,7.1362195,7.264688
3,SH600115,0.2384132992649711,1.0,-0.0046011806,0.24301447981840738,0.24301447981840738,SH600115,中国东航,2026-03-12,0.56813496,0.5725722
4,SH600346,0.2202874482799907,1.0,-0.03570342,0.2559908689190288,0.2559908689190288,SH600346,恒力石化,2026-03-12,8.354481,8.43836
5,SZ002493,0.2073104599457157,1.0,-0.035989523,0.24329998287967566,0.24329998287967566,,,2026-03-12,0.8313968,0.83442646
6,SH600875,0.2007325244778142,1.0,0.0085988045,0.19213372000393725,0.19213372000393725,SH600875,东方电气,2026-03-12,7.628777,7.8434157
7,SH601872,0.1907664529933355,1.0,0.07479727,0.11596918031114556,0.11596918031114556,SH601872,招商轮船,2026-03-12,1.1651273,1.2661284
8,SH600176,0.1854221036993978,1.0,-0.053245604,0.23866770773763632,0.23866770773763632,SH600176,中国巨石,2026-03-12,241.63586,241.54897
9,SH603993,0.1534765424141025,1.0,-0.020195067,0.17367160934296602,0.17367160934296602,SH603993,洛阳钼业,2026-03-12,2.8913717,2.865313
10,SH688396,0.150887812038573,0.6666666666666666,0.0037667751,0.1471210369073474,0.1471210369073474,SH688396,华润微,2026-03-12,0.028947793,0.029206553
11,SZ300394,0.1356492868876468,1.0,-0.042556167,0.17820545353651154,0.17820545353651154,,,2026-03-12,33.662228,33.827785
12,SZ300251,0.1351887094092074,1.0,0.013987541,0.12120116821047694,0.12120116821047694,,,2026-03-12,2.2106433,2.2442482
13,SZ002001,0.1324420064803021,0.6666666666666666,-0.035425723,0.16786772907933165,0.16786772907933165,,,2026-03-12,135.18152,139.62178
14,SZ300408,0.1320117884708117,1.0,0.0049391985,0.12707258997685417,0.12707258997685417,,,2026-03-12,0.6015077,0.60492474
15,SH600188,0.1194343341490723,0.6666666666666666,-0.039945006,0.15937934051961672,0.15937934051961672,SH600188,兖矿能源,2026-03-12,37.677837,38.09466
16,SH600522,0.1193251793633393,1.0,-0.04941094,0.16873611857995308,0.16873611857995308,SH600522,中天科技,2026-03-12,16.436935,16.77399
17,SZ000301,0.1171466016884767,1.0,-0.013818204,0.13096480609140027,0.13096480609140027,,,2026-03-12,0.37602606,0.37701926
18,SZ300442,0.1163679298775645,1.0,-0.0026640296,0.11903195947580059,0.11903195947580059,,,2026-03-12,0.40940037,0.4110414
19,SH603986,0.112470470313879,0.6666666666666666,0.09998858,0.01248189056381796,0.01248189056381796,SH603986,兆易创新,2026-03-12,7.9159627,8.707462
20,SH688256,0.11223659583428,1.0,-0.005592525,0.11782912083962058,0.11782912083962058,SH688256,寒武纪,2026-03-12,0.024296356,0.02423008
21,SH601328,0.1107723166891439,1.0,0.0032223463,0.10754997038329674,0.10754997038329674,SH601328,交通银行,2026-03-12,0.27648604,0.2798839
22,SH601816,0.1106292429206196,1.0,0.014545441,0.09608380224679147,0.09608380224679147,SH601816,京沪高铁,2026-03-12,0.12941298,0.13165572
23,SZ002028,0.1072368583933964,1.0,-0.012298048,0.11953490593596842,0.11953490593596842,,,2026-03-12,140.28072,140.93129
24,SZ000338,0.1016657986180694,1.0,-0.0132677555,0.11493355412649225,0.11493355412649225,,,2026-03-12,3.2444942,3.2379472
25,SH600919,0.1003372884764513,1.0,0.016129017,0.0842082716002306,0.0842082716002306,SH600919,江苏银行,2026-03-12,0.36880383,0.3769282
26,SZ300308,0.0969046665223982,1.0,0.036308408,0.060596258738889894,0.060596258738889894,,,2026-03-12,49.62956,51.73368
27,SH600362,0.0963704196511605,1.0,-0.029348373,0.12571879306424644,0.12571879306424644,SH600362,江西铜业,2026-03-12,7.965623,7.9282246
28,SH600690,0.0963531812384937,1.0,-0.005980909,0.10233409010919071,0.10233409010919071,SH600690,海尔智家,2026-03-12,23.572186,23.619179
29,SH601138,0.0947232479191413,1.0,0.0039994717,0.09072377625471259,0.09072377625471259,SH601138,工业富联,2026-03-12,0.18931149,0.19021262
30,SH688008,0.0929658409193153,1.0,0.040998816,0.05196702442914196,0.05196702442914196,SH688008,澜起科技,2026-03-12,0.027720794,0.029087488
31,SH601021,0.0907571238641015,1.0,0.0011706352,0.08958648864071282,0.08958648864071282,SH601021,春秋航空,2026-03-12,0.3188174,0.32168013
32,SH601888,0.0868716200480312,1.0,0.025660634,0.06121098600719868,0.06121098600719868,SH601888,中国中免,2026-03-12,1.35026,1.3976333
33,SH601658,0.0857563386190252,1.0,0.0057803392,0.07997599937799736,0.07997599937799736,SH601658,邮储银行,2026-03-12,0.29951787,0.30239064
34,SH601009,0.0857249073653464,1.0,0.013361931,0.07236297651817843,0.07236297651817843,SH601009,南京银行,2026-03-12,1.5691814,1.6040965
35,SH600016,0.085247582855989,1.0,-0.007569015,0.09281659788208153,0.09281659788208153,SH600016,民生银行,2026-03-12,15.483153,15.522465
36,SH600900,0.0851760903452331,1.0,-0.0022123456,0.08738843594536128,0.08738843594536128,SH600900,长江电力,2026-03-12,10.320201,10.349808
37,SH601398,0.0818802514832089,1.0,0.007234335,0.0746459165375302,0.0746459165375302,SH601398,工商银行,2026-03-12,4.1688476,4.2291813
38,SH600036,0.0799737582972354,1.0,0.0037631989,0.07621055944469633,0.07621055944469633,SH600036,招商银行,2026-03-12,14.705177,14.808456
39,SH688111,0.0795835681644304,1.0,-0.037391663,0.11697523076208664,0.11697523076208664,SH688111,金山办公,2026-03-12,0.017989656,0.018004699
40,SZ300347,0.0794723676403517,0.6666666666666666,-0.013976991,0.09344935881695693,0.09344935881695693,,,2026-03-12,3.634067,3.6676607
41,SZ000895,0.0786077173462995,1.0,0.02041936,0.058188358139146176,0.058188358139146176,,,2026-03-12,64.69792,66.22821
42,SH600026,0.0784288733668654,0.6666666666666666,0.075250864,0.0031780093379347313,0.0031780093379347313,SH600026,中远海能,2026-03-12,4.020164,4.3797593
43,SZ002252,0.0782723817087059,1.0,-0.0032310486,0.08150343029269028,0.08150343029269028,,,2026-03-12,8.979504,8.993542
44,SH601229,0.078111958202972,1.0,0.005121231,0.07299072712387043,0.07299072712387043,SH601229,上海银行,2026-03-12,0.2129561,0.21621637
45,SH601668,0.0777415153994803,1.0,-0.011447191,0.08918870663788361,0.08918870663788361,SH601668,中国建筑,2026-03-12,0.68111324,0.68536264
46,SH601166,0.0723783397965502,1.0,0.0,0.0723783397965502,0.0723783397965502,SH601166,兴业银行,2026-03-12,1.3000394,1.3097051
47,SH600015,0.0719481115064848,1.0,-0.0013531446,0.07330125615217571,0.07330125615217571,SH600015,华夏银行,2026-03-12,5.371137,5.4391255
48,SH601169,0.0716944326196503,1.0,0.0,0.0716944326196503,0.0716944326196503,SH601169,北京银行,2026-03-12,0.25910518,0.26052105
