,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,buy_close,sell_high
0,0,SH601916,0.0794777627275318,0.9166666666666666,0.007109046,0.07236871674517097,0.07236871674517097,SH601916,浙商银行,2026-06-08,0.23638085,0.24129522
1,1,SH600919,0.0636855262192664,0.875,0.018808842,0.04487668451394414,0.04487668451394414,SH600919,江苏银行,2026-06-08,0.39271936,0.4023413
2,2,SH601166,0.0542627219452757,0.875,-0.0049051046,0.059167826582421694,0.059167826582421694,SH601166,兴业银行,2026-06-08,1.2800199,1.2840314
3,3,SH601838,0.0512636832172329,0.9583333333333334,0.01672244,0.03454124249762841,0.03454124249762841,SH601838,成都银行,2026-06-08,0.3764446,0.3832798
4,4,SH600900,0.0475278033017776,0.875,0.004410386,0.04311741721626735,0.04311741721626735,SH600900,长江电力,2026-06-08,10.35383,10.426343
5,5,SZ000983,0.0697698030339366,0.8333333333333334,-0.009331286,0.07910108898745832,0.07910108898745832,,,2026-06-08,8.734481,8.74546
