,instrument,avg_score,pos_ratio,real_label,error,abs_error,datetime,n1close,n2high
0,SH603195,0.1701798232813117,1.0,0.005240202,0.16493962133123846,0.16493962133123846,2026-03-11,0.069384284,0.07022289
1,SH600015,0.1644435361359271,1.0,0.016972423,0.14747111353613462,0.14747111353613462,2026-03-11,5.2818766,5.446153
2,SH601816,0.1409815637693962,1.0,0.001821518,0.13916004582506025,0.13916004582506025,2026-03-11,0.12919615,0.13017423
3,SH688009,0.1398857082688008,1.0,-0.015872955,0.15575866359106644,0.15575866359106644,2026-03-11,0.060934942,0.061250567
4,SH601818,0.1376648220056211,1.0,0.0,0.1376648220056211,0.1376648220056211,2026-03-11,1.067313,1.0769285
5,SH601328,0.1355663970748974,1.0,0.0070308447,0.12853555238648187,0.12853555238648187,2026-03-11,0.27464348,0.2785042
6,SZ002415,0.1277430279101429,1.0,0.0006314516,0.1271115763033924,0.1271115763033924,2026-03-11,2.697516,2.7059932
7,SH601669,0.1231875596332338,1.0,0.098976135,0.02421142437932755,0.02421142437932755,2026-03-11,0.42538166,0.467309
8,SH601658,0.1223614858603868,1.0,0.0043541193,0.11800736655954451,0.11800736655954451,2026-03-11,0.29810014,0.30187628
9,SH600233,0.1197113918890345,1.0,0.0502342,0.06947719331878303,0.06947719331878303,2026-03-11,1.7615112,1.8678842
10,SH600887,0.1148188641474472,1.0,0.0,0.1148188641474472,0.1148188641474472,2026-03-11,76.470184,77.12867
11,SZ000538,0.1094328425088947,1.0,0.0,0.1094328425088947,0.1094328425088947,2026-03-11,75.031265,75.40443
12,SZ002736,0.1080672464739368,1.0,-0.003109455,0.11117670158257938,0.11117670158257938,2026-03-11,0.29914203,0.30143404
13,SH600036,0.106510094212522,1.0,0.006599784,0.0999103103151221,0.0999103103151221,2026-03-11,14.60851,14.812433
14,SZ000333,0.1065036416637136,1.0,-0.006986439,0.11349008089177146,0.11349008089177146,2026-03-11,1.3800635,1.3811065
15,SH601939,0.1056314021702418,1.0,0.0057269335,0.09990446869093272,0.09990446869093272,2026-03-11,0.77641624,0.7844575
16,SH600941,0.1048398570291866,1.0,0.015072346,0.08976751129554403,0.08976751129554403,2026-03-11,0.042203482,0.0429637
17,SH600674,0.1043414055569574,1.0,-0.032622278,0.1369636832936212,0.1369636832936212,2026-03-11,72.56512,73.05529
18,SH600600,0.1025135923611692,1.0,0.0033160448,0.09919754755373512,0.09919754755373512,2026-03-11,2.7379637,2.7673838
19,SH600050,0.1001604203717468,1.0,0.008629918,0.09153050227329709,0.09153050227329709,2026-03-11,2.0740905,2.1140413
20,SZ002352,0.098483222410066,1.0,0.019256711,0.07922651140390145,0.07922651140390145,2026-03-11,0.51028055,0.52173364
21,SZ000001,0.0977805468164968,1.0,-0.00091695786,0.0986975046717214,0.0986975046717214,2026-03-11,1.2622528,1.2691684
22,SH600016,0.0935444283758008,1.0,-0.0075120926,0.10105652096613284,0.10105652096613284,2026-03-11,15.600241,15.717746
23,SH601166,0.0929788233136395,1.0,0.0010946989,0.09188412440769468,0.09188412440769468,2026-03-11,1.2985771,1.311086
24,SZ000651,0.0914857671385602,1.0,0.01900816,0.07247760750110903,0.07247760750110903,2026-03-11,471.11453,480.8161
25,SH601398,0.0881006012596583,1.0,0.0055960417,0.08250455958027597,0.08250455958027597,2026-03-11,4.1456094,4.180427
26,SH601236,0.0860811842338476,1.0,-0.0031612515,0.08924243577879999,0.08924243577879999,2026-03-11,0.4567795,0.45963144
27,SH600377,0.0851030197973283,1.0,-0.004868269,0.08997128876400311,0.08997128876400311,2026-03-11,2.9840474,2.9958022
28,SZ000425,0.0828238016730545,1.0,-0.013936281,0.09676008287727814,0.09676008287727814,2026-03-11,39.684692,40.27394
29,SH600025,0.0822177282648684,1.0,-0.008442044,0.09065977252298607,0.09065977252298607,2026-03-11,1.648519,1.6612005
30,SZ000100,0.0799899498775235,1.0,-0.011950016,0.09193996589925202,0.09193996589925202,2026-03-11,1.2031373,1.2137647
31,SZ000166,0.0797276603751049,1.0,-0.0063776374,0.08610529776142692,0.08610529776142692,2026-03-11,0.03209411,0.032266848
32,SZ000708,0.0796845465808763,1.0,-0.00919807,0.08888261615332503,0.08888261615332503,2026-03-11,6.339724,6.4507804
