,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,buy_close,sell_high
0,0,SZ000338,0.7446726314393666,1.0,0.01982081,0.7248518220750477,0.7248518220750477,,,2026-05-06,4.475491,4.675077
1,1,SH603986,0.289856622037249,1.0,0.017047882,0.27280873995717086,0.27280873995717086,SH603986,兆易创新,2026-05-06,9.791971,10.163662
2,2,SH688012,0.2916437269899224,0.75,0.0033984184,0.28824530856340874,0.28824530856340874,SH688012,中微公司,2026-05-06,0.05904365,0.060538653
3,3,SH688256,0.4245364035967535,0.4,0.023561716,0.4009746875170416,0.4009746875170416,SH688256,寒武纪,2026-05-06,0.04045329,0.041795008
4,4,SZ300661,0.1882501037066679,0.75,0.0169667,0.17128340315277385,0.17128340315277385,,,2026-05-06,4.62155,4.7543406
5,5,SZ002475,0.1657950098170543,1.0,0.03637123,0.12942377873795274,0.12942377873795274,,,2026-05-06,50.30357,52.717934
6,6,SH688047,0.2024365880812781,0.8,0.014095426,0.18834116247550417,0.18834116247550417,SH688047,龙芯中科,2026-05-06,0.022803402,0.023697086
7,7,SH603893,0.1025548887845138,0.95,-0.002135694,0.10469058281146082,0.10469058281146082,SH603893,瑞芯微,2026-05-06,0.9948249,0.9948521
8,8,SZ000938,0.1396328266413814,0.85,0.03390348,0.10572934706527057,0.10572934706527057,,,2026-05-06,0.43751195,0.45509005
9,9,SH688981,0.1342342495972048,0.9,0.018196583,0.11603766680301536,0.11603766680301536,SH688981,中芯国际,2026-05-06,0.017903564,0.018540587
