,instrument,avg_score,pos_ratio,real_label,error,abs_error,datetime,n1close,n2high
40,SH601816,0.0410323580362759,0.5,0.0018382072,0.03919415079140285,0.03919415079140285,2026-03-06,0.12811203,0.12909119
41,SH688008,0.0408137554131558,0.5,0.032414436,0.00839931907282377,0.00839931907282377,2026-03-06,0.02803818,0.029144412
42,SH601916,0.0407732963635105,0.75,0.0047961473,0.03597714901701392,0.03597714901701392,2026-03-06,0.23387986,0.23457009
43,SH601898,0.0403307102071984,0.5,-0.0768072,0.11713791111585929,0.11713791111585929,2026-03-06,0.078930564,0.07530653
44,SZ000895,0.0401007050107672,0.5,-0.0021966696,0.042297374589319446,0.042297374589319446,2026-03-06,63.285553,63.44764
45,SH600893,0.0397125538112618,1.0,0.028966904,0.010745650124738361,0.010745650124738361,2026-03-06,7.7915373,8.235168
46,SH600919,0.0396695462223191,1.0,-0.0028555393,0.042525085544218515,0.042525085544218515,2026-03-06,0.3591287,0.36016482
47,SH600482,0.038112357980457,0.5,-0.0032045245,0.041316882497516326,0.041316882497516326,2026-03-06,8.181418,8.463528
48,SH600000,0.0376291153025656,0.75,0.011134148,0.026494967658522633,0.026494967658522633,2026-03-06,4.1488266,4.2075176
49,SZ002736,0.0373489907001701,1.0,0.012086511,0.02526248004190594,0.02526248004190594,2026-03-06,0.29234096,0.29721254
50,SH600926,0.0370046422419504,0.75,0.0030218363,0.03398280596112765,0.03398280596112765,2026-03-06,0.26301613,0.26396382
51,SH601658,0.0369742813527481,1.0,0.0014771223,0.03549715904592437,0.03549715904592437,2026-03-06,0.29301864,0.2938837
52,SH601006,0.0368141290038474,0.75,0.0043572187,0.0324569102614768,0.0324569102614768,2026-03-06,1.194406,1.202525
53,SZ002001,0.0361943846684559,0.25,0.0027624369,0.033431947801695644,0.033431947801695644,2026-03-06,126.547325,128.4001
54,SZ300433,0.0356612384502437,0.75,0.03531754,0.0003436982814814943,0.0003436982814814943,2026-03-06,1.0563304,1.1040748
55,SH600600,0.0344292720597223,1.0,0.011049628,0.023379643801970836,0.023379643801970836,2026-03-06,2.696702,2.7320416
56,SH688111,0.0342221054898094,0.5,0.013914704,0.020307401166994456,0.020307401166994456,2026-03-06,0.018140035,0.018753283
57,SH601998,0.0334680259886118,0.75,0.0040403605,0.029427665537867173,0.029427665537867173,2026-03-06,0.23593572,0.23882084
58,SH601336,0.0329520187077468,0.75,0.008932352,0.02401966664170676,0.02401966664170676,2026-03-06,0.18077755,0.18413329
59,SH600188,0.0328177414291575,0.75,-0.039417386,0.07223512748415017,0.07223512748415017,2026-03-06,35.098007,34.442528
60,SZ002252,0.0325977383261976,0.75,0.0,0.0325977383261976,0.0325977383261976,2026-03-06,8.992942,9.036178
61,SH601018,0.0325920278434114,1.0,0.011764765,0.020827263057644797,0.020827263057644797,2026-03-06,0.6535948,0.662822
62,SH601988,0.0325077121088527,0.75,-0.005776167,0.038283879024746253,0.038283879024746253,2026-03-06,2.491474,2.4859295
63,SH601668,0.0316177202361622,0.75,0.0033613443,0.028256375898698824,0.028256375898698824,2026-03-06,0.66287225,0.66732544
64,SH600036,0.0316074740137456,0.75,0.011094809,0.020512665435254387,0.020512665435254387,2026-03-06,14.346242,14.512943
65,SZ002601,0.0314039280633811,0.5,-0.005540788,0.036944716237056634,0.036944716237056634,2026-03-06,0.2623646,0.26525807
66,SH603259,0.0311785726052225,0.75,0.033468485,-0.0022899122733175403,0.0022899122733175403,2026-03-06,0.6101162,0.6335426
67,SH601398,0.0305417954882377,1.0,-0.008460283,0.03900207876765664,0.03900207876765664,2026-03-06,4.1153946,4.1095185
68,SH600875,0.0301140326004127,0.5,-0.019540548,0.049654580924997666,0.049654580924997666,2026-03-06,8.542305,8.752781
69,SH601628,0.0295774122042302,0.75,0.011271596,0.01830581624933518,0.01830581624933518,2026-03-06,0.050409164,0.051294632
70,SH600111,0.0295133231939955,0.5,0.0016641617,0.027849161511866595,0.027849161511866595,2026-03-06,110.28404,112.841194
71,SZ002179,0.0293152944699262,1.0,0.027017593,0.0022977010861371383,0.0022977010861371383,2026-03-06,3.7421432,3.8715084
72,SH601818,0.0291351382534767,0.5,0.0074738264,0.02166131184509047,0.02166131184509047,2026-03-06,1.0343976,1.046667
73,SZ300750,0.0290818835588182,0.5,0.052580237,-0.02349835382979264,0.02349835382979264,2026-03-06,1.0050683,1.0676631
74,SZ001965,0.028805322299761,0.75,0.006042242,0.0227630802495901,0.0227630802495901,2026-03-06,0.13475272,0.1366523
75,SZ300251,0.0286567772907382,0.5,0.0011730194,0.02748375788155851,0.02748375788155851,2026-03-06,2.3235567,2.3639698
76,SZ000425,0.0265169560988142,0.5,0.0509336,-0.024416643373231697,0.024416643373231697,2026-03-06,40.758186,43.214737
77,SZ000001,0.0264006183166489,0.5,0.0046476126,0.02175300574493259,0.02175300574493259,2026-03-06,1.2414747,1.2472456
78,SH601021,0.0261629587490541,0.75,0.028548837,-0.0023858779590147476,0.0023858779590147476,2026-03-06,0.31482422,0.33200592
79,SH600741,0.0261306007436307,0.75,0.017959714,0.008170886807778648,0.008170886807778648,2026-03-06,23.593884,24.107426
80,SH601877,0.0256844245401622,0.5,0.026840448,-0.001156023839354401,0.001156023839354401,2026-03-06,0.18860246,0.20089954
81,SH688223,0.0249742647733965,0.5,0.10779226,-0.08281799348923778,0.08281799348923778,2026-03-06,0.07159845,0.082416184
82,SH600362,0.0246353816758666,0.75,0.012901902,0.011733479477075096,0.011733479477075096,2026-03-06,8.127088,8.335218
83,SZ000983,0.0240246657599731,0.5,-0.04216391,0.066188574241571,0.066188574241571,2026-03-06,8.537739,8.432557
84,SH601838,0.0240227782854629,0.5,0.004585266,0.01943751217218165,0.01943751217218165,2026-03-06,0.33562782,0.3387052
85,SZ000596,0.0229354255824693,0.5,0.00090777874,0.0220276468425401,0.0220276468425401,2026-03-06,6.4406767,6.50514
86,SZ002466,0.0224846142629081,0.75,0.014310002,0.00817461193594277,0.00817461193594277,2026-03-06,0.5445387,0.5574566
87,SH600150,0.0224725059328108,0.75,-0.008542299,0.031014805203440684,0.031014805203440684,2026-03-06,8.387194,8.531581
88,SH688009,0.0218576738507754,1.0,0.030555606,-0.0086979320375913,0.0086979320375913,2026-03-06,0.058065902,0.060341623
89,SH600760,0.0212910279578149,0.75,0.0036985874,0.017592440540212362,0.017592440540212362,2026-03-06,6.26285,6.348472
90,SH600018,0.0209168331337736,0.5,0.003484249,0.017432584018783365,0.017432584018783365,2026-03-06,1.013935,1.0170169
91,SZ000768,0.0205954006635794,0.75,0.009043217,0.011552183958257134,0.011552183958257134,2026-03-06,3.8597383,3.9577305
92,SH601298,0.0199595847644806,1.0,-0.0032706857,0.02323027043724061,0.02323027043724061,2026-03-06,0.37198198,0.37281182
93,SH600585,0.019458149358495,0.75,0.005251527,0.014206622525914432,0.014206622525914432,2026-03-06,21.983753,22.241463
94,SH688271,0.018709045545906,0.5,0.010203242,0.008505803243965084,0.008505803243965084,2026-03-06,0.003752179,0.0038158062
95,SZ002475,0.0186689658104993,0.25,0.062149882,-0.04348091650609005,0.04348091650609005,2026-03-06,34.870472,37.270115
96,SH600460,0.0186350991474476,0.75,0.029102564,-0.010467464710584625,0.010467464710584625,2026-03-06,14.272111,14.80757
97,SH601288,0.0179183441927041,0.75,-0.012048185,0.029966529064377682,0.029966529064377682,2026-03-06,4.597264,4.5693183
98,SH603195,0.0173744352512406,0.75,0.018111229,-0.0007367936916304954,0.0007367936916304954,2026-03-06,0.06846202,0.069699734
99,SZ000301,0.0172197008782325,0.75,-0.025426745,0.04264644629296639,0.04264644629296639,2026-03-06,0.392527,0.39403546
100,SZ300418,0.017081050903442,0.25,0.020383358,-0.0033023070982669857,0.0033023070982669857,2026-03-06,1.055308,1.1081133
101,SH601888,0.017034165541811,0.25,0.0040204525,0.01301371304242135,0.01301371304242135,2026-03-06,1.3836676,1.4110081
102,SH600522,0.0169427801592222,0.75,0.062512755,-0.04556997523475974,0.04556997523475974,2026-03-06,15.027527,16.12183
103,SH600900,0.0166943415365057,0.75,-0.00184232,0.018536661501868248,0.018536661501868248,2026-03-06,10.238214,10.253185
104,SZ002920,0.016172156974815,0.5,0.017400742,-0.001228584602333438,0.001228584602333438,2026-03-06,0.14650881,0.14935684
105,SZ000538,0.0141974382410344,0.75,0.00497818,0.009219258309393775,0.009219258309393775,2026-03-06,74.925125,75.3246
106,SZ002648,0.0135847572972533,0.5,-0.062456608,0.07604136511585681,0.07604136511585681,2026-03-06,3.6766398,3.5730968
107,SH603993,0.0125971538401636,0.5,0.02351439,-0.010917236151596654,0.010917236151596654,2026-03-06,3.108577,3.2123249
108,SZ002459,0.0122355984797587,0.75,0.002385974,0.009849624549399813,0.009849624549399813,2026-03-06,0.06833047,0.068877816
109,SH601456,0.0121916060641121,0.5,0.010224938,0.00196666767147294,0.00196666767147294,2026-03-06,0.27109653,0.27376258
110,SH600372,0.0121366763872847,0.5,0.007371545,0.00476513154933304,0.00476513154933304,2026-03-06,0.77419454,0.800914
111,SH601995,0.0119505954010228,0.25,0.004843235,0.007107360385153659,0.007107360385153659,2026-03-06,0.025420096,0.025561959
112,SH601601,0.0118343415594167,0.5,0.025441647,-0.013607305016511034,0.013607305016511034,2026-03-06,0.042980827,0.044098936
113,SH600426,0.0116727050616946,0.5,-0.039830685,0.051503389723559834,0.051503389723559834,2026-03-06,62.549664,61.65595
114,SH600845,0.0107966876938292,0.25,0.0037446022,0.007052085490460059,0.007052085490460059,2026-03-06,38.23891,39.209835
115,SH688041,0.0097257352466578,0.5,0.038201094,-0.028475358427048257,0.028475358427048257,2026-03-06,0.06647072,0.069974154
116,SH603369,0.0092408108986911,0.5,0.007545352,0.0016954589165744,0.0016954589165744,2026-03-06,0.4159452,0.41993517
117,SZ000063,0.009098710303732,0.75,0.032766223,-0.023667512650064386,0.023667512650064386,2026-03-06,6.397285,6.617607
118,SH600406,0.0089125345268543,0.25,-0.022843122,0.0317556570091541,0.0317556570091541,2026-03-06,350.8799,349.65506
119,SZ000792,0.0081329913549576,0.5,0.004422903,0.0037100882940445147,0.0037100882940445147,2026-03-06,12.748687,12.9777775
120,SZ300999,0.0080916574862331,0.75,-0.037806034,0.04589769157436786,0.04589769157436786,2026-03-06,0.0104193315,0.010380296
121,SH600887,0.0079948697897916,0.75,0.004564762,0.0034301076743130845,0.0034301076743130845,2026-03-06,75.239555,75.9837
122,SH601800,0.0071702075123272,0.75,0.0074937344,-0.0003235268474140107,0.0003235268474140107,2026-03-06,0.40196577,0.40699676
123,SH601878,0.007023263392564,0.5,0.008849502,-0.0018262382172382465,0.0018262382172382465,2026-03-06,0.08452313,0.08552193
124,SZ002311,0.0067395240790445,0.5,-0.008225024,0.014964547825534979,0.014964547825534979,2026-03-06,2.0054631,2.0127501
125,SH688981,0.0057660467191604,0.5,0.020353794,-0.01458774737873999,0.01458774737873999,2026-03-06,0.015291476,0.015671073
126,SH601059,0.004997957270145,0.25,0.0028425455,0.002155411760806621,0.002155411760806621,2026-03-06,0.12621151,0.126929
127,SH600570,0.0035009002717261,0.25,0.009029508,-0.005528607365297826,0.005528607365297826,2026-03-06,142.15924,145.13737
128,SH601766,0.0030834146651827,0.75,0.0054525137,-0.0023690990295804834,0.0023690990295804834,2026-03-06,1.1285639,1.1408786
129,SZ000999,0.0030102908881536,0.5,-0.0046070814,0.007617372301422643,0.007617372301422643,2026-03-06,0.7026119,0.7047839
130,SZ000568,0.0027080686046989,0.25,0.0005707741,0.0021372945263297594,0.0021372945263297594,2026-03-06,49.88165,50.32811
131,SH603296,0.0026299750284539,0.5,0.029149532,-0.026519557289661336,0.026519557289661336,2026-03-06,0.032425508,0.033595707
132,SH600584,0.0016672532382955,0.5,0.022202015,-0.020534761684800205,0.020534761684800205,2026-03-06,5.7101283,5.9129214
133,SH688012,0.0015904944515981,0.25,0.011057854,-0.009467359247132368,0.009467359247132368,2026-03-06,0.04986712,0.051988225
134,SH603288,0.0014615214103599,0.25,-0.00079345703,0.0022549784416099,0.0022549784416099,2026-03-06,0.65266025,0.6542486
135,SZ300759,0.0006673678997236,0.25,0.014710546,-0.014043177640132357,0.014043177640132357,2026-03-06,1.211793,1.2416333
136,SH688303,0.0006398138980223,0.5,0.0015431643,-0.0009033503552125633,0.0009033503552125633,2026-03-06,0.007691574,0.0077317455
137,SZ300502,0.0001597075299077,0.5,0.034713745,-0.0345540375872798,0.0345540375872798,2026-03-06,57.303482,59.840385
