,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,buy_close,sell_high
0,0,SH601808,0.0373098753607585,1.0,0.010813594,0.02649628149631758,0.02649628149631758,SH601808,中海油服,2026-04-10,0.014945945,0.015306937
1,1,SH601998,0.0383369656556653,0.9166666666666666,-0.0023724437,0.040709409331660174,0.040709409331660174,SH601998,中信银行,2026-04-10,0.26782495,0.26753286
2,2,SH600160,0.0371034837365763,0.8333333333333334,-0.027306616,0.06441010004288122,0.06441010004288122,SH600160,巨化股份,2026-04-10,25.732725,25.732313
3,3,SH600023,0.0245766200614802,1.0,0.0018280745,0.02274854560621897,0.02274854560621897,SH600023,浙能电力,2026-04-10,0.27747342,0.2779807
4,4,SH601825,0.0271250976873972,0.9166666666666666,-0.0032786727,0.03040377038255711,0.03040377038255711,SH601825,沪农商行,2026-04-10,0.14130719,0.1419165
5,5,SH600919,0.0292447082919006,0.75,0.0027731657,0.026471542589080774,0.026471542589080774,SH600919,江苏银行,2026-04-10,0.36982578,0.37119082
6,6,SZ003816,0.0289904916375471,0.9166666666666666,-0.0038240552,0.032814546832401835,0.032814546832401835,,,2026-04-10,0.4737361,0.47434556
7,7,SH600926,0.0295476869464982,0.75,0.0017769337,0.027770753276454254,0.027770753276454254,SH600926,杭州银行,2026-04-10,0.2752754,0.2760932
8,8,SZ000001,0.0264851151470226,0.6666666666666666,-0.0018090606,0.02829417572060048,0.02829417572060048,,,2026-04-10,1.2795651,1.2795506
9,9,SH600887,0.0241117375574165,0.6666666666666666,-0.0068858266,0.0309975641450935,0.0309975641450935,SH600887,伊利股份,2026-04-10,74.83827,74.72378
10,10,SH601919,0.027918881467397,0.6666666666666666,-0.0071467757,0.035065657189900665,0.035065657189900665,SH601919,中远海控,2026-04-10,0.32452938,0.32458824
11,11,SH601077,0.0250885485445519,0.9166666666666666,0.0056602955,0.019428253058101703,0.019428253058101703,SH601077,渝农商行,2026-04-10,0.17630352,0.17805782
12,12,SH601668,0.0218568040663085,0.6666666666666666,-0.010169506,0.03202631013930655,0.03202631013930655,SH601668,中国建筑,2026-04-10,0.657024,0.65555745
13,13,SH601838,0.0202586842603088,0.6666666666666666,-0.011326849,0.03158553372091061,0.03158553372091061,SH601838,成都银行,2026-04-10,0.3457328,0.34682816
