,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,buy_close,sell_high
0,0,SH601077,0.0574673217674004,1.0,0.0027829409,0.054684380902837414,0.054684380902837414,SH601077,渝农商行,2026-04-24,0.17938913,0.18208256
1,1,SH600438,0.0586479035384109,0.9565217391304348,-0.012899756,0.07154765996999049,0.07154765996999049,SH600438,通威股份,2026-04-24,19.254393,19.307753
2,2,SH601328,0.040426111985509,0.9130434782608696,-0.00895679,0.04938290195590695,0.04938290195590695,SH601328,交通银行,2026-04-24,0.28193006,0.2841466
3,3,SH600025,0.0418204957567738,1.0,-0.008403361,0.05022385660043225,0.05022385660043225,SH600025,华能水电,2026-04-24,1.5059398,1.5149213
4,4,SH601658,0.0366847177952665,0.9565217391304348,-0.005673766,0.04235848393143593,0.04235848393143593,SH601658,邮储银行,2026-04-24,0.30487567,0.30789137
5,5,SH600900,0.037098227000851,0.8695652173913043,-0.005607426,0.04270565316738542,0.04270565316738542,SH600900,长江电力,2026-04-24,10.091157,10.10596
6,6,SH688187,0.0367771001417283,0.9130434782608696,-0.02085954,0.05763663965054788,0.05763663965054788,SH688187,时代电气,2026-04-24,0.018049814,0.018077007
7,7,SH600886,0.0327319067891369,1.0,0.0022388697,0.030493037122083677,0.030493037122083677,SH600886,国投电力,2026-04-24,26.345745,26.542528
8,8,SH601169,0.0300791347936833,0.8695652173913043,0.007434964,0.022644170613690624,0.022644170613690624,SH601169,北京银行,2026-04-24,0.25764742,0.26053506
9,9,SH600795,0.0324282057532369,0.9565217391304348,-0.008113146,0.04054135158148397,0.04054135158148397,SH600795,国电电力,2026-04-24,38.751457,38.75149
10,10,SH600926,0.0374773970740501,0.8260869565217391,-0.004675925,0.04215332185203472,0.04215332185203472,SH600926,杭州银行,2026-04-24,0.27457222,0.27810243
11,11,SH601398,0.0300766397010803,0.9565217391304348,-0.008985221,0.03906186108703611,0.03906186108703611,SH601398,工商银行,2026-04-24,4.3896046,4.4149923
12,12,SH601988,0.0285432951499075,1.0,-0.0086609125,0.03720420766364041,0.03720420766364041,SH601988,中国银行,2026-04-24,2.699646,2.7132845
13,13,SH601998,0.0299106453537603,1.0,-0.0023323894,0.03224303470846611,0.03224303470846611,SH601998,中信银行,2026-04-24,0.27247137,0.27511653
14,14,SH601298,0.031542148764085,0.9565217391304348,-0.014814794,0.04635694282765312,0.04635694282765312,SH601298,青岛港,2026-04-24,0.36956277,0.37491867
15,15,SH601669,0.0338302219634147,0.6521739130434783,-0.018018067,0.05184828884650186,0.05184828884650186,SH601669,中国电建,2026-04-24,0.37609103,0.37489268
