,instrument,avg_score,pos_ratio,real_label,error,abs_error,datetime,n1close,n2high
0,SH600893,0.2360988576841071,1.0,-0.04474324,0.28084209756371525,0.28084209756371525,2026-03-10,7.531904,7.530647
1,SH600029,0.2300482428931718,1.0,-0.006463468,0.23651171096797038,0.23651171096797038,2026-03-10,1.2250007,1.228422
2,SH600188,0.2243165553386809,1.0,0.100256205,0.12406035073357835,0.12406035073357835,2026-03-10,34.872562,38.369038
3,SH600115,0.2182928566889636,1.0,-0.01363641,0.23192926692532223,0.23192926692532223,2026-03-10,0.5748243,0.5760729
4,SH600176,0.2053833671788817,1.0,0.0,0.2053833671788817,0.2053833671788817,2026-03-10,245.34181,249.508
5,SZ002028,0.1924565954730619,1.0,-0.0355286,0.22798519568897377,0.22798519568897377,2026-03-10,146.62508,146.1534
6,SZ002001,0.183441659082798,1.0,0.01628995,0.16715170966568374,0.16715170966568374,2026-03-10,135.18152,140.49461
7,SH601898,0.1800614622431505,1.0,0.081101775,0.09895968707377795,0.09895968707377795,2026-03-10,0.07769195,0.08547918
8,SH601111,0.1764282113136683,1.0,0.0047450066,0.171683204752389,0.171683204752389,2026-03-10,1.2315762,1.2399131
9,SZ300782,0.1753408707540455,1.0,-0.026483417,0.20182428731135751,0.20182428731135751,2026-03-10,0.90111786,0.9060751
10,SZ002493,0.1716043686356163,1.0,-0.017808378,0.18941274637838362,0.18941274637838362,2026-03-10,0.857648,0.8881426
11,SH600522,0.171507723156147,1.0,0.007675767,0.16383195621126176,0.16383195621126176,2026-03-10,16.579784,17.337078
12,SH601888,0.1615413785900679,1.0,-0.007949829,0.1694912076916304,0.1694912076916304,2026-03-10,1.3695626,1.3726609
13,SH688223,0.1486916277262189,1.0,-0.014994204,0.16368583177056095,0.16368583177056095,2026-03-10,0.08059151,0.08212057
14,SH600482,0.1483677125541544,1.0,-0.057302117,0.2056698299018717,0.2056698299018717,2026-03-10,7.9690056,7.9333997
15,SZ002311,0.1395012963262134,1.0,0.026525974,0.11297532205253175,0.11297532205253175,2026-03-10,2.0152905,2.0782673
16,SH600015,0.1359374796222138,1.0,0.011600971,0.12433650840028998,0.12433650840028998,2026-03-10,5.2207537,5.289379
17,SH600000,0.1355749523643652,1.0,0.010950804,0.12462414860765134,0.12462414860765134,2026-03-10,4.2414465,4.296434
18,SH601018,0.1270966767079341,1.0,0.006677747,0.12041892993516798,0.12041892993516798,2026-03-10,0.6577691,0.66501516
19,SH688082,0.1207257003031783,1.0,-0.022123098,0.1428487986765914,0.1428487986765914,2026-03-10,0.0097398665,0.009774402
20,SH600426,0.120215495440361,1.0,0.025866628,0.09434886774718473,0.09434886774718473,2026-03-10,64.19649,68.156456
21,SZ000157,0.1098493504804406,1.0,-0.048983097,0.1588324475568566,0.1588324475568566,2026-03-10,145.4856,145.03914
22,SH601006,0.1094086148490382,1.0,0.009174347,0.10023426792521008,0.10023426792521008,2026-03-10,1.22941,1.2450856
23,SH600919,0.1077190095896502,1.0,0.012492895,0.09522611446330742,0.09522611446330742,2026-03-10,0.36117265,0.3671103
24,SZ000338,0.1069440827911745,1.0,-0.051207542,0.1581516252106081,0.1581516252106081,2026-03-10,3.4635587,3.462235
25,SH600036,0.103364212563991,1.0,0.0,0.103364212563991,0.103364212563991,2026-03-10,14.60851,14.638096
26,SZ000895,0.1016866965568712,1.0,0.009810567,0.09187612965471055,0.09187612965471055,2026-03-10,63.726162,64.53641
27,SH601825,0.1007942179582778,1.0,0.014159322,0.08663489617330465,0.08663489617330465,2026-03-10,0.13090304,0.13322732
28,SH600066,0.0986856366027853,1.0,0.014276266,0.08440937050476284,0.08440937050476284,2026-03-10,226.20663,230.46349
29,SZ000425,0.09849431182278,1.0,-0.067496,0.16599031354320848,0.16599031354320848,2026-03-10,42.557873,42.452587
30,SH601166,0.0937230048355917,1.0,0.0053191185,0.08840388633583585,0.08840388633583585,2026-03-10,1.2917391,1.2999579
31,SH600941,0.0925259012256371,1.0,-0.0015391707,0.09406507196767201,0.09406507196767201,2026-03-10,0.042267956,0.04244417
32,SH688012,0.0922690444207788,1.0,-0.015521705,0.10779074957138304,0.10779074957138304,2026-03-10,0.049341656,0.050263897
33,SH600926,0.092221956786991,1.0,0.017791867,0.07443008953082644,0.07443008953082644,2026-03-10,0.26806808,0.27391466
34,SZ300661,0.0917158361710572,1.0,-0.025031924,0.1167477604187989,0.1167477604187989,2026-03-10,4.008699,4.1789875
35,SH600025,0.0911128186733306,1.0,0.003079176,0.08803364272423392,0.08803364272423392,2026-03-10,1.6430722,1.6578679
36,SZ002371,0.0909302408536766,1.0,-0.008657873,0.09958811353052596,0.09958811353052596,2026-03-10,5.5346756,5.5348
37,SH600016,0.0893507037592763,1.0,0.0050792694,0.08427143435009661,0.08427143435009661,2026-03-10,15.5207615,15.678437
38,SH600900,0.0883683839765055,1.0,0.00724566,0.08112272414831946,0.08112272414831946,2026-03-10,10.276022,10.349653
39,SH603195,0.0864233704579213,1.0,-0.0018106699,0.08823404035690811,0.08823404035690811,2026-03-10,0.069508605,0.06987795
40,SZ000301,0.0856521466761437,1.0,-0.0042644143,0.08991656098659902,0.08991656098659902,2026-03-10,0.3847458,0.39804992
41,SH601009,0.0855001460816231,1.0,0.0063483715,0.07915177457588579,0.07915177457588579,2026-03-10,1.5578603,1.5846589
42,SZ000999,0.0848219222365252,1.0,-0.0063985586,0.09122048085316338,0.09122048085316338,2026-03-10,0.6932556,0.6946648
43,SZ300394,0.0827476851479887,1.0,0.009183288,0.07356439752744427,0.07356439752744427,2026-03-10,34.28363,34.884304
44,SH601077,0.0810003354723728,1.0,0.025614738,0.05538559700801733,0.05538559700801733,2026-03-10,0.162388,0.16780362
45,SH600309,0.0803010455082043,1.0,-0.031861663,0.11216270837288936,0.11216270837288936,2026-03-10,164.60179,166.16582
46,SZ002709,0.0801891809821896,1.0,-0.0032870173,0.08347619832761807,0.08347619832761807,2026-03-10,26.188337,26.44557
47,SH688396,0.0800072196524847,1.0,-0.0072880983,0.08729531798775081,0.08729531798775081,2026-03-10,0.029922519,0.030480439
