,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,buy_close,sell_high
0,0,SH600584,0.3605556040790639,0.875,-0.031484485,0.3920400887516103,0.3920400887516103,SH600584,长电科技,2026-06-25,13.247143,13.903405
1,1,SZ000100,0.2996803001472828,0.9166666666666666,0.0112195015,0.2884607986519215,0.2884607986519215,,,2026-06-25,1.3661014,1.4504763
2,2,SZ300408,0.1624536821501367,0.5833333333333334,-0.021828294,0.1842819759504907,0.1842819759504907,,,2026-06-25,1.8151832,1.8247998
3,3,SH688223,0.1251792178379076,0.7916666666666666,-0.037623763,0.16280298092231923,0.16280298092231923,SH688223,晶科能源,2026-06-25,0.046952423,0.048513576
4,4,SH600547,0.1098541640380418,0.7916666666666666,-0.038869083,0.14872324696574565,0.14872324696574565,SH600547,山东黄金,2026-06-25,105.03008,106.47719
5,5,SH600188,0.1026162644977867,0.9166666666666666,-0.010458708,0.11307497230723494,0.11307497230723494,SH600188,兖矿能源,2026-06-25,31.446276,32.069195
6,6,SH688506,0.0980604996766427,0.6666666666666666,-0.038131893,0.13619239235776454,0.13619239235776454,SH688506,百利天恒,2026-06-25,0.26577038,0.2710663
7,7,SZ002463,0.0949048049340547,0.7916666666666666,-0.049754202,0.14465900729992995,0.14465900729992995,,,2026-06-25,4.016261,4.022922
8,8,SZ002938,0.0900969489130376,0.375,-0.027691841,0.11778879003852588,0.11778879003852588,,,2026-06-25,0.28738484,0.29458183
9,9,SZ002625,0.0878029296200748,1.0,-0.023787737,0.111590666512775,0.111590666512775,,,2026-06-25,3.7797925,3.8078294
10,10,SZ300413,0.0855068332334316,0.8333333333333334,-0.03572792,0.12123475138147237,0.12123475138147237,,,2026-06-25,0.2731604,0.27254772
11,11,SH600845,0.0842459309351434,1.0,-0.042173684,0.12641961457848447,0.12641961457848447,SH600845,宝信软件,2026-06-25,27.726196,27.692627
12,12,SZ000338,0.0780970322170477,1.0,-0.035214305,0.11331133714105893,0.11331133714105893,,,2026-06-25,3.7778575,3.846929
13,13,SH603019,0.0758064966061791,0.7083333333333334,0.009599328,0.06620716856510243,0.06620716856510243,SH603019,中科曙光,2026-06-25,28.32062,29.530209
14,14,SH601600,0.0753943597346722,0.625,-0.04483843,0.12023278823198666,0.12023278823198666,SH601600,中国铝业,2026-06-25,0.030502941,0.030785283
15,15,SZ000975,0.0749098218051817,0.75,-0.04046756,0.11537738209647198,0.11537738209647198,,,2026-06-25,10.628648,10.840706
