,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ002384,0.1836743528600303,0.875,0.022894263,0.16078008959251322,0.16078008959251322,,,2026-03-26,1.2194334,1.2687356
1,1,SH605117,0.1176285841419824,0.5625,0.0023115873,0.11531699680830321,0.11531699680830321,SH605117,德业股份,2026-03-26,1.7439815,1.802686
2,2,SZ300394,0.1112740526652106,0.5,-0.0024878979,0.1137619505381354,0.1137619505381354,,,2026-03-26,32.895626,33.351326
3,3,SH601898,0.1083108035177674,0.625,0.0015325546,0.10677824889130255,0.10677824889130255,SH601898,中煤能源,2026-03-26,0.077584326,0.07934036
4,4,SH600989,0.0979338729285324,0.6875,0.0016666651,0.09626720785132292,0.09626720785132292,SH600989,宝丰能源,2026-03-26,0.16797931,0.17579426
5,5,SH600893,0.0891434497204154,0.8125,0.012233734,0.07690971558955602,0.07690971558955602,SH600893,航发动力,2026-03-26,6.202085,6.3434973
6,6,SH600115,0.0819429797382178,0.875,0.0,0.0819429797382178,0.0819429797382178,SH600115,中国东航,2026-03-26,0.5250487,0.5298767
7,7,SZ300316,0.0801854336759659,0.6875,-0.032890797,0.11307623033734285,0.11307623033734285,,,2026-03-26,3.330168,3.3295429
8,8,SH600547,0.0793855772896272,0.5,0.054687977,0.024697600452468993,0.024697600452468993,SH600547,山东黄金,2026-03-26,169.32982,178.76505
9,9,SH601872,0.076706984842335,0.8125,-0.004029572,0.08073655685237528,0.08073655685237528,SH601872,招商轮船,2026-03-26,1.2781281,1.2932433
10,10,SH600489,0.0765683035668759,0.5625,0.04738927,0.029179034691753827,0.029179034691753827,SH600489,中金黄金,2026-03-26,58.166378,60.923576
11,11,SZ002001,0.0730880955305624,0.875,0.044993997,0.028094098910384183,0.028094098910384183,,,2026-03-26,120.429344,126.89686
12,12,SH600875,0.0705413270214366,0.6875,-0.009626389,0.08016771557124129,0.08016771557124129,SH600875,东方电气,2026-03-26,7.1792946,7.1900716
13,13,SZ000975,0.0668659442754291,0.625,0.05733967,0.009526276001503325,0.009526276001503325,,,2026-03-26,16.083206,17.073637
14,14,SH601021,0.0654311073395081,0.875,-0.0031431317,0.06857423907244878,0.06857423907244878,SH601021,春秋航空,2026-03-26,0.30672133,0.3084971
15,15,SH601916,0.0622073432490436,0.875,0.0,0.0622073432490436,0.0622073432490436,SH601916,浙商银行,2026-03-26,0.24000278,0.24155618
16,16,SZ001965,0.0565627837616361,0.875,-0.008239746,0.06480252985538609,0.06480252985538609,,,2026-03-26,0.13590729,0.13637951
17,17,SH600674,0.0562092512533049,0.875,-0.01880312,0.07501237091272872,0.07501237091272872,SH600674,川投能源,2026-03-26,68.81269,68.68095
18,18,SZ003816,0.0559112891363509,0.8125,-0.0110497475,0.06696103660339192,0.06696103660339192,,,2026-03-26,0.49199176,0.4916963
19,19,SH600025,0.0551947615976059,0.6875,-0.0055955052,0.06079026683518524,0.06079026683518524,SH600025,华能水电,2026-03-26,1.5823834,1.5896041
20,20,SH600023,0.0548567931597342,0.8125,-0.036777556,0.0916343491022696,0.0916343491022696,SH600023,浙能电力,2026-03-26,0.28964776,0.2866042
