,instrument,avg_score,pos_ratio,real_label,error,abs_error,datetime,n1close,n2high
0,SZ300782,0.1753408707540455,1.0,-0.026483417,0.20182428731135751,0.20182428731135751,2026-03-10,0.90111786,0.9060751
1,SZ002311,0.1395012963262134,1.0,0.026525974,0.11297532205253175,0.11297532205253175,2026-03-10,2.0152905,2.0782673
2,SH600015,0.1359374796222138,1.0,0.011600971,0.12433650840028998,0.12433650840028998,2026-03-10,5.2207537,5.289379
3,SH601006,0.1094086148490382,1.0,0.009174347,0.10023426792521008,0.10023426792521008,2026-03-10,1.22941,1.2450856
4,SH600919,0.1077190095896502,1.0,0.012492895,0.09522611446330742,0.09522611446330742,2026-03-10,0.36117265,0.3671103
5,SH600036,0.103364212563991,1.0,0.0,0.103364212563991,0.103364212563991,2026-03-10,14.60851,14.638096
6,SZ000895,0.1016866965568712,1.0,0.009810567,0.09187612965471055,0.09187612965471055,2026-03-10,63.726162,64.53641
7,SH601825,0.1007942179582778,1.0,0.014159322,0.08663489617330465,0.08663489617330465,2026-03-10,0.13090304,0.13322732
8,SH600066,0.0986856366027853,1.0,0.014276266,0.08440937050476284,0.08440937050476284,2026-03-10,226.20663,230.46349
9,SZ000425,0.09849431182278,1.0,-0.067496,0.16599031354320848,0.16599031354320848,2026-03-10,42.557873,42.452587
10,SH601166,0.0937230048355917,1.0,0.0053191185,0.08840388633583585,0.08840388633583585,2026-03-10,1.2917391,1.2999579
11,SH600941,0.0925259012256371,1.0,-0.0015391707,0.09406507196767201,0.09406507196767201,2026-03-10,0.042267956,0.04244417
12,SH600926,0.092221956786991,1.0,0.017791867,0.07443008953082644,0.07443008953082644,2026-03-10,0.26806808,0.27391466
13,SH600025,0.0911128186733306,1.0,0.003079176,0.08803364272423392,0.08803364272423392,2026-03-10,1.6430722,1.6578679
14,SZ002371,0.0909302408536766,1.0,-0.008657873,0.09958811353052596,0.09958811353052596,2026-03-10,5.5346756,5.5348
15,SH600016,0.0893507037592763,1.0,0.0050792694,0.08427143435009661,0.08427143435009661,2026-03-10,15.5207615,15.678437
16,SH600900,0.0883683839765055,1.0,0.00724566,0.08112272414831946,0.08112272414831946,2026-03-10,10.276022,10.349653
17,SH603195,0.0864233704579213,1.0,-0.0018106699,0.08823404035690811,0.08823404035690811,2026-03-10,0.069508605,0.06987795
18,SH601009,0.0855001460816231,1.0,0.0063483715,0.07915177457588579,0.07915177457588579,2026-03-10,1.5578603,1.5846589
19,SZ000999,0.0848219222365252,1.0,-0.0063985586,0.09122048085316338,0.09122048085316338,2026-03-10,0.6932556,0.6946648
20,SH601077,0.0810003354723728,1.0,0.025614738,0.05538559700801733,0.05538559700801733,2026-03-10,0.162388,0.16780362
21,SH600887,0.0795989875087685,1.0,0.010209441,0.06938954632377094,0.06938954632377094,2026-03-10,75.69754,76.613335
22,SH601169,0.0794258603143781,1.0,0.00746274,0.07196312036992009,0.07196312036992009,2026-03-10,0.2566756,0.2590912
23,SH601328,0.0739404702513028,1.0,0.0016251802,0.072315290006857,0.072315290006857,2026-03-10,0.27415618,0.27625903
24,SZ000651,0.0700655890694697,1.0,0.0021162033,0.06794938576136424,0.06794938576136424,2026-03-10,470.11975,471.61203
25,SH601816,0.0658618431838653,1.0,0.0018247366,0.06403710658871149,0.06403710658871149,2026-03-10,0.12897931,0.13046527
26,SH601838,0.0620813081637197,1.0,-0.0044879913,0.06656929949672752,0.06656929949672752,2026-03-10,0.34283406,0.34313008
27,SH601916,0.0607623945200105,1.0,0.009433985,0.05132840976354077,0.05132840976354077,2026-03-10,0.23784691,0.24077947
28,SH600674,0.0599561517337414,1.0,0.019450545,0.04050560642276728,0.04050560642276728,2026-03-10,71.180435,72.74374
29,SH601229,0.0592799751668045,1.0,0.0030103922,0.05626958297777862,0.05626958297777862,2026-03-10,0.20976366,0.21210536
30,SH600377,0.0540766445947095,1.0,0.01894021,0.03513643425230227,0.03513643425230227,2026-03-10,2.9283273,2.9936502
31,SH600600,0.0537455454043657,1.0,0.001959443,0.05178610231201951,0.05178610231201951,2026-03-10,2.7324526,2.741862
32,SH600018,0.0523380971347581,1.0,0.011481047,0.04085705045812236,0.04085705045812236,2026-03-10,1.0255353,1.0391266
33,SH600233,0.052226111540154,1.0,-0.009550691,0.06177680219109394,0.06177680219109394,2026-03-10,1.7785025,1.7910038
34,SZ000063,0.0516910015763629,1.0,0.0,0.0516910015763629,0.0516910015763629,2026-03-10,6.6517267,6.8273387
35,SZ002352,0.0493676903545111,1.0,0.0004976988,0.04886999157063659,0.04886999157063659,2026-03-10,0.5100462,0.5115105
36,SZ000876,0.0470398440564225,1.0,0.0033917427,0.043648101350123675,0.043648101350123675,2026-03-10,11.301265,11.365244
37,SH600196,0.0468266776191856,1.0,-0.008471489,0.05529816657182232,0.05529816657182232,2026-03-10,7.357069,7.365566
38,SH600741,0.036069368427036,1.0,-0.003683865,0.03975323349737902,0.03975323349737902,2026-03-10,24.415762,24.46706
39,SH601818,0.034538923209943,1.0,0.011730194,0.022808729118146125,0.022808729118146125,2026-03-10,1.0553844,1.0705181
40,SZ002422,0.0333472907274044,1.0,-0.012021661,0.04536895153215294,0.04536895153215294,2026-03-10,0.2163085,0.21624713
41,SH601985,0.0323444273444602,1.0,0.01077199,0.021572437522072503,0.021572437522072503,2026-03-10,0.5751783,0.5837596
42,SH603288,0.0312201405219634,1.0,-0.009896159,0.0411162996940215,0.0411162996940215,2026-03-10,0.65404904,0.6557977
43,SZ002074,0.0275666110574804,1.0,0.0005071163,0.027059494739731377,0.027059494739731377,2026-03-10,3.7115567,3.717226
44,SH601988,0.0275036618316673,1.0,0.0021660328,0.025337629040529604,0.025337629040529604,2026-03-10,2.491474,2.5022705
45,SH600039,0.0273362490034587,1.0,-0.005031407,0.03236765588288375,0.03236765588288375,2026-03-10,25.093025,25.245247
46,SH600660,0.0268758963897317,1.0,0.002845168,0.024030728276023205,0.024030728276023205,2026-03-10,212.69954,214.01668
47,SZ000100,0.0266171450867812,1.0,0.0016322136,0.0249849314942519,0.0249849314942519,2026-03-10,1.2016767,1.2178996
48,SZ300896,0.0264884298081114,1.0,-0.014046609,0.040535039209814286,0.040535039209814286,2026-03-10,0.008794254,0.008849564
49,SH601668,0.0260200462116705,1.0,0.001642108,0.024377938248108487,0.024377938248108487,2026-03-10,0.67818916,0.6804157
50,SZ300750,0.0248520464156533,1.0,-0.0032824874,0.028134533808078836,0.028134533808078836,2026-03-10,1.115547,1.1270595
51,SZ002714,0.0245679149162109,1.0,0.02596271,-0.0013947954643433007,0.0013947954643433007,2026-03-10,16.18311,16.632874
52,SZ000333,0.0234162724423528,1.0,0.00013744831,0.023278824131500748,0.023278824131500748,2026-03-10,1.3798625,1.3863041
53,SZ000538,0.0230471736780506,1.0,-0.0070564747,0.030103648363719544,0.030103648363719544,2026-03-10,75.56463,75.697624
54,SZ002459,0.0205989748466735,1.0,0.04425299,-0.023654016829657065,0.023654016829657065,2026-03-10,0.068624444,0.072871596
55,SZ000725,0.0194379530547654,1.0,0.006714225,0.012723728239396749,0.012723728239396749,2026-03-10,0.24949253,0.2539788
56,SH601658,0.0160738873963843,1.0,0.005839467,0.01023442034773928,0.01023442034773928,2026-03-10,0.2964063,0.29810014
57,SH600104,0.0139737440711867,1.0,0.0077141523,0.006259591735066095,0.006259591735066095,2026-03-10,8.841338,8.922062
58,SH600085,0.0139693821028471,1.0,-0.0049637556,0.018933137710452082,0.018933137710452082,2026-03-10,7.4539366,7.4638004
59,SZ003816,0.0138813608736254,1.0,0.0019608736,0.0119204872698046,0.0119204872698046,2026-03-10,0.4618171,0.46468365
60,SZ002179,0.013364739086569,1.0,0.012596369,0.0007683702968961491,0.0007683702968961491,2026-03-10,4.056277,4.137809
61,SH601998,0.0131676966790108,1.0,0.009953618,0.0032140786293892182,0.0032140786293892182,2026-03-10,0.23933682,0.24247155
62,SH601390,0.0123531380551454,1.0,-0.0035460591,0.015899197186767716,0.015899197186767716,2026-03-10,0.18441193,0.18590212
63,SZ000001,0.0117506448771911,1.0,0.004592061,0.007158583834405456,0.007158583834405456,2026-03-10,1.2564821,1.2645605
64,SZ002600,0.0104985619365893,1.0,-0.026658595,0.03715715654489618,0.03715715654489618,2026-03-10,0.73008597,0.73058474
65,SH600760,0.0096289665967906,1.0,-0.01706618,0.02669514730281477,0.02669514730281477,2026-03-10,6.225848,6.236402
66,SH601012,0.0094489514196665,1.0,0.00798583,0.001463121112659664,0.001463121112659664,2026-03-10,18.745216,19.024654
67,SH601186,0.009080034033638,1.0,0.0055197477,0.003560286299568175,0.003560286299568175,2026-03-10,0.11832749,0.11899156
68,SH601766,0.0090226021705911,1.0,0.00746274,0.0015598622261330918,0.0015598622261330918,2026-03-10,1.1550148,1.1668372
69,SZ000983,0.0088905122821592,1.0,0.033205986,-0.024315473740790017,0.024315473740790017,2026-03-10,8.385805,8.722352
70,SH601788,0.0086715746671354,1.0,-0.0018930435,0.010564618185201807,0.010564618185201807,2026-03-10,0.036687225,0.036797266
71,SZ002415,0.0074550326864694,1.0,0.0085299015,-0.0010748688180472017,0.0010748688180472017,2026-03-10,2.6747036,2.6983614
72,SH601939,0.0072733052335425,1.0,0.00531435,0.001958955105368672,0.001958955105368672,2026-03-10,0.77247345,0.7798291
73,SH688009,0.0069476521421637,1.0,-0.020725429,0.02767308120023865,0.02767308120023865,2026-03-10,0.06224269,0.061913032
74,SH600011,0.0063687511037297,1.0,0.022064209,-0.0156954578806453,0.0156954578806453,2026-03-10,1.1599101,1.1885289
75,SZ002736,0.0063271623443991,1.0,0.003119111,0.003208051283302909,0.003208051283302909,2026-03-10,0.29825848,0.3010956
76,SH603259,0.0036267747646812,1.0,-0.010532558,0.01415933272900615,0.01415933272900615,2026-03-10,0.6220738,0.6270518
