,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-04-14,SH600000,0.019878242208366453,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260415_12,1e89fe6bd28943ea8a6fe5f920dc3726,0.019,,,
1,2026-04-14,SH601238,-0.0044014351442456245,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
2,2026-04-14,SH601236,0.02405017800629139,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
3,2026-04-14,SH601229,-0.040547676384449005,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
4,2026-04-14,SH601225,-0.029850665479898453,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
5,2026-04-14,SH601211,-0.03630365803837776,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
6,2026-04-14,SH601186,0.02055281400680542,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
7,2026-04-14,SH601169,0.007347505539655685,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
8,2026-04-14,SH601166,0.00907527469098568,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
9,2026-04-14,SH601138,-0.01867901161313057,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
10,2026-04-14,SH601136,-0.0074757798574864864,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
11,2026-04-14,SH601288,-0.09788042306900024,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
12,2026-04-14,SH601127,0.009903768077492714,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
13,2026-04-14,SH601111,-0.08048072457313538,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
14,2026-04-14,SH601100,-0.08132009208202362,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
15,2026-04-14,SH601088,0.03201110288500786,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
16,2026-04-14,SH601077,-0.007237264886498451,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
17,2026-04-14,SH601066,-0.05066043511033058,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
18,2026-04-14,SH601059,0.06271950900554657,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
19,2026-04-14,SH601058,-0.048403263092041016,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
20,2026-04-14,SH601021,-0.05893935635685921,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
21,2026-04-14,SH601018,0.014004010707139969,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
22,2026-04-14,SH601012,-0.03862419351935387,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260415_12,1dbeeabad490431284761f1394fa4226,0.043,,,
